incident_id,site,incident_date,incident_type,severity,compliance_score,description,root_cause,response_time_hours,status
INC-05859,SITE-001,2024-12-16,Equipment Failure,Low,96.4,Field rule interview enough security should with call lose military affect.,Third-party Damage,12.5,Closed
INC-05108,SITE-005,15/01/2026,Leak,High,67.8,Partner finally radio effort company.,Operator Error,9.8,Open
INC-02188,SITE-003,2025-03-03,Leak,Critical,48.8,Economy value piece drug board common relationship.,Material Fatigue,12.5,Closed
INC-00687,SITE-004,2024-01-22,Equipment Failure,,85.7,Because huge pretty book clearly.,Valve Failure,1.4,Closed
INC-01375,SITE-006,2024-03-08,Leak,Critical,36.3,Create table despite energy theory phone.,Third-party Damage,1.6,Closed
INC-04168,SITE-005,2025-09-25,EQUIPMENT FAILURE,High,68.7,Authority popular discussion dinner news.,Operator Error,10.4,Closed
INC-01535,SITE-002,2025-08-15,Equipment Failure,High,68.0,Her try where wear task share billion.,Material Fatigue,9.0,Open
INC-00156,SITE-006,2024-11-08,Equipment Failure,Critical,41.2,Good vote senior model relate goal second heart brother television best.,Valve Failure,2.3,Under Investigation
INC-03449,SITE-005,08/23/2025,Fire,Low,97.5,Local occur card coach these final throughout shoulder something.,Sensor Malfunction,10.0,Under Investigation
INC-01253,SITE-003,2024-11-05,Near Miss,Medium ,63.2,Information reality kind need whose anyone many.,,25.9,Under Investigation
INC-03931,SITE-006,2025-11-26,Equipment Failure,High,68.3,Likely check world indeed month exist television this room attention sort sound bed position table tell rest.,Third-party Damage,4.1,Closed
INC-04244,SITE-002,2025-05-26,,Medium,67.4,Their south church well.,Material Fatigue,12.2,Closed
INC-05696,SITE-006,2024-07-11,,High,65.2,The wonder sell so head piece.,Corrosion,4.3,Under Investigation
INC-00477,SITE-001,2024-07-21,NEAR MISS,Medium,67.8,Mother money person food true energy establish three side father.,Operator Error,0.9,Open
INC-04620,SITE-006,2025-04-04,Leak,High,53.5,Standard team carry fast traditional change man town he.,Operator Error,3.3,Closed
INC-00144,SITE-003,27-Apr-2026,Equipment Failure,High,46.8,Out rate people hold one drop ok father blue sometimes.,Operator Error,5.6,Under Investigation
INC-04446,SITE-006,2025-01-27,Leak,Medium,85.2,Citizen better whether Democrat carry condition market bank between explain.,Corrosion,2.0,Closed
INC-03821,SITE-002,2026-06-13,Leak,Critical,51.6,Other he such news strong high stage crime tax already plant.,Material Fatigue,3.2,Open
INC-01257,SITE-005,2024-11-17,Leak,,88.9,Half within room four building every yard the stage central feel speak care finish page note recent risk list church.,,2.2,Closed
INC-02952,SITE-006,2026-07-21,Near Miss,Critical,53.7,Skin kitchen few life suddenly effort three son reach conference.,Material Fatigue,2.5,Closed
INC-04568,SITE-001,2025-10-26,Equipment Failure,Low,94.0,Peace point project world follow organization order his say.,Corrosion,5.1,Open
INC-00545,SITE-003,2024-01-08,Leak,High,65.4,Area attack must audience everything quickly.,Valve Failure,5.6,Under Investigation
INC-04578,SITE-005,2024-06-08,Spill,Low,115.7,Likely remember born walk buy feel level view purpose.,Operator Error,14.6,Under Investigation
INC-04408,SITE-005,2023-12-12T00:00:00Z,Near Miss,High,71.9,Bill expert eight onto herself reason yourself few me cultural sometimes service my above pass we idea.,Third-party Damage,6.1,Under Investigation
INC-03352,SITE-003,2025-08-26,Near Miss,Low,92.4,Father sure author cover rest join memory seat shoulder white rock believe pressure pretty soon black.,Operator Error,10.9,Closed
INC-05624,SITE-004,2024-08-28,Fire,High,59.8,Scene thousand grow decide after health life son.,,13.9,Open
INC-00621,SITE-001,2024-12-28,Leak,High,60.6,Life recently suddenly manager reality customer school after recent contain debate by small group.,Valve Failure,2.6,Open
INC-05077,SITE-003,2023-10-09,Near Miss,Medium,73.6,Know table smile if.,,23.4,Closed
INC-05275,SITE-006,08/23/2024,Leak,Critical,62.9,Positive risk report piece real always rate head exactly shoulder cold control sound college age executive risk.,,6.9,Closed
INC-02960,SITE-001,2024-08-24,Fire,Low,93.7,Speech book floor TV fight which within take.,Sensor Malfunction,6.6,Open
INC-04124,SITE-002,2024-06-25,Near Miss,Low,87.1,Leave concern develop admit else type manage your sure watch.,Valve Failure,11.0,Closed
INC-03593,SITE-006,2023-08-24,Near Miss,High,62.3,Reduce reach wide cup behind.,Valve Failure,2.6,Under Investigation
INC-00050,SITE-003,2026-05-01,,Critical,53.4,Require daughter road manager continue finally campaign listen expect.,Third-party Damage,3.7,Closed
INC-01064,SITE-006,2025-12-08,Fire,High,63.4,Most them live onto black well.,Valve Failure,8.9,Open
INC-04442,SITE-001,28-Jul-2024,Near Miss,High,67.1,Conference no financial quickly push crime gun address every building western explain science.,Operator Error,4.8,Closed
INC-01880,SITE-003,2023-12-16,Fire,Critical,63.3,Before him able seem.,Corrosion,12.3,Under Investigation
INC-00524,SITE-001,23/12/2024,Leak,Medium,66.6,Somebody no raise capital they eight interesting give term culture beyond value.,Material Fatigue,4.1,Under Investigation
INC-05591,SITE-006,2025-07-04,Leak,High,54.5,Style study paper kitchen similar alone old daughter weight relationship this street successful unit then.,Valve Failure,3.9,Under Investigation
INC-05017,SITE-005,2025-06-02,Near Miss,Low,88.5,By history really mission table message camera Democrat professor upon several structure foot Democrat various.,Corrosion,3.6,Closed
INC-05194,SITE-003,2023-08-25,Fire,Critical,33.7,Author everybody war future religious.,Corrosion,4.0,Open
INC-04585,SITE-006,2026-05-23,Leak,Critical,-0.5,Business industry size itself century impact.,Third-party Damage,12.2,Open
INC-00491,SITE-001,2024-03-05,Spill,Low,87.3,Water learn modern.,Operator Error,14.1,Under Investigation
INC-03752,SITE-004,2023-10-14,Equipment Failure,High,54.8,Friend office art program describe.,Corrosion,11.8,Closed
INC-04291,SITE-005,2023-12-08,Near Miss,Low,93.2,Serious radio history look note big during current run create must sign system source community.,Third-party Damage,17.0,Open
INC-04897,SITE-005,2026-04-27T00:00:00Z,SPILL,High,58.4,Owner street apply teach.,Sensor Malfunction,21.9,Open
INC-04973,SITE-004,02/02/2025,near-miss,High,68.5,Performance minute church management media like them team certainly impact.,,6.8,Under Investigation
INC-02786,SITE-002,04/08/2025,Near Miss,low ,100.0,Ten right try little read including media author.,Corrosion,7.6,Open
INC-01630,SITE-004,2026-04-10,Fire,Medium,67.4,Middle way pretty by.,Sensor Malfunction,2.8,Closed
INC-03310,SITE-005,2025-06-02,Equipment Failure,Critical,60.4,Sea official player knowledge under.,Sensor Malfunction,4.8,Open
INC-00139,SITE-003,22-Sep-2023,Spill,High,69.8,Since wide why despite myself early item.,Material Fatigue,18.8,Under Investigation
INC-03878,SITE-005,2025-07-02,Near Miss,Critical,51.0,Mind onto dinner every ok matter federal material character daughter.,Corrosion,4.4,Under Investigation
INC-02870,SITE-003,2026-05-18,Spill,Critical,42.8,His hospital appear security.,Third-party Damage,5.2,Closed
INC-00377,SITE-002,2025-05-18,NEAR MISS,High,54.9,Reflect material phone rule.,Material Fatigue,7.6,Under Investigation
INC-00832,SITE-001,2024-10-05,Near Miss,Medium,64.1,Technology such deep human upon feel agree statement region.,Third-party Damage,14.8,Closed
INC-03977,SITE-005,2025-09-25,Equipment  Failure,Medium,70.5,Center medical team perhaps learn will again make expert.,Material Fatigue,5.5,Open
INC-05123,SITE-004,31-Dec-2024,Equipment Failure,Medium,76.2,Eat toward fund year because face situation wide woman modern before only.,Third-party Damage,7.7,Closed
INC-04495,SITE-006,2023-11-28,Near Miss,Critical,25.0,Old even eye discuss rather difficult season education rich.,Material Fatigue,6.0,Under Investigation
INC-05984,SITE-005,2024-06-06,Near Miss,Low,98.0,At practice six create born reality enter his candidate age.,Material Fatigue,1.7,Open
INC-04537,SITE-005,28-Sep-2024,Fire,Low,85.7,Song concern brother mission Mr clearly record different number fact husband.,Third-party Damage,12.0,Closed
INC-00705,SITE-006,2026-05-20,Fire,Critical,39.8,Season appear parent really different end lot.,,1.5,Open
INC-00619,SITE-001,2024-11-06,Spill,High,66.7,Room hard watch card agreement onto piece whom throw range reduce.,,3.1,Open
INC-00140,SITE-002,2024-03-30,,Medium,70.9,Black office enter little base argue no its rich thank environment something leader test.,Material Fatigue,14.3,Closed
INC-01066,SITE-003,2023-11-25,Minor Spill,Critical,48.8,President trial social democratic hit act important item Mr.,Third-party Damage,9.2,Closed
INC-02105,SITE-002,2025-08-30,Equipment Failure,Critical,41.7,Follow bar art drug move phone reach floor learn lay around man.,Operator Error,8.4,Under Investigation
INC-00995,SITE-003,2025-04-22,Spill,High,62.3,Different radio need hour board main police.,Corrosion,3.5,Under Investigation
INC-04037,SITE-003,2023-11-06,Fire,HIGH,77.8,Structure house others church example law base open.,Third-party Damage,4.0,Under Investigation
INC-01882,SITE-002,2024-09-21,Fire,Medium,71.1,Size marriage you education actually crime commercial stuff since character source the.,Third-party Damage,2.3,Closed
INC-02739,SITE-001,2025-06-04,Spill,,57.3,We similar identify tend rise call ball question drop reach.,,10.8,Under Investigation
INC-04237,SITE-003,2024-06-18,Near Miss,High,51.3,Address employee beyond career subject onto partner us other board similar future adult response entire picture.,Valve Failure,5.4,Under Investigation
INC-02696,SITE-004,2025-02-25,Spill,Low,87.3,Reach challenge parent let watch sound sign.,Valve Failure,1.3,Closed
INC-02301,SITE-003,19/03/2024, spill ,High,38.0,Ever best also fire matter ground role way move.,Operator Error,6.2,Closed
INC-05585,SITE-003,2024-10-28,,Critical,104.0,Wrong country bad throw might if local writer writer player page.,Operator Error,4.9,Open
INC-02274,SITE-003,2025-10-16T00:00:00Z,Spill,Critical,71.5,Its section girl style group option realize apply much local company.,Third-party Damage,14.1,Closed
INC-05149,SITE-003,2025-09-12,,High,63.8,Election price scene center hope contain own state control simply themselves once rock among.,Third-party Damage,7.8,Under Investigation
INC-00243,SITE-002,2026-07-11T00:00:00Z,Equipment Failure,Medium,79.0,Business company wall or example specific result.,,3.5,Open
INC-05474,SITE-006,2024-06-10,Leak,Critical,73.0,Thing company growth almost card him may follow scientist lot appear administration along.,Third-party Damage,6.2,Open
INC-04499,SITE-006,2026-04-28,Leak,Medium,87.3,Indicate bank behind green head senior administration.,Sensor Malfunction,5.2,Under Investigation
INC-04552,SITE-006,2024-04-20,Leak,High,45.1,Physical safe resource feel other task wait yeah similar position interesting including partner stop water need second deal social.,Sensor Malfunction,12.6,Closed
INC-01643,SITE-003,2024-07-15,Leak,High,67.4,Whole director sister here across support head plan house create according.,Material Fatigue,4.2,Closed
INC-05589,SITE-004,2025-11-10,Fire,High,51.3,Large notice color prepare.,Sensor Malfunction,17.1,Closed
INC-02529,SITE-001,2024-12-09,Equipment Failure,Low,85.9,Raise economy anyone mean.,Corrosion,11.1,Open
INC-03905,SITE-005,2024-03-12,Fire,Low,81.9,Tax also loss art must support think relate.,Corrosion,16.9,Closed
INC-00750,SITE-002,01/01/2026,Near Miss,Low,88.5,International easy painting seat scientist popular finish approach writer low site she child believe scientist cost.,Valve Failure,8.8,Closed
INC-04987,SITE-002,10/02/2023,Equipment Failure,High,49.3,Democrat level new white describe scene wall thing moment program network how perform among participant owner.,Corrosion,3.2,Under Investigation
INC-04020,SITE-001,2024-05-01,Near Miss,Critical,34.9,History project quickly hospital concern back.,Operator Error,19.6,Under Investigation
INC-04925,SITE-006,2025-07-29,Equipment Failure,High,44.8,Plant prove still cut he wall home perhaps very too.,Operator Error,1.1,Closed
INC-05330,SITE-004,2023-08-23,Near Miss,Medium,74.1,Part see sport receive information never authority project participant.,Valve Failure,2.7,Open
INC-05776,SITE-003,08/13/2024,Leak,High,53.1,Possible prevent argue play federal oil weight.,,2.5,Open
INC-01691,SITE-003,02/10/2025,Near Miss,Critical,38.3,Senior current continue before business itself read decade.,,8.8,Under Investigation
INC-03064,SITE-001,2024-07-23,Near Miss,Low,88.2,Beyond two enter between include significant.,Sensor Malfunction,2.7,Closed
INC-05766,SITE-002,2024-08-17,Spill,High,55.1,Act yet sister board little with kind expect stuff others expect too behind.,,1.0,Closed
INC-01279,SITE-003,19-Nov-2024,Spill,Medium,71.5,Training open government clearly politics expert along.,Sensor Malfunction,15.2,Open
INC-00421,SITE-005,2025-04-23,Minor Spill,Medium,51.0,Notice visit before tonight available senior return glass soon blue.,Third-party Damage,1.9,Open
INC-00231,SITE-006,2023-12-23,Leak,High,52.9,Room which add author state get least would choose machine sometimes body as.,Operator Error,2.4,Closed
INC-05243,SITE-006,2025-09-30,Fire,Medium,82.5,No fast central street total.,Material Fatigue,8.6,Under Investigation
INC-01091,SITE-001,2025-03-07,Near Miss,Medium,76.4,Blood reality question continue lay out happen space customer magazine nature.,Corrosion,11.3,Under Investigation
INC-05263,SITE-002,2023-09-23,Near Miss,high,60.1,Peace officer training cut close forward science.,Operator Error,3.3,Open
INC-01344,SITE-004,2024-04-26,Equipment Failure,Low,93.0,Second oil training allow employee two some sister no collection really.,Valve Failure,7.3,Closed
INC-00973,SITE-005,2025-04-16,Fire,,74.5,Boy church federal even open protect beat exactly continue box later control bed.,,2.7,Open
INC-03986,SITE-006,2025-06-23,Fire,High,62.9,Personal beautiful necessary space defense hot effect.,Material Fatigue,11.1,Closed
INC-01445,SITE-006,06/08/2025,Equipment Failure,Medium,63.1,Per manager table this movie future keep world change southern include single history business usually office after result particularly.,Valve Failure,8.3,Closed
INC-04501,SITE-001,2024-07-08,Near Miss,Low,79.7,Opportunity course finish quality area almost church.,Third-party Damage,21.6,Open
INC-00902,SITE-003,2025-12-21,Equipment Failure,critical,37.0,Cup message then analysis Republican whatever gas institution.,Material Fatigue,3.4,Under Investigation
INC-02320,SITE-001,2025-07-26,Equipment Failure,Critical,47.7,Party involve season attorney.,Sensor Malfunction,1.5,Under Investigation
INC-01699,SITE-003,2025-12-15,Spill,Critical,44.8,Learn last huge free view heart threat sit young.,Sensor Malfunction,6.7,Closed
INC-04132,SITE-005,2025-07-18,Spill,Low,88.6,Help themselves type raise stop television price newspaper hospital social.,,13.2,Open
INC-02167,SITE-001,31-Oct-2025,Fire,High,69.3,Particular debate professional this edge dream person film.,Valve Failure,8.7,Under Investigation
INC-04157,SITE-001,03/07/2026,,Critical,64.7,Industry live be maybe true crime artist avoid drop.,Material Fatigue,11.9,Closed
INC-02856,SITE-004,2025-10-12,Spill,medium,79.8,Consumer law majority may director often clear about power line best its.,Valve Failure,3.4,Closed
INC-01382,SITE-002,05-Jul-2026,Near Miss,,80.8,Cold where attorney understand enjoy certainly.,,16.1,Open
INC-02398,SITE-005,2026-02-17,Fire,Low,84.5,Nearly true street herself near movement after word thousand good.,Corrosion,5.0,Closed
INC-05966,SITE-002,11/03/2023,Equipment Failure,Low,81.3,Finish maintain enter beat free car talk major itself you.,Valve Failure,10.4,Under Investigation
INC-00226,SITE-006,2024-10-22,Spill,High,59.4,Ever thought southern watch beautiful thus community.,Third-party Damage,2.2,Closed
INC-00378,SITE-001,2024-05-17,Equipment Failure,Medium,66.1,Contain eight own some set opportunity perform my staff keep road forward quickly story official enjoy smile mention.,Operator Error,6.0,Under Investigation
INC-02913,SITE-006,2023-11-12,Fire,Medium,83.8,Green know herself tree finally ok man challenge national.,Operator Error,6.5,Open
INC-04561,SITE-002,2023-10-10,Spill,Medium,84.3,Thought simple impact mother field ball how painting every.,Sensor Malfunction,2.0,Under Investigation
INC-01708,SITE-001,2024-02-06,Equipment Failure,High,62.0,Technology political card most not space somebody.,Operator Error,3.2,Closed
INC-04555,SITE-006,2025-04-19T00:00:00Z,Leak,,52.6,Operation fear keep officer traditional weight manager nature within race child.,Valve Failure,4.1,Under Investigation
INC-00023,SITE-003,14/02/2026,fire,Critical,21.6,Six staff stand adult entire.,,3.3,Under Investigation
INC-03498,SITE-004,2023-08-12,Spill,Medium,69.0,Head effect agreement fact for owner toward house.,Valve Failure,2.1,Under Investigation
INC-00468,SITE-003,2023-11-20,Near Miss,High,70.3,Them relationship space best leg call so old later find.,Valve Failure,8.6,Open
INC-05745,SITE-004,2023-10-06,Near Miss,Lo,86.8,Every trouble teach watch dinner third two point think rule.,,7.8,Under Investigation
INC-02953,SITE-005,12-Mar-2025,Leak,Critical,44.5,Provide however along whole inside rate color race concern cold mother year seem black.,Third-party Damage,1.2,Closed
INC-00242,SITE-006,2026-02-15,Leak,Critical,74.4,Policy far put whole network who soldier education.,Third-party Damage,5.9,Closed
INC-04394,SITE-005,2025-07-03,Near  Miss,Low,85.9,Side simply animal president future deal really chair hard prevent prevent poor would whatever hope really.,,12.9,Closed
INC-04562,SITE-002,03-Nov-2023,Equipment Failure,high,40.6,Improve amount short budget including smile serious keep charge apply might reveal.,Valve Failure,4.5,Closed
INC-02642,SITE-001,2024-11-29,Equipment Failure,Low,86.2,Management spend standard matter simply idea past service.,Third-party Damage,2.8,Open
INC-05768,SITE-002,2025-07-01,,Low,79.3,Require possible start better into art all front.,Material Fatigue,7.6,Closed
INC-01239,SITE-003,2023-10-17,Fire,Critical,60.1,Term official open single technology girl leader scene shake article try hand.,Sensor Malfunction,7.9,Closed
INC-03240,SITE-001,2024-07-31,Leak,Medium,77.9,Former stand fast discussion kid white rise build also speech alone ability activity.,Corrosion,8.0,Open
INC-05896,SITE-006,2025-08-20T00:00:00Z,Spill ,High,81.8,Daughter beautiful can talk bank strategy seat positive go goal.,Valve Failure,3.2,Closed
INC-05238,SITE-006,2026-04-30,Fire,High,51.1,Teach again where summer some.,Third-party Damage,16.1,Under Investigation
INC-05189,SITE-002,2024-09-17,Near Miss,Low,85.9,Can soldier however child keep finish near behind will think author fill.,Valve Failure,3.1,Closed
INC-05103,SITE-003,2025-02-21,Fire ,High,66.8,Part collection scientist join ground buy push Mr involve change writer offer.,Corrosion,9.7,Under Investigation
INC-05027,SITE-005,2025-05-25T00:00:00Z,Equipment  Failure,,60.6,Including call manage move figure much.,Sensor Malfunction,4.7,Open
INC-05272,SITE-006,01/15/2025,Fire,Critical,61.4,Under number eat figure reduce think network.,Corrosion,10.6,Open
INC-05148,SITE-005,13/11/2023,Fire,medium,80.4,Also third person argue Democrat but manager walk act church could bill.,Corrosion,1.8,Open
INC-03019,SITE-006,2024-04-28,Near Miss,Low,84.3,Third bed role better fly remember improve rather such place watch.,Operator Error,10.5,Closed
INC-02055,SITE-006,2025-10-23T00:00:00Z,Leak,,77.6,Nature the agency enter head indicate good yet tell choose away series assume what well effort.,Third-party Damage,2.3,Open
INC-04199,SITE-006,2026-04-15,Leak,Low,90.1,Just recently spend shoulder skill tonight class game likely cause would eight hit pay later standard long about.,Material Fatigue,3.6,Under Investigation
INC-04099,SITE-003,2026-05-01,Leak,crit,60.9,Firm white citizen professor nature early step.,Corrosion,4.5,Closed
INC-00617,SITE-002,2025-12-31,Spill,High,79.6,Plant risk community recognize yeah federal claim change.,Sensor Malfunction,6.1,Open
INC-04298,SITE-003,08/05/2023,Spill ,Medium ,72.8,Billion according majority information direction citizen contain body.,Valve Failure,10.0,Under Investigation
INC-01031,SITE-003,2026-04-30,Equipment Failure,Medium,63.8,Me where wind threat lose professor rest party base though or too term.,Corrosion,9.4,Open
INC-03066,SITE-006,2024-12-12,Leak,Critical,26.7,Hair guy story it white hair care get couple order skin number central.,Operator Error,4.9,Closed
INC-00361,SITE-005,2025-12-22,Leak,Medium,67.2,In blood improve sense contain spring gun.,Sensor Malfunction,4.5,Closed
INC-03235,SITE-003,2025-04-12,Oil Leak,Critical,51.1,Cold city interest good southern amount think arm Republican open everyone.,Valve Failure,2.3,Under Investigation
INC-01458,SITE-002,12/14/2025,Near Miss,Low,86.3,Election south ground but pull ability send white continue decide door late Mr.,Valve Failure,15.0,Under Investigation
INC-01399,SITE-001,2025-10-30,Equipment Failure,Medium,74.4,Section likely senior always mean project meet leader network up.,,1.7,Under Investigation
INC-02818,SITE-003,2024-07-29,near miss,Hi,50.3,Ability state phone camera would police represent Democrat agency defense increase different quality hundred describe remember.,Valve Failure,30.2,Open
INC-04062,SITE-006,2024-10-11,Equipment Failure,High,49.9,Finally citizen movement once player whom small.,Sensor Malfunction,3.9,Closed
INC-02249,SITE-002,2024-06-12,Near Miss,Medium,70.1,Affect term improve act spend network fear easy rise black now.,Third-party Damage,11.4,Closed
INC-05793,SITE-004,2024-03-16T00:00:00Z, spill ,Low,90.7,Father night into good fill southern without often.,Third-party Damage,2.6,Under Investigation
INC-03238,SITE-004,2025-04-16,NEAR MISS,Low,89.1,Painting machine its computer world carry less character.,Material Fatigue,21.7,Closed
INC-01542,SITE-006,2024-04-15,Spill,Critical,47.6,Game film sister fast interesting affect summer you.,Third-party Damage,3.5,Closed
INC-05015,SITE-004,03/15/2025,Near Miss,Low,81.3,Such friend action case able manager game others store baby beautiful democratic operation analysis like general experience him allow American.,Valve Failure,8.0,Open
INC-02554,SITE-005,2024-06-03,Fire,Low,93.6,Threat both onto tree movement author nor everyone new.,Sensor Malfunction,1.6,Open
INC-03818,SITE-006,2024-11-10,Equipment Failure,Medium,68.7,Sometimes system their finally join ten plant decade commercial statement yourself street.,Sensor Malfunction,4.2,Closed
INC-02937,SITE-003,2024-07-31,Spill,Critical,49.5,Everybody system certainly difference little training throughout hold move necessary accept four list cell believe true water art.,Sensor Malfunction,14.2,Under Investigation
INC-05213,SITE-002,22-Jan-2025,Spill,Low,87.4,The rate peace buy finish relate southern sign trade.,Corrosion,21.1,Under Investigation
INC-05406,SITE-001,2026-06-08,Equipment Failure,Medium,84.9,Decade red quickly with base happy reveal way key husband create learn able.,Third-party Damage,31.3,Closed
INC-00173,SITE-002,2025-11-25,Spill,Low,96.1,Be bank despite month point inside color check around amount.,Sensor Malfunction,1.1,Open
INC-01650,SITE-002,09-Jan-2024,Equipment Failure,Low,87.5,Late responsibility weight hard always move eight summer relationship site general.,Operator Error,7.9,Open
INC-03630,SITE-006,2026-02-04,Near Miss,Low,82.1,Theory daughter believe time hope large point attorney fight paper provide senior believe paper art.,,8.3,Open
INC-05979,SITE-005,2025-02-24,Spill,Medium,76.1,Off right heart lawyer camera especially thousand none give model man something interview fire.,Valve Failure,3.3,Under Investigation
INC-01703,SITE-003,2026-07-21,Leak,Critical,39.3,Significant poor hot action career machine example billion talk toward require business international either.,Corrosion,11.8,Closed
INC-03871,SITE-002,2023-12-03,Equipment Failure,High,56.1,Can national customer official impact husband.,Corrosion,10.1,Closed
INC-01842,SITE-006,2025-03-22,Leak,,71.0,Decision general be election level nor fall fight factor somebody poor reach.,Corrosion,3.3,Closed
INC-00470,SITE-006,2026-06-04,Minor Spill,Medium,69.0,Go build ahead leg happen hundred home present leave write cover learn stock have.,Operator Error,5.9,Under Investigation
INC-05000,SITE-002,2025-08-12T00:00:00Z,Spill,Medium,75.5,May thank different air protect character always wrong not chance life name.,Valve Failure,6.3,Closed
INC-04426,SITE-004,2024-06-11,,Medium,73.5,Against determine million professional recently doctor think continue low big.,Material Fatigue,14.0,Closed
INC-02174,SITE-004,2026-06-06,Leak, medium,85.8,Room home with range add check though house finally.,Operator Error,6.4,Closed
INC-04618,SITE-005,2025-02-05,Fire,Medium,73.1,Team factor much note true investment.,Third-party Damage,5.4,Closed
INC-04046,SITE-006,2024-09-24T00:00:00Z,Spill,High,72.4,Republican interview choice north decision perform hold financial team try hope.,Third-party Damage,2.6,Open
INC-05283,SITE-006,29-Sep-2025,Equipment Failure,Critical,44.2,Democratic poor add there half mind explain big.,,4.6,Under Investigation
INC-05538,SITE-005,08/02/2024,Fire,High,53.9,Number indeed religious outside reflect three.,Operator Error,4.6,Closed
INC-01315,SITE-003,27/02/2024,Leak,Critical,49.5,Talk administration process heavy bill doctor tax above usually.,Third-party Damage,13.6,Closed
INC-05358,SITE-005,2026-03-14,Fire,MEDIUM,80.4,Would month head away mind series page seem thought knowledge education front Republican after risk.,Corrosion,6.1,Under Investigation
INC-04600,SITE-003,2026-07-21,Equipment  Failure,Medium,74.9,Military face visit argue trade radio school leader.,Operator Error,18.4,Closed
INC-02836,SITE-004,2024-05-02,Leak,Low,98.0,Head hope budget house performance leave each.,Material Fatigue,4.7,Closed
INC-00779,SITE-003,17/12/2023,Near Miss,Low,83.2,Claim trip growth suffer eight fire available.,Valve Failure,5.5,Open
INC-04849,SITE-003,2026-06-13,Spill,High,50.2,We why avoid about.,,18.7,Open
INC-02078,SITE-004,2023-08-29T00:00:00Z,Equipment Failure,Low,79.4,Reach measure consumer never range north.,Valve Failure,3.9,Open
INC-03608,SITE-003,2025-03-04,Equipment Failure,Low,77.5,Wide case us during store item meet respond agency.,Operator Error,6.7,Under Investigation
INC-04454,SITE-005,2024-02-06,Leak, Low,88.2,Send front model about hospital.,,18.8,Open
INC-02887,SITE-003,2025-12-13,Fire,MEDIUM,74.9,Must particularly participant to senior agreement most church drive.,Material Fatigue,14.8,Open
INC-05257,SITE-002,2024-03-03,equipment failure,Medium,80.1,Value end chance she most others take see there.,Sensor Malfunction,8.2,Closed
INC-03787,SITE-005,2023-11-22,Fire,High,55.8,Player total tell particularly run and bag.,Valve Failure,14.4,Closed
INC-05523,SITE-006,2024-12-14,Leak,high,57.8,Ground today building staff maintain security sit any miss street back stock increase nor court the.,Operator Error,5.8,Under Investigation
INC-00639,SITE-001,2025-01-21,Near Miss,Medium,83.2,Machine tend baby enough especially skin spend member grow middle pattern cup.,Corrosion,9.3,Under Investigation
INC-01244,SITE-005,2025-02-24,Equipment Failure,Medium,81.0,Water police out medical reveal character player project itself officer trip old network amount.,Corrosion,6.8,Closed
INC-02537,SITE-001,2024-11-11,,medium,76.7,These world moment nature probably tend information.,Operator Error,11.0,Open
INC-00335,SITE-005,2026-04-08,Equipment Failure,Low,82.1,Off language teach task finish woman court data interview until it either.,Corrosion,3.6,Closed
INC-04783,SITE-002,29-Aug-2025,Near Miss,High,69.1,City phone how dark section put young action happy provide.,Material Fatigue,7.9,Closed
INC-00665,SITE-004,2025-07-13,Fire,High,52.7,Always action that between president occur drop.,Valve Failure,20.7,Under Investigation
INC-05201,SITE-003,2025-06-09,Near Miss,Medium,74.5,Suggest small win give theory production there simple maybe ask read material.,,5.3,Open
INC-05879,SITE-006,2026-05-23,Leak,Critical,23.1,Southern less take really behind interesting visit sea make establish figure should.,Operator Error,4.4,Open
INC-05561,SITE-003,2025-12-04,Near Miss,Medium,76.1,Teach scene success for.,Operator Error,0.2,Open
INC-00570,SITE-005,2023-11-08,Fire,Medium,71.3,Identify structure medical adult wide.,Valve Failure,11.7,Closed
INC-01181,SITE-001,2024-10-02,Spill,low ,95.7,However not look drop rock tree.,Operator Error,8.3,Closed
INC-05099,SITE-002,2023-12-29,Near Miss,Medium,71.7,Front right others allow both first agreement explain nice public generation later.,Valve Failure,5.2,Under Investigation
INC-02553,SITE-001,2025-05-06,Leak,HIGH,61.2,Former since represent teacher see treat magazine cause box miss miss deep around result sign project part girl office.,Sensor Malfunction,9.6,Closed
INC-05242,SITE-003,2023-08-12,Near Miss,,63.2,Form state history add western.,Third-party Damage,13.5,Closed
INC-00476,SITE-004,2024-11-21,Near Miss,Medium,78.2,Think mean day authority although feel.,Material Fatigue,5.4,Open
INC-05637,SITE-002,2026-03-30,Fire,Low,93.2,Keep son relate common plan store idea number somebody market for community better yourself instead.,Corrosion,19.3,Open
INC-00889,SITE-006,2024-02-02,Equipment Failure,High,69.1,Tell out heart expect dark current accept continue.,Material Fatigue,8.5,Open
INC-04864,SITE-005,2024-09-12,Equipment Failure,Low,96.5,Traditional friend their suddenly house vote.,Corrosion,4.9,Under Investigation
INC-04414,SITE-006,09/20/2024,Fire,low ,85.5,Nature view million reality hot paper audience enter stuff develop sure.,Sensor Malfunction,11.9,Under Investigation
INC-05794,SITE-002,2024-05-25,Spill,LOW,81.6,Current five class model agree order.,Operator Error,7.7,Under Investigation
INC-02615,SITE-004,2026-07-17,Near Miss,Medium,84.2,Fly season choice guy later both growth pretty.,Material Fatigue,8.9,Open
INC-01522,SITE-005,2025-04-27,Equipment  Failure,Low,87.2,Interest federal nor education enough program its many leg blood mention.,Valve Failure,2.6,Under Investigation
