record_id,dataset,issue_type,detail
INC-03299,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-10-03T00:00:00Z
INC-03305,incidents,dirty_label:severity,High -> Hi
INC-03306,incidents,missing_required_field:incident_type,
INC-03307,incidents,dirty_label:severity,Medium -> medium
INC-03307,incidents,dirty_label:incident_type,Fire -> FIRE
INC-03308,incidents,dirty_label:incident_type,Equipment Failure -> Equip. Failure
INC-03309,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 24-Mar-2026
INC-03311,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 07/07/2025
INC-03313,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 10-Feb-2026
INC-03314,incidents,dirty_label:incident_type,Leak -> Oil Leak
INC-03314,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-02-12T00:00:00Z
INC-03315,incidents,future_date:incident_date,2026-08-01
INC-03318,incidents,dirty_label:incident_type,Equipment Failure -> Equipment  Failure
INC-03320,incidents,future_date:incident_date,2026-10-16
INC-03321,incidents,missing_required_field:incident_type,
INC-03322,incidents,out_of_range:compliance_score,115.7
INC-03323,incidents,dirty_label:severity,High -> Hi
INC-03323,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2023-12-31T00:00:00Z
INC-03326,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 05/01/2026
INC-03330,incidents,dirty_label:incident_type,Leak -> leak
INC-03330,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-02-27T00:00:00Z
INC-03332,incidents,dirty_label:severity,Low -> low
INC-03332,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 14-Jan-2024
INC-03333,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-10-22T00:00:00Z
INC-03333,incidents,missing_required_field:severity,
INC-03334,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-03-08T00:00:00Z
INC-03340,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 12/06/2024
INC-03343,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 07/21/2024
INC-03344,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 11-Nov-2024
INC-03345,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 14-Oct-2025
INC-03347,incidents,dirty_label:severity,Medium -> medium
INC-03349,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-11-27T00:00:00Z
INC-03350,incidents,dirty_label:incident_type,Leak -> Oil Leak
INC-03353,incidents,dirty_label:incident_type,Near Miss -> near-miss
INC-03354,incidents,dirty_label:incident_type,Spill -> SPILL
INC-03354,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 11/24/2024
INC-03355,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-12-15T00:00:00Z
INC-03355,incidents,out_of_range:compliance_score,-0.5
INC-03357,incidents,dirty_label:severity,High -> HIGH
INC-03359,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 07/15/2026
INC-03363,incidents,dirty_label:incident_type,Spill -> spill
INC-03364,incidents,dirty_label:incident_type,Leak ->  Leak
INC-03365,incidents,dirty_label:incident_type,Leak -> leak 
INC-03365,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 06/04/2025
INC-03369,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 06/09/2024
INC-03371,incidents,missing_required_field:severity,
INC-03375,incidents,dirty_label:severity,Medium -> Medium 
INC-03375,incidents,dirty_label:incident_type,Equipment Failure -> Equipment  Failure
INC-03375,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-02-12T00:00:00Z
INC-03377,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 26/03/2025
INC-03380,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 12/07/2023
INC-03381,incidents,missing_required_field:severity,
INC-03386,incidents,dirty_label:severity,Medium -> MEDIUM
INC-03390,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 08/10/2024
INC-03396,incidents,dirty_label:severity,High ->  High
INC-03396,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 30-Dec-2024
INC-03396,incidents,missing_required_field:severity,
INC-03401,incidents,dirty_label:incident_type,Equipment Failure -> Equip. Failure
INC-03401,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-04-12T00:00:00Z
INC-03402,incidents,dirty_label:severity,Medium -> Med
INC-03403,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 08/11/2023
INC-03403,incidents,missing_required_field:severity,
INC-03404,incidents,dirty_label:severity,Low ->  Low
INC-03408,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 06/15/2024
INC-03409,incidents,dirty_label:incident_type,Near Miss -> near miss
INC-03414,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 05/27/2024
INC-03417,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 03-Oct-2025
INC-03418,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-01-16T00:00:00Z
INC-03420,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 04/05/2026
INC-03421,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 27/09/2023
INC-03423,incidents,dirty_label:incident_type,Equipment Failure -> Equip. Failure
INC-03425,incidents,dirty_label:severity,Critical ->  Critical
INC-03425,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 27/06/2026
INC-03425,incidents,out_of_range:compliance_score,104.0
INC-03427,incidents,missing_required_field:incident_type,
INC-03428,incidents,dirty_label:incident_type,Spill -> SPILL
INC-03428,incidents,missing_required_field:severity,
INC-03429,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2023-09-02T00:00:00Z
INC-03434,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 02/08/2025
INC-03435,incidents,dirty_label:severity,High -> Hi
INC-03440,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-02-14T00:00:00Z
INC-03441,incidents,dirty_label:incident_type,Equipment Failure -> Equip. Failure
INC-03442,incidents,dirty_label:severity,Critical -> Crit
INC-03443,incidents,dirty_label:severity,Low ->  Low
INC-03445,incidents,dirty_label:incident_type,Equipment Failure -> Equipment  Failure
INC-03449,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 08/23/2025
INC-03450,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 15-Sep-2024
INC-03450,incidents,missing_required_field:incident_type,
INC-03452,incidents,dirty_label:incident_type,Near Miss -> NEAR MISS
INC-03455,incidents,dirty_label:severity,Critical -> crit
INC-03456,incidents,dirty_label:severity,Medium -> Medium 
INC-03457,incidents,dirty_label:incident_type,Equipment Failure -> Equip. Failure
INC-03458,incidents,dirty_label:severity,Critical ->  Critical
INC-03460,incidents,dirty_label:severity,Low -> Lo
INC-03460,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 29-Feb-2024
INC-03462,incidents,missing_required_field:severity,
INC-03465,incidents,out_of_range:compliance_score,-0.5
INC-03466,incidents,dirty_label:severity,Critical -> crit
INC-03467,incidents,missing_required_field:severity,
INC-03471,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 25/02/2025
INC-03471,incidents,missing_required_field:severity,
INC-03472,incidents,dirty_label:incident_type,Equipment Failure -> EQUIPMENT FAILURE
INC-03478,incidents,dirty_label:severity,Medium ->  medium
INC-03478,incidents,missing_required_field:incident_type,
INC-03480,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 06/04/2026
INC-03486,incidents,dirty_label:severity,Low -> low 
INC-03487,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-07-01T00:00:00Z
INC-03487,incidents,future_date:incident_date,2026-09-06
INC-03491,incidents,dirty_label:incident_type,Equipment Failure -> Equipment  Failure
INC-03493,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 14/10/2023
INC-03494,incidents,dirty_label:severity,High -> Hi
INC-03495,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 12/07/2025
INC-03495,incidents,missing_required_field:severity,
INC-03497,incidents,dirty_label:severity,High ->  High
INC-03497,incidents,dirty_label:incident_type,Fire -> fire
INC-03499,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 27-Nov-2025
INC-03500,incidents,dirty_label:severity,Medium -> MEDIUM
INC-03502,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 12/02/2026
INC-03504,incidents,dirty_label:incident_type,Fire ->  fire
INC-03505,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 24/05/2026
INC-03506,incidents,dirty_label:incident_type,Spill -> spill
INC-03511,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 31/10/2024
INC-03512,incidents,dirty_label:severity,Medium ->  medium
INC-03512,incidents,dirty_label:incident_type,Leak -> leak
INC-03513,incidents,missing_required_field:severity,
INC-03517,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 23/02/2024
INC-03518,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 03-Sep-2025
INC-03520,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 11/28/2023
INC-03522,incidents,dirty_label:incident_type,Leak ->  Leak
INC-03523,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-09-15T00:00:00Z
INC-03526,incidents,missing_required_field:severity,
INC-03531,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 29/07/2025
INC-03535,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 04/04/2025
INC-03536,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 08/10/2023
INC-03542,incidents,missing_required_field:severity,
INC-03544,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 22/06/2025
INC-03547,incidents,dirty_label:severity,Critical ->  Critical
INC-03549,incidents,dirty_label:incident_type,Leak -> LEAK
INC-03551,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 01/05/2024
INC-03551,incidents,missing_required_field:severity,
INC-03552,incidents,dirty_label:severity,Medium -> Med
INC-03552,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 24/03/2024
INC-03555,incidents,dirty_label:severity,Low -> low 
INC-03557,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-08-08T00:00:00Z
INC-03557,incidents,missing_required_field:incident_type,
INC-03558,incidents,future_date:incident_date,2026-09-12
INC-03560,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 10/07/2024
INC-03560,incidents,missing_required_field:incident_type,
INC-03562,incidents,dirty_label:severity,Low ->  Low
INC-03570,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 03/27/2024
INC-03570,incidents,missing_required_field:severity,
INC-03571,incidents,dirty_label:incident_type,Leak -> Oil Leak
INC-03572,incidents,dirty_label:incident_type,Fire -> Fire 
INC-03572,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 01/01/2024
INC-03572,incidents,missing_required_field:incident_type,
INC-03576,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-05-16T00:00:00Z
INC-03579,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 04/04/2026
INC-03581,incidents,dirty_label:severity,Low -> Lo
INC-03583,incidents,missing_required_field:incident_type,
INC-03584,incidents,dirty_label:severity,Low -> Lo
INC-03584,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 12-Sep-2024
INC-03586,incidents,missing_required_field:severity,
INC-03587,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 24/08/2023
INC-03594,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 07-Oct-2025
INC-03595,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 05/05/2024
INC-03597,incidents,dirty_label:severity,Medium -> MEDIUM
INC-03598,incidents,dirty_label:severity,Medium -> medium
INC-03601,incidents,missing_required_field:incident_type,
INC-03604,incidents,dirty_label:severity,Medium ->  medium
INC-03607,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 21/12/2024
INC-03609,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 12-Oct-2024
INC-03610,incidents,dirty_label:incident_type,Leak ->  Leak
INC-03611,incidents,dirty_label:incident_type,Near Miss -> near-miss
INC-03611,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 01/07/2025
INC-03614,incidents,dirty_label:incident_type,Spill -> spill
INC-03617,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 15-Jan-2026
INC-03621,incidents,missing_required_field:incident_type,
INC-03624,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-04-24T00:00:00Z
INC-03626,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 03-Feb-2026
INC-03629,incidents,dirty_label:severity,High ->  High
INC-03632,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 12-Jun-2026
INC-03632,incidents,missing_required_field:severity,
INC-03634,incidents,missing_required_field:severity,
INC-03635,incidents,missing_required_field:incident_type,
INC-03637,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-08-18T00:00:00Z
INC-03639,incidents,missing_required_field:severity,
INC-03639,incidents,future_date:incident_date,2026-09-29
INC-03640,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 12/28/2024
INC-03642,incidents,dirty_label:severity,Medium -> Med
INC-03642,incidents,dirty_label:incident_type,Near Miss -> Near  Miss
INC-03645,incidents,missing_required_field:incident_type,
INC-03646,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-07-18T00:00:00Z
INC-03647,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-01-29T00:00:00Z
INC-03650,incidents,dirty_label:severity,High -> high
INC-03650,incidents,missing_required_field:severity,
INC-03651,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 31-May-2025
INC-03653,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 07/29/2023
INC-03654,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-06-10T00:00:00Z
INC-03656,incidents,missing_required_field:severity,
INC-03658,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 01/27/2026
INC-03667,incidents,dirty_label:severity,Critical -> critical
INC-03667,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 05-Nov-2025
INC-03667,incidents,missing_required_field:severity,
INC-03669,incidents,missing_required_field:incident_type,
INC-03671,incidents,out_of_range:compliance_score,104.0
INC-03674,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 04/09/2025
INC-03675,incidents,future_date:incident_date,2026-07-23
INC-03677,incidents,dirty_label:incident_type,Equipment Failure -> Equip. Failure
INC-03677,incidents,missing_required_field:severity,
INC-03679,incidents,dirty_label:severity,Low -> low
INC-03679,incidents,dirty_label:incident_type,Spill -> Minor Spill
INC-03679,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 16-Feb-2026
INC-03681,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 16/03/2024
INC-03684,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 01/02/2024
INC-03685,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-12-12T00:00:00Z
INC-03687,incidents,dirty_label:severity,High ->  High
INC-03687,incidents,dirty_label:incident_type,Spill -> Spill 
INC-03692,incidents,dirty_label:severity,High ->  High
INC-03692,incidents,dirty_label:incident_type,Spill -> spill
INC-03693,incidents,missing_required_field:severity,
INC-03694,incidents,dirty_label:incident_type,Leak -> LEAK
INC-03698,incidents,dirty_label:severity,Medium -> Medium 
INC-03702,incidents,missing_required_field:severity,
INC-03703,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 02/03/2026
INC-03703,incidents,missing_required_field:severity,
INC-03705,incidents,missing_required_field:severity,
INC-03707,incidents,dirty_label:severity,High -> Hi
INC-03707,incidents,dirty_label:incident_type,Leak -> leak 
INC-03711,incidents,dirty_label:severity,Medium -> Medium 
INC-03715,incidents,missing_required_field:incident_type,
INC-03717,incidents,missing_required_field:severity,
INC-03718,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-10-23T00:00:00Z
INC-03720,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 25/12/2025
INC-03722,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 07/28/2024
INC-03726,incidents,dirty_label:incident_type,Near Miss -> Near  Miss
INC-03729,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 12/08/2025
INC-03731,incidents,dirty_label:severity,Critical -> critical
INC-03731,incidents,missing_required_field:severity,
INC-03734,incidents,dirty_label:severity,Medium -> MEDIUM
INC-03736,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 26/03/2026
INC-03738,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-03-18T00:00:00Z
INC-03740,incidents,dirty_label:incident_type,Fire -> fire
INC-03740,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-01-16T00:00:00Z
INC-03741,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-04-23T00:00:00Z
INC-03742,incidents,future_date:incident_date,2026-08-04
INC-03744,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 08/15/2024
INC-03745,incidents,dirty_label:severity,Medium ->  medium
INC-03750,incidents,missing_required_field:incident_type,
INC-03755,incidents,dirty_label:severity,Medium -> Medium 
INC-03755,incidents,missing_required_field:incident_type,
INC-03757,incidents,dirty_label:severity,Low -> low
INC-03759,incidents,missing_required_field:severity,
INC-03760,incidents,dirty_label:severity,High ->  High
INC-03762,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 04/15/2024
INC-03763,incidents,missing_required_field:severity,
INC-03766,incidents,out_of_range:compliance_score,104.0
INC-03767,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-06-27T00:00:00Z
INC-03770,incidents,dirty_label:severity,High -> high
INC-03770,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-11-17T00:00:00Z
INC-03772,incidents,future_date:incident_date,2026-10-18
INC-03773,incidents,dirty_label:severity,High -> high
INC-03773,incidents,missing_required_field:severity,
INC-03774,incidents,dirty_label:incident_type,Near Miss -> near-miss
INC-03776,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 07-Oct-2023
INC-03780,incidents,out_of_range:compliance_score,-12.3
INC-03781,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 03/10/2023
INC-03784,incidents,dirty_label:incident_type,Equipment Failure -> equipment failure
INC-03785,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 06/05/2026
INC-03790,incidents,dirty_label:severity,Low ->  Low
INC-03790,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 25/02/2024
INC-03791,incidents,dirty_label:incident_type,Near Miss -> near miss
INC-03791,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-07-16T00:00:00Z
INC-03792,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 10-Oct-2023
INC-03797,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 07/31/2024
INC-03798,incidents,dirty_label:incident_type,Leak -> Oil Leak
INC-03799,incidents,dirty_label:severity,Low -> Lo
INC-03800,incidents,dirty_label:severity,Critical ->  Critical
INC-03804,incidents,missing_required_field:severity,
INC-03806,incidents,dirty_label:severity,Low -> low 
INC-03806,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 23-May-2025
INC-03807,incidents,future_date:incident_date,2026-07-23
INC-03808,incidents,dirty_label:severity,Medium -> Med
INC-03808,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 03-Oct-2024
INC-03809,incidents,out_of_range:compliance_score,115.7
INC-03812,incidents,dirty_label:incident_type,Fire -> Fire 
INC-03815,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 25/08/2025
INC-03817,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 06/11/2024
INC-03817,incidents,missing_required_field:severity,
INC-03824,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 11-Sep-2023
INC-03824,incidents,missing_required_field:incident_type,
INC-03827,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 08/12/2023
INC-03828,incidents,dirty_label:severity,Low -> low
INC-03829,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 26/12/2024
INC-03830,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 16/09/2025
INC-03834,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 30/01/2024
INC-03836,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-05-14T00:00:00Z
INC-03845,incidents,missing_required_field:severity,
INC-03846,incidents,missing_required_field:severity,
INC-03848,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 03/09/2024
INC-03853,incidents,dirty_label:incident_type,Leak ->  Leak
INC-03853,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 29-May-2025
INC-03853,incidents,missing_required_field:severity,
INC-03855,incidents,dirty_label:severity,Medium -> medium
INC-03855,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-07-26T00:00:00Z
INC-03855,incidents,out_of_range:compliance_score,115.7
INC-03857,incidents,dirty_label:severity,High -> Hi
INC-03864,incidents,dirty_label:incident_type,Spill -> Spill 
INC-03864,incidents,future_date:incident_date,2026-07-23
INC-03865,incidents,dirty_label:severity,High -> Hi
INC-03868,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-02-12T00:00:00Z
INC-03869,incidents,dirty_label:severity,High ->  High
INC-03869,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 31-Jul-2023
INC-03870,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-09-07T00:00:00Z
INC-03873,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 05/06/2026
INC-03873,incidents,out_of_range:compliance_score,-5.0
INC-03874,incidents,missing_required_field:incident_type,
INC-03875,incidents,dirty_label:incident_type,Fire -> Fire 
INC-03875,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2023-10-20T00:00:00Z
INC-03876,incidents,dirty_label:severity,Critical ->  Critical
INC-03879,incidents,dirty_label:severity,High -> high
INC-03879,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 28/08/2025
INC-03880,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 19-Apr-2025
INC-03882,incidents,dirty_label:severity,Low -> Lo
INC-03882,incidents,dirty_label:incident_type,Fire ->  fire
INC-03882,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-08-13T00:00:00Z
INC-03885,incidents,dirty_label:incident_type,Equipment Failure -> EQUIPMENT FAILURE
INC-03887,incidents,dirty_label:severity,High -> Hi
INC-03891,incidents,dirty_label:severity,Low -> Lo
INC-03893,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 05-Feb-2026
INC-03898,incidents,dirty_label:incident_type,Spill -> SPILL
INC-03900,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 11/11/2024
INC-03900,incidents,missing_required_field:incident_type,
INC-03901,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-07-29T00:00:00Z
INC-03906,incidents,dirty_label:incident_type,Spill -> spill
INC-03909,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 19/04/2025
INC-03912,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 08/20/2023
INC-03913,incidents,missing_required_field:severity,
INC-03913,incidents,missing_required_field:incident_type,
INC-03915,incidents,out_of_range:compliance_score,150.0
INC-03916,incidents,dirty_label:incident_type,Leak ->  Leak
INC-03918,incidents,dirty_label:incident_type,Spill -> Spill 
INC-03920,incidents,dirty_label:severity,High -> high
INC-03922,incidents,out_of_range:compliance_score,-0.5
INC-03924,incidents,dirty_label:severity,High ->  High
INC-03926,incidents,missing_required_field:incident_type,
INC-03928,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2023-08-10T00:00:00Z
INC-03929,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-02-14T00:00:00Z
INC-03934,incidents,dirty_label:incident_type,Spill ->  spill 
INC-03936,incidents,dirty_label:severity,Low ->  Low
INC-03937,incidents,dirty_label:severity,Low ->  Low
INC-03937,incidents,out_of_range:compliance_score,115.7
INC-03938,incidents,dirty_label:severity,Medium ->  medium
INC-03939,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 16-Sep-2023
INC-03942,incidents,dirty_label:severity,Low -> LOW
INC-03943,incidents,dirty_label:incident_type,Near Miss -> near miss
INC-03944,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 28/08/2024
INC-03945,incidents,dirty_label:severity,Low -> Lo
INC-03945,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 07/20/2025
INC-03945,incidents,out_of_range:compliance_score,-5.0
INC-03948,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 12/02/2024
INC-03949,incidents,dirty_label:severity,Low -> Lo
INC-03952,incidents,dirty_label:severity,Low -> low
INC-03954,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 10-Oct-2025
INC-03956,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 12/03/2025
INC-03958,incidents,dirty_label:incident_type,Fire -> FIRE
INC-03959,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-03-30T00:00:00Z
INC-03960,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-12-03T00:00:00Z
INC-03960,incidents,out_of_range:compliance_score,150.0
INC-03963,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 15/05/2025
INC-03965,incidents,dirty_label:incident_type,Equipment Failure -> EQUIPMENT FAILURE
INC-03966,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-05-10T00:00:00Z
INC-03966,incidents,missing_required_field:incident_type,
INC-03967,incidents,dirty_label:severity,Critical -> CRITICAL
INC-03969,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 09/07/2025
INC-03970,incidents,missing_required_field:severity,
INC-03971,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 04-Sep-2024
INC-03971,incidents,future_date:incident_date,2026-09-07
INC-03973,incidents,dirty_label:severity,High -> Hi
INC-03974,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-06-30T00:00:00Z
INC-03976,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-07-07T00:00:00Z
INC-03977,incidents,dirty_label:incident_type,Equipment Failure -> Equipment  Failure
INC-03983,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 02/29/2024
INC-03985,incidents,dirty_label:severity,Critical -> crit
INC-03985,incidents,dirty_label:incident_type,Spill -> Spill 
INC-03985,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 08/03/2024
INC-03985,incidents,future_date:incident_date,2026-08-22
INC-03989,incidents,future_date:incident_date,2026-09-11
INC-03990,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 09/11/2025
INC-03991,incidents,missing_required_field:incident_type,
INC-03993,incidents,missing_required_field:incident_type,
INC-03995,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 06/04/2026
