record_id,dataset,issue_type,detail
INC-02606,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 12/01/2024
INC-02609,incidents,dirty_label:incident_type,Spill -> Spill 
INC-02610,incidents,missing_required_field:incident_type,
INC-02611,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 12-May-2024
INC-02613,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 01-Jul-2025
INC-02613,incidents,missing_required_field:severity,
INC-02615,incidents,dirty_label:severity,Medium -> medium
INC-02616,incidents,dirty_label:severity,Critical -> critical
INC-02620,incidents,dirty_label:severity,Low -> low 
INC-02620,incidents,missing_required_field:incident_type,
INC-02624,incidents,dirty_label:incident_type,Near Miss -> Near  Miss
INC-02626,incidents,missing_required_field:severity,
INC-02627,incidents,dirty_label:incident_type,Leak ->  Leak
INC-02627,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 11/18/2023
INC-02629,incidents,dirty_label:incident_type,Near Miss -> NEAR MISS
INC-02630,incidents,missing_required_field:incident_type,
INC-02631,incidents,dirty_label:incident_type,Equipment Failure -> EQUIPMENT FAILURE
INC-02632,incidents,invalid_coordinates,"coordinates (0,0)"
INC-02634,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 08/24/2023
INC-02636,incidents,dirty_label:incident_type,Fire ->  fire
INC-02636,incidents,future_date:incident_date,2026-09-22
INC-02638,incidents,dirty_label:incident_type,Leak -> Oil Leak
INC-02643,incidents,dirty_label:incident_type,Leak -> leak 
INC-02644,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 26-Mar-2025
INC-02645,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 05-Mar-2025
INC-02646,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-01-08T00:00:00Z
INC-02652,incidents,dirty_label:severity,Critical ->  Critical
INC-02652,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 07/06/2025
INC-02652,incidents,missing_required_field:severity,
INC-02652,incidents,future_date:incident_date,2026-10-16
INC-02655,incidents,dirty_label:incident_type,Near Miss -> NEAR MISS
INC-02655,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 03/08/2024
INC-02656,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-01-09T00:00:00Z
INC-02658,incidents,missing_required_field:severity,
INC-02661,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 19-Apr-2024
INC-02661,incidents,missing_required_field:severity,
INC-02662,incidents,out_of_range:compliance_score,-5.0
INC-02667,incidents,missing_required_field:severity,
INC-02668,incidents,future_date:incident_date,2026-07-31
INC-02670,incidents,dirty_label:severity,Low -> Lo
INC-02671,incidents,invalid_coordinates,latitude=133.774844 > 90
INC-02673,incidents,dirty_label:incident_type,Spill ->  spill 
INC-02675,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 04-Mar-2026
INC-02678,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 12/27/2025
INC-02678,incidents,missing_required_field:incident_type,
INC-02679,incidents,dirty_label:severity,High ->  High
INC-02681,incidents,out_of_range:compliance_score,115.7
INC-02693,incidents,dirty_label:severity,High -> HIGH
INC-02697,incidents,out_of_range:compliance_score,115.7
INC-02699,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-02-04T00:00:00Z
INC-02701,incidents,dirty_label:severity,Low ->  Low
INC-02706,incidents,dirty_label:severity,Low -> low
INC-02707,incidents,dirty_label:severity,Medium ->  medium
INC-02708,incidents,dirty_label:severity,High -> Hi
INC-02709,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 10-Aug-2023
INC-02710,incidents,missing_required_field:incident_type,
INC-02711,incidents,dirty_label:severity,Low -> low
INC-02713,incidents,dirty_label:incident_type,Leak -> Oil Leak
INC-02713,incidents,missing_required_field:incident_type,
INC-02717,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 04/09/2024
INC-02718,incidents,dirty_label:incident_type,Near Miss -> NEAR MISS
INC-02719,incidents,invalid_coordinates,latitude=136.596629 > 90
INC-02720,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 23-Aug-2023
INC-02722,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 05/12/2025
INC-02723,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-02-18T00:00:00Z
INC-02725,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-02-25T00:00:00Z
INC-02726,incidents,dirty_label:incident_type,Near Miss -> near miss
INC-02726,incidents,missing_required_field:incident_type,
INC-02728,incidents,dirty_label:severity,Critical -> critical
INC-02732,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 11-Jun-2025
INC-02736,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 13/01/2024
INC-02736,incidents,missing_required_field:severity,
INC-02737,incidents,missing_required_field:severity,
INC-02738,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 13-Jul-2024
INC-02739,incidents,dirty_label:severity,High -> HIGH
INC-02740,incidents,dirty_label:incident_type,Near Miss -> Near  Miss
INC-02740,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 22/05/2026
INC-02741,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 07-Jul-2025
INC-02746,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 11/04/2024
INC-02747,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 09/23/2025
INC-02748,incidents,dirty_label:incident_type,Near Miss -> Near  Miss
INC-02749,incidents,dirty_label:incident_type,Leak -> leak
INC-02749,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-07-21T00:00:00Z
INC-02752,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-01-06T00:00:00Z
INC-02752,incidents,out_of_range:compliance_score,-5.0
INC-02765,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-05-11T00:00:00Z
INC-02766,incidents,invalid_coordinates,longitude=291.126659 outside valid range
INC-02767,incidents,dirty_label:incident_type,Spill -> spill
INC-02769,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 05-Feb-2026
INC-02770,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 27/02/2024
INC-02771,incidents,dirty_label:severity,High -> Hi
INC-02772,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 29-Jul-2024
INC-02773,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 25-Feb-2024
INC-02775,incidents,dirty_label:severity,High -> HIGH
INC-02777,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 11/07/2023
INC-02780,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 22-Feb-2024
INC-02781,incidents,dirty_label:incident_type,Spill ->  spill 
INC-02784,incidents,dirty_label:severity,Medium -> Med
INC-02784,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 08/12/2025
INC-02785,incidents,out_of_range:compliance_score,-5.0
INC-02786,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2023-11-22T00:00:00Z
INC-02792,incidents,missing_required_field:incident_type,
INC-02793,incidents,missing_required_field:severity,
INC-02798,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 12/12/2024
INC-02802,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 21/08/2025
INC-02803,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 29-Sep-2024
INC-02804,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 11/08/2023
INC-02805,incidents,dirty_label:severity,Low -> low
INC-02806,incidents,dirty_label:severity,Medium -> medium
INC-02807,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 12/28/2024
INC-02808,incidents,dirty_label:severity,Critical -> CRITICAL
INC-02810,incidents,dirty_label:incident_type,Near Miss -> near miss
INC-02813,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 10/08/2023
INC-02814,incidents,dirty_label:severity,High ->  High
INC-02815,incidents,dirty_label:incident_type,Equipment Failure -> Equip. Failure
INC-02817,incidents,dirty_label:severity,Low -> low 
INC-02820,incidents,dirty_label:severity,High -> Hi
INC-02822,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-04-14T00:00:00Z
INC-02824,incidents,dirty_label:incident_type,Leak -> leak
INC-02825,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 02/07/2024
INC-02830,incidents,dirty_label:incident_type,Near Miss -> Near  Miss
INC-02830,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 05/04/2026
INC-02831,incidents,dirty_label:incident_type,Spill ->  spill 
INC-02834,incidents,missing_required_field:severity,
INC-02837,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 11-Sep-2023
INC-02838,incidents,dirty_label:incident_type,Leak -> Oil Leak
INC-02838,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 12/13/2024
INC-02839,incidents,dirty_label:incident_type,Leak -> Oil Leak
INC-02839,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 12/01/2024
INC-02840,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 11/17/2025
INC-02841,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 18-Oct-2025
INC-02845,incidents,dirty_label:severity,Low -> low
INC-02845,incidents,missing_required_field:severity,
INC-02845,incidents,out_of_range:compliance_score,104.0
INC-02849,incidents,missing_required_field:incident_type,
INC-02850,incidents,dirty_label:incident_type,Equipment Failure -> EQUIPMENT FAILURE
INC-02853,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 06/22/2025
INC-02854,incidents,missing_required_field:incident_type,
INC-02856,incidents,dirty_label:severity,Critical -> critical
INC-02857,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 01/11/2026
INC-02859,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 12/05/2026
INC-02860,incidents,missing_required_field:incident_type,
INC-02861,incidents,future_date:incident_date,2026-09-16
INC-02863,incidents,dirty_label:severity,Medium -> medium
INC-02864,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 18/03/2025
INC-02865,incidents,dirty_label:severity,Low -> low
INC-02868,incidents,dirty_label:severity,Medium ->  medium
INC-02868,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-05-17T00:00:00Z
INC-02871,incidents,dirty_label:incident_type,Near Miss -> Near  Miss
INC-02871,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 07/03/2026
INC-02872,incidents,future_date:incident_date,2026-10-11
INC-02873,incidents,dirty_label:severity,Low ->  Low
INC-02873,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 06-Sep-2023
INC-02873,incidents,missing_required_field:severity,
INC-02875,incidents,dirty_label:severity,Low -> Lo
INC-02877,incidents,missing_required_field:incident_type,
INC-02878,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2023-09-14T00:00:00Z
INC-02880,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 29/08/2023
INC-02886,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 09/05/2026
INC-02888,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 24/01/2025
INC-02890,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 01/26/2024
INC-02893,incidents,out_of_range:compliance_score,150.0
INC-02895,incidents,missing_required_field:incident_type,
INC-02896,incidents,dirty_label:incident_type,Equipment Failure -> equipment failure
INC-02902,incidents,dirty_label:severity,High -> high
INC-02902,incidents,dirty_label:incident_type,Spill -> spill
INC-02903,incidents,dirty_label:incident_type,Equipment Failure -> equipment failure
INC-02903,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-06-10T00:00:00Z
INC-02906,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 07-Jul-2026
INC-02909,incidents,dirty_label:incident_type,Equipment Failure -> equipment failure
INC-02909,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 30-Jan-2026
INC-02912,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-07-06T00:00:00Z
INC-02913,incidents,out_of_range:compliance_score,-5.0
INC-02916,incidents,dirty_label:severity,Medium -> Medium 
INC-02918,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 04/03/2025
INC-02919,incidents,dirty_label:incident_type,Spill -> SPILL
INC-02920,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-09-13T00:00:00Z
INC-02922,incidents,dirty_label:incident_type,Spill -> Minor Spill
INC-02923,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 29-Jul-2023
INC-02924,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 07/18/2025
INC-02927,incidents,out_of_range:compliance_score,-5.0
INC-02933,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 02-Aug-2025
INC-02934,incidents,dirty_label:severity,Medium -> Med
INC-02937,incidents,invalid_coordinates,latitude=117.722105 > 90
INC-02938,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 10/12/2024
INC-02941,incidents,dirty_label:severity,Low ->  Low
INC-02941,incidents,dirty_label:incident_type,Spill -> spill
INC-02944,incidents,dirty_label:incident_type,Leak -> LEAK
INC-02947,incidents,dirty_label:incident_type,Near Miss -> near miss
INC-02948,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 08/09/2023
INC-02951,incidents,dirty_label:incident_type,Leak -> LEAK
INC-02952,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 03/13/2025
INC-02959,incidents,dirty_label:incident_type,Equipment Failure -> Equip. Failure
INC-02959,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 06/06/2026
INC-02960,incidents,missing_required_field:severity,
INC-02963,incidents,future_date:incident_date,2026-08-04
INC-02964,incidents,dirty_label:incident_type,Spill -> spill
INC-02964,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 06/01/2026
INC-02967,incidents,dirty_label:incident_type,Fire -> fire
INC-02967,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 12/07/2025
INC-02968,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 04/13/2025
INC-02969,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-01-01T00:00:00Z
INC-02970,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 13-May-2025
INC-02972,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-12-29T00:00:00Z
INC-02976,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 04/30/2024
INC-02978,incidents,dirty_label:incident_type,Near Miss -> near-miss
INC-02981,incidents,missing_required_field:incident_type,
INC-02983,incidents,missing_required_field:incident_type,
INC-02988,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 12/03/2024
INC-02988,incidents,missing_required_field:incident_type,
INC-02992,incidents,dirty_label:severity,Low -> low
INC-02993,incidents,dirty_label:incident_type,Fire -> fire
INC-02994,incidents,missing_required_field:severity,
INC-02995,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 15-Jul-2026
INC-02998,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-02-22T00:00:00Z
INC-03000,incidents,future_date:incident_date,2026-08-28
INC-03004,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 09/30/2024
INC-03005,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-03-09T00:00:00Z
INC-03006,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 12/18/2024
INC-03006,incidents,out_of_range:compliance_score,-12.3
INC-03010,incidents,dirty_label:incident_type,Spill -> SPILL
INC-03015,incidents,dirty_label:severity,Critical -> CRITICAL
INC-03019,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-06-24T00:00:00Z
INC-03023,incidents,missing_required_field:severity,
INC-03025,incidents,future_date:incident_date,2026-09-27
INC-03026,incidents,missing_required_field:severity,
INC-03027,incidents,dirty_label:severity,Critical -> CRITICAL
INC-03030,incidents,dirty_label:incident_type,Leak -> leak
INC-03030,incidents,missing_required_field:severity,
INC-03031,incidents,dirty_label:incident_type,Leak -> leak
INC-03031,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-09-13T00:00:00Z
INC-03035,incidents,dirty_label:severity,Medium -> Med
INC-03035,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 17/11/2023
INC-03039,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 04/01/2026
INC-03040,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 08/08/2023
INC-03041,incidents,dirty_label:incident_type,Spill -> Minor Spill
INC-03043,incidents,dirty_label:incident_type,Near Miss -> near miss
INC-03045,incidents,missing_required_field:severity,
INC-03049,incidents,dirty_label:incident_type,Leak -> leak
INC-03051,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 05/09/2026
INC-03052,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 09-Aug-2024
INC-03057,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-07-15T00:00:00Z
INC-03059,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 13/09/2023
INC-03062,incidents,missing_required_field:incident_type,
INC-03065,incidents,missing_required_field:incident_type,
INC-03066,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 05/22/2024
INC-03067,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 17-Jan-2025
INC-03068,incidents,future_date:incident_date,2026-09-10
INC-03069,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 05/15/2026
INC-03070,incidents,dirty_label:severity,High -> HIGH
INC-03070,incidents,dirty_label:incident_type,Spill -> SPILL
INC-03070,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-01-02T00:00:00Z
INC-03071,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 06/02/2024
INC-03074,incidents,dirty_label:incident_type,Near Miss -> Near  Miss
INC-03074,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 10/08/2025
INC-03074,incidents,future_date:incident_date,2026-07-29
INC-03075,incidents,dirty_label:severity,Low -> LOW
INC-03078,incidents,dirty_label:severity,Critical ->  Critical
INC-03079,incidents,dirty_label:severity,Critical ->  Critical
INC-03080,incidents,dirty_label:severity,Low -> Lo
INC-03081,incidents,missing_required_field:incident_type,
INC-03083,incidents,missing_required_field:severity,
INC-03084,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 05/22/2025
INC-03085,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 08/30/2023
INC-03086,incidents,missing_required_field:severity,
INC-03087,incidents,dirty_label:incident_type,Near Miss -> near-miss
INC-03088,incidents,invalid_coordinates,latitude=171.961258 > 90
INC-03088,incidents,dirty_label:severity,Medium -> Med
INC-03088,incidents,future_date:incident_date,2026-10-01
INC-03090,incidents,dirty_label:severity,Medium -> Med
INC-03092,incidents,dirty_label:incident_type,Leak -> Oil Leak
INC-03095,incidents,missing_required_field:incident_type,
INC-03097,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 30-May-2024
INC-03099,incidents,missing_required_field:incident_type,
INC-03100,incidents,dirty_label:incident_type,Spill ->  spill 
INC-03108,incidents,dirty_label:incident_type,Near Miss -> near miss
INC-03109,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-11-01T00:00:00Z
INC-03110,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 08-Aug-2023
INC-03112,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 25-Oct-2025
INC-03115,incidents,missing_required_field:severity,
INC-03115,incidents,future_date:incident_date,2026-10-19
INC-03118,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 07-Feb-2024
INC-03118,incidents,missing_required_field:incident_type,
INC-03120,incidents,missing_required_field:severity,
INC-03121,incidents,missing_required_field:severity,
INC-03123,incidents,dirty_label:severity,Critical -> CRITICAL
INC-03125,incidents,dirty_label:severity,Low -> LOW
INC-03129,incidents,missing_required_field:severity,
INC-03130,incidents,dirty_label:incident_type,Leak -> Oil Leak
INC-03130,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 15/01/2024
INC-03132,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 04/24/2025
INC-03135,incidents,dirty_label:severity,Low -> Lo
INC-03143,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-04-01T00:00:00Z
INC-03145,incidents,dirty_label:severity,High -> Hi
INC-03146,incidents,invalid_coordinates,latitude=102.054636 > 90
INC-03149,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 05/07/2025
INC-03152,incidents,out_of_range:compliance_score,-5.0
INC-03155,incidents,dirty_label:incident_type,Leak -> leak 
INC-03163,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 06/16/2026
INC-03164,incidents,dirty_label:incident_type,Leak -> leak
INC-03169,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 12/30/2023
INC-03171,incidents,dirty_label:incident_type,Spill -> spill
INC-03174,incidents,missing_required_field:incident_type,
INC-03175,incidents,out_of_range:compliance_score,150.0
INC-03177,incidents,dirty_label:incident_type,Spill -> Minor Spill
INC-03177,incidents,missing_required_field:severity,
INC-03180,incidents,missing_required_field:severity,
INC-03185,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-04-30T00:00:00Z
INC-03188,incidents,dirty_label:severity,Low -> LOW
INC-03190,incidents,dirty_label:severity,Medium -> Med
INC-03193,incidents,out_of_range:compliance_score,-12.3
INC-03195,incidents,future_date:incident_date,2026-08-14
INC-03197,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 06/20/2025
INC-03197,incidents,missing_required_field:severity,
INC-03202,incidents,dirty_label:severity,Medium -> MEDIUM
INC-03204,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2023-11-17T00:00:00Z
INC-03205,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 06/04/2024
INC-03206,incidents,missing_required_field:severity,
INC-03209,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 13-Jan-2025
INC-03211,incidents,dirty_label:incident_type,Spill -> spill
INC-03212,incidents,missing_required_field:severity,
INC-03213,incidents,dirty_label:severity,Critical -> CRITICAL
INC-03213,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 04/26/2024
INC-03214,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2023-09-01T00:00:00Z
INC-03216,incidents,dirty_label:severity,Low -> low 
INC-03219,incidents,dirty_label:severity,Low -> low 
INC-03222,incidents,dirty_label:severity,High ->  High
INC-03223,incidents,dirty_label:incident_type,Fire ->  fire
INC-03223,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 05/14/2025
INC-03224,incidents,missing_required_field:incident_type,
INC-03228,incidents,dirty_label:incident_type,Leak ->  Leak
INC-03229,incidents,future_date:incident_date,2026-07-23
INC-03231,incidents,missing_required_field:severity,
INC-03232,incidents,dirty_label:incident_type,Near Miss -> near miss
INC-03233,incidents,missing_required_field:severity,
INC-03236,incidents,out_of_range:compliance_score,104.0
INC-03237,incidents,future_date:incident_date,2026-09-26
INC-03238,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 09-Nov-2023
INC-03240,incidents,dirty_label:incident_type,Leak ->  Leak
INC-03240,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 03/12/2024
INC-03241,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 22-Jun-2026
INC-03243,incidents,dirty_label:severity,High -> high
INC-03245,incidents,missing_required_field:incident_type,
INC-03249,incidents,dirty_label:incident_type,Equipment Failure -> Equip. Failure
INC-03249,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 20/06/2026
INC-03252,incidents,dirty_label:severity,Critical -> critical
INC-03257,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 25/07/2024
INC-03259,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 24-Aug-2023
INC-03261,incidents,missing_required_field:incident_type,
INC-03262,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-11-26T00:00:00Z
INC-03262,incidents,missing_required_field:incident_type,
INC-03265,incidents,dirty_label:incident_type,Equipment Failure -> Equipment  Failure
INC-03266,incidents,dirty_label:incident_type,Fire ->  fire
INC-03266,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 09-Jun-2026
INC-03267,incidents,future_date:incident_date,2026-10-10
INC-03268,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 15-May-2024
INC-03269,incidents,missing_required_field:incident_type,
INC-03270,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 05/23/2026
INC-03271,incidents,dirty_label:severity,Critical -> Crit
INC-03272,incidents,dirty_label:incident_type,Spill ->  spill 
INC-03274,incidents,dirty_label:severity,Medium ->  medium
INC-03274,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 24-Feb-2025
INC-03275,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 13-Apr-2024
INC-03279,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-06-12T00:00:00Z
INC-03280,incidents,missing_required_field:severity,
INC-03281,incidents,dirty_label:severity,Medium -> medium
INC-03282,incidents,dirty_label:incident_type,Leak ->  Leak
INC-03283,incidents,dirty_label:incident_type,Spill -> spill
INC-03284,incidents,dirty_label:incident_type,Spill -> Spill 
INC-03286,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 12/08/2025
INC-03287,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 07-Mar-2026
INC-03290,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 05/13/2024
INC-03292,incidents,dirty_label:incident_type,Spill -> Spill 
INC-03294,incidents,dirty_label:severity,Low -> Lo
INC-03295,incidents,dirty_label:incident_type,Near Miss -> near-miss
INC-03295,incidents,missing_required_field:incident_type,
INC-03301,incidents,missing_required_field:incident_type,
INC-03304,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 14-May-2024
INC-03306,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 27/12/2023
INC-03308,incidents,dirty_label:incident_type,Near Miss -> near miss
INC-03309,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 20/09/2024
INC-03312,incidents,dirty_label:incident_type,Fire -> FIRE
INC-03313,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-10-18T00:00:00Z
INC-03317,incidents,missing_required_field:incident_type,
INC-03320,incidents,dirty_label:incident_type,Near Miss -> Near  Miss
INC-03322,incidents,dirty_label:incident_type,Near Miss -> Near  Miss
INC-03322,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-07-29T00:00:00Z
INC-03323,incidents,dirty_label:incident_type,Spill -> spill
INC-03323,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-10-16T00:00:00Z
INC-03325,incidents,dirty_label:incident_type,Equipment Failure -> Equipment  Failure
INC-03327,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 17/11/2025
INC-03329,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 08/25/2025
INC-03333,incidents,dirty_label:incident_type,Equipment Failure -> Equipment  Failure
INC-03334,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 13-Feb-2025
INC-03335,incidents,dirty_label:severity,Critical -> Crit
INC-03336,incidents,dirty_label:severity,Low -> Lo
