reading_id,timestamp,site,pipeline_section,pressure_psi,flow_rate_bph,temperature_celsius,valve_status,sensor_id
TEL-002581,2026-06-08T02:48:51,SITE-007,Section D — Sinendet Lateral,405.5,4153.6,23.8,Closed,SNS-006
TEL-003443,2026-06-23T05:39:28,SITE-007,Section C — Nakuru-Eldoret Extension,325.0,3553.6,24.2,Open,SNS-014
TEL-004380,2026-07-10T22:58:54,SITE-006,Section B — Nairobi-Nakuru Spur,348.8,2733.1,30.9,Open,SNS-013
TEL-004381,2026-07-10T23:00:32,Nakuru dep,Section A — Mombasa-Nairobi Main,325.6,3076.8,39.7,Closed,SNS-008
TEL-003430,2026-06-22T21:46:48,SITE-003,Section A — Mombasa-Nairobi Main,291.2,2989.6,32.7,Partially Open,SNS-013
TEL-000109,2026-04-24T18:48:37,SITE-005,Section B — Nairobi-Nakuru Spur,493.1,2399.8,33.2,Open,SNS-009
TEL-004400,2026-07-11T08:42:31,SITE-002,Section B — Nairobi-Nakuru Spur,525.0,2660.5,18.9,Closed,SNS-011
TEL-003618,2026-06-26T12:07:32,SINENDET,Section B — Nairobi-Nakuru Spur,582.0,2965.3,39.0,Open,SNS-008
TEL-003424,2026-06-22T18:30:00,SITE-004,Section B — Nairobi-Nakuru Spur,449.3,4069.3,34.7,Open,SNS-003
TEL-002661,2026-06-09T15:11:18,SITE-003,Section C — Nakuru-Eldoret Extension,218.3,2026.9,32.2,Open,SNS-007
TEL-001990,2026-05-28T05:43:30,SITE-003,Section E — Makueni Branch,491.1,2999.2,41.5,Partially Open,SNS-009
TEL-001718,2026-05-23T01:50:26,SITE-001,Section D — Sinendet Lateral,514.0,3272.5,28.1,Open,SNS-002
TEL-004971,2026-07-21T09:00:18,SITE-001,Section B — Nairobi-Nakuru Spur,487.3,3055.9,40.6,Open,SNS-008
TEL-000273,2026-04-27T19:05:47,SITE-005,Section E — Makueni Branch,300.8,,28.1,Partially Open,SNS-014
TEL-000656,2026-05-04T06:43:32,SITE-002,Section D — Sinendet Lateral,600.0,3937.4,32.4,Open,SNS-010
TEL-001884,2026-05-26T03:41:26,SITE-001,Section D — Sinendet Lateral,355.6,4766.6,19.6,Closed,SNS-005
TEL-002749,2026-06-11T02:24:36,SITE-007,Section A — Mombasa-Nairobi Main,850,2208.8,30.4,Open,SNS-011
TEL-002106,2026-05-30T05:36:19,SITE-005,Section A — Mombasa-Nairobi Main,506.9,2676.7,35.7,Open,SNS-011
TEL-002765,2026-06-11T08:25:30,SITE-004,Section D — Sinendet Lateral,395.1,1399.2,40.7,Open,SNS-012
TEL-002978,2026-06-14T18:21:07,SITE-004,Section E — Makueni Branch,485.5,2914.8,36.4,Partially Open,SNS-006
TEL-004510,2026-07-13T08:00:35,SITE-001,Section B — Nairobi-Nakuru Spur,334.8,3337.7,26.8,Open,SNS-003
TEL-004084,2026-07-05T14:30:35,SITE-001,Section F — Kisumu Terminal Link,373.5,2814.9,28.0,Closed,SNS-012
TEL-000449,2026-04-30T14:59:14,SITE-003,Section A — Mombasa-Nairobi Main,370.7,3982.6,16.5,Partially Open,SNS-010
TEL-000455,2026-04-30T17:33:51,SITE-007,Section E — Makueni Branch,372.8,2768.7,29.8,Open,SNS-013
TEL-003726,2026-06-28T09:58:20,SITE-001,Section B — Nairobi-Nakuru Spur,483.3,3468.1,31.8,Closed,SNS-003
TEL-003941,2026-07-02T17:52:54,SITE-001,Section C — Nakuru-Eldoret Extension,431.0,2428.3,30.6,Partially Open,SNS-009
TEL-003793,2026-06-29T14:44:19,SITE-001,Section B — Nairobi-Nakuru Spur,381.1,3104.4,44.3,Open,SNS-001
TEL-000511,2026-05-01T21:52:44,SITE-003,Section D — Sinendet Lateral,367.4,2295.6,29.6,Open,SNS-002
TEL-004653,2026-07-15T09:58:00,SITE-006,Section F — Kisumu Terminal Link,325.0,3991.4,25.0,Partially Open,SNS-012
TEL-001613,2026-05-21T09:31:31,SITE-001,Section F — Kisumu Terminal Link,380.2,2207.0,28.8,Open,SNS-011
TEL-002616,2026-06-08T19:38:58,SITE-005,Section D — Sinendet Lateral,344.4,2448.6,34.3,Closed,SNS-005
TEL-001527,2026-05-19T22:28:35,SITE-003,Section C — Nakuru-Eldoret Extension,485.4,3515.5,34.9,Closed,SNS-005
TEL-000027,2026-04-23T12:57:39,SITE-006,Section C — Nakuru-Eldoret Extension,450.3,4337.1,35.0,Open,SNS-007
TEL-001436,2026-05-18T07:26:42,SITE-002,Section C — Nakuru-Eldoret Extension,419.9,3298.8,38.1,Closed,SNS-013
TEL-004158,2026-07-07T01:24:33,SITE-001,Section A — Mombasa-Nairobi Main,415.4,3325.8,26.6,Open,SNS-012
TEL-001798,2026-05-24T12:53:30,SITE-001,Section D — Sinendet Lateral,503.3,2412.7,37.1,Partially Open,SNS-009
TEL-001663,2026-05-22T07:22:10,SITE-005,Section C — Nakuru-Eldoret Extension,341.5,2967.8,32.2,Open,SNS-011
TEL-004547,2026-07-13T22:54:23,SITE-006,Section A — Mombasa-Nairobi Main,423.8,2670.9,42.9,Open,SNS-005
TEL-003749,2026-06-28T19:20:02,SITE-001,Section C — Nakuru-Eldoret Extension,369.7,2219.4,25.3,Open,SNS-011
TEL-002097,2026-05-30T04:07:18,SITE-001,Section B — Nairobi-Nakuru Spur,234.8,1692.7,32.2,Partially Open,SNS-001
TEL-002589,2026-06-08T06:51:38,SITE-002,Section B — Nairobi-Nakuru Spur,240.0,2648.0,25.2,Closed,SNS-003
TEL-001368,2026-05-17T04:38:33,SITE-006,Section D — Sinendet Lateral,352.9,3491.6,35.4,Open,SNS-007
TEL-000778,2026-05-06T15:49:14,Nakuru dep,Section C — Nakuru-Eldoret Extension,469.5,2824.0,32.0,Partially Open,SNS-009
TEL-004724,2026-07-16T12:41:58,SITE-005,Section C — Nakuru-Eldoret Extension,334.3,3529.5,30.5,Open,SNS-014
TEL-002560,2026-06-07T17:20:49,SITE-003,Section C — Nakuru-Eldoret Extension,393.2,3878.1,28.4,Open,SNS-008
TEL-004282,2026-07-09T04:31:03,SITE-003,Section F — Kisumu Terminal Link,207.3,5000.0,24.4,Open,SNS-005
TEL-001005,2026-05-10T21:21:49,SITE-003,Section C — Nakuru-Eldoret Extension,490.2,3133.1,37.1,Closed,SNS-004
TEL-002851,2026-06-12T14:46:37,Mombasa term,Section C — Nakuru-Eldoret Extension,317.0,2973.8,27.0,Open,SNS-014
TEL-000388,2026-04-29T16:18:18,SITE-001,Section A — Mombasa-Nairobi Main,311.4,1437.7,30.5,Closed,SNS-004
TEL-001381,2026-05-17T08:50:08,SITE-006,Section E — Makueni Branch,400.8,4174.8,19.9,Open,SNS-014
TEL-001898,2026-05-26T11:16:03,Nairobi term,Section A — Mombasa-Nairobi Main,436.3,2964.8,25.4,Open,SNS-008
TEL-001315,2026-05-16T04:29:24,MOMBASA,Section E — Makueni Branch,577.3,2516.6,30.9,Open,SNS-007
TEL-003082,2026-06-16T22:48:36,SITE-007,Section E — Makueni Branch,347.9,3463.4,27.9,Closed,SNS-005
TEL-004085,2026-07-05T14:31:16,SITE-005,Section E — Makueni Branch,385.3,2489.2,33.1,Open,SNS-001
TEL-002064,2026-05-29T13:57:17,SITE-006,Section E — Makueni Branch,386.7,3032.1,28.3,Open,SNS-008
TEL-003517,2026-06-24T15:28:25,SITE-003,Section E — Makueni Branch,253.4,3389.1,35.3,Open,SNS-009
TEL-003267,2026-06-20T01:17:38,SITE-001,Section B — Nairobi-Nakuru Spur,465.9,3153.6,31.1,Closed,SNS-014
TEL-003992,2026-07-03T22:20:30,SITE-002,Section F — Kisumu Terminal Link,464.7,4093.6,26.9,Partially Open,SNS-006
TEL-003036,2026-06-16T01:04:54,SITE-001,Section A — Mombasa-Nairobi Main,552.0,2613.1,41.2,Closed,SNS-005
TEL-003041,2026-06-16T03:51:01,SITE-006,Section C — Nakuru-Eldoret Extension,276.4,2665.6,23.7,Open,SNS-010
TEL-001741,2026-05-23T11:32:00,Nakuru dep,Section A — Mombasa-Nairobi Main,448.0,2389.0,37.5,Open,SNS-003
TEL-001950,2026-05-27T14:34:58,Nakuru  Depot,Section E — Makueni Branch,440.6,3145.9,29.9,Open,SNS-010
TEL-001240,2026-05-15T01:27:24,SITE-003,Section D — Sinendet Lateral,296.5,2973.3,40.5,Open,SNS-005
TEL-000804,2026-05-07T03:37:08,SITE-005,Section F — Kisumu Terminal Link,430.8,3595.6,18.6,Partially Open,SNS-009
TEL-002219,2026-06-01T07:02:29,SITE-004,Section A — Mombasa-Nairobi Main,382.3,3738.8,34.7,Closed,SNS-006
TEL-003957,2026-07-03T02:16:03,makueni section,Section A — Mombasa-Nairobi Main,344.6,2547.6,38.7,Open,SNS-005
TEL-003200,2026-06-18T19:19:35,SITE-006,Section E — Makueni Branch,459.1,3268.8,24.9,Open,SNS-003
TEL-002783,2026-06-11T14:19:31,MSA Terminal,Section C — Nakuru-Eldoret Extension,250.6,2993.5,36.7,Open,SNS-013
TEL-002164,2026-05-31T06:47:49,SITE-004,Section F — Kisumu Terminal Link,438.7,2119.6,39.5,Partially Open,SNS-003
TEL-003502,2026-06-24T08:26:35,Nairobi  Terminal,Section F — Kisumu Terminal Link,488.5,3009.6,31.9,Closed,SNS-002
TEL-002077,2026-05-29T19:11:51,SITE-003,Section C — Nakuru-Eldoret Extension,394.2,3768.1,24.1,Partially Open,SNS-014
TEL-004742,2026-07-16T20:39:38,SITE-004,Section F — Kisumu Terminal Link,299.9,,19.8,Open,SNS-001
TEL-000236,2026-04-27T01:55:59,SITE-003,Section B — Nairobi-Nakuru Spur,440.4,3386.8,28.1,Closed,SNS-007
TEL-001437,2026-05-18T07:30:03,SITE-005,Section B — Nairobi-Nakuru Spur,469.5,3475.8,26.5,Open,SNS-007
TEL-004268,2026-07-08T23:13:21,SITE-001,Section F — Kisumu Terminal Link,200.0,3884.1,28.5,Open,SNS-014
TEL-004291,2026-07-09T06:44:36,SITE-003,Section B — Nairobi-Nakuru Spur,367.5,1389.7,24.1,Open,SNS-008
TEL-002069,2026-05-29T15:47:08,SITE-004,Section C — Nakuru-Eldoret Extension,379.4,2739.0,23.0,Partially Open,SNS-001
TEL-000648,2026-05-04T04:41:04,SITE-004,Section C — Nakuru-Eldoret Extension,430.2,3066.9,39.3,Open,SNS-005
TEL-004398,2026-07-11T05:13:40,SITE-006,Section B — Nairobi-Nakuru Spur,309.1,3530.9,22.7,Partially Open,SNS-004
TEL-001021,2026-05-11T02:50:29,NAKURU,Section E — Makueni Branch,279.2,2679.4,24.9,Partially Open,SNS-006
TEL-001191,2026-05-14T05:00:41,SITE-004,Section B — Nairobi-Nakuru Spur,370.5,4809.8,31.0,Partially Open,SNS-001
TEL-001598,2026-05-21T05:17:45,SITE-005,Section B — Nairobi-Nakuru Spur,230.6,3509.2,28.9,Partially Open,SNS-003
TEL-003744,2026-06-28T15:53:00,SITE-003,Section B — Nairobi-Nakuru Spur,306.4,4272.1,34.4,Closed,SNS-002
TEL-000791,2026-05-06T21:52:12,SITE-007,Section A — Mombasa-Nairobi Main,349.1,3990.9,26.8,Closed,SNS-008
TEL-000368,2026-04-29T10:25:42,SITE-002,Section F — Kisumu Terminal Link,264.4,3342.3,38.5,Closed,SNS-003
TEL-003630,2026-06-26T20:38:55,SITE-004,Section B — Nairobi-Nakuru Spur,435.6,1976.1,39.1,Open,SNS-005
TEL-000874,2026-05-08T07:25:26,SITE-001,Section B — Nairobi-Nakuru Spur,402.4,3174.2,33.2,Partially Open,SNS-009
TEL-004253,2026-07-08T18:46:23,SITE-002,Section A — Mombasa-Nairobi Main,445.7,2905.7,29.2,Open,SNS-010
TEL-000451,2026-04-30T15:56:50,Nakuru dep,Section B — Nairobi-Nakuru Spur,348.4,2415.2,32.3,Partially Open,SNS-002
TEL-003205,2026-06-18T23:12:03,SITE-006,Section E — Makueni Branch,578.5,3039.2,29.9,Open,SNS-005
TEL-000501,2026-05-01T18:42:48,SITE-003,Section A — Mombasa-Nairobi Main,313.2,1832.4,20.4,Closed,SNS-008
TEL-001644,2026-05-22T00:44:34,MSA Terminal,Section C — Nakuru-Eldoret Extension,380.3,1970.6,37.5,Closed,SNS-001
TEL-004042,2026-07-04T19:49:08,SITE-006,Section C — Nakuru-Eldoret Extension,341.0,3444.2,22.1,Closed,SNS-009
TEL-002259,2026-06-02T02:26:08,SITE-005,Section E — Makueni Branch,552.4,2769.7,30.2,Closed,SNS-004
TEL-001518,2026-05-19T19:42:08,SITE-006,Section A — Mombasa-Nairobi Main,459.5,4073.2,27.4,Closed,SNS-011
TEL-000557,2026-05-02T18:13:04,SITE-001,Section A — Mombasa-Nairobi Main,335.0,3313.8,25.4,Open,SNS-008
TEL-000662,2026-05-04T08:11:02,SITE-005,Section C — Nakuru-Eldoret Extension,471.4,3074.2,26.3,Partially Open,SNS-003
TEL-000087,2026-04-24T09:46:11,makueni section,Section F — Kisumu Terminal Link,200.0,2819.7,28.7,Open,SNS-004
TEL-004364,2026-07-10T15:04:09,SITE-004,Section B — Nairobi-Nakuru Spur,548.7,3449.0,26.1,Open,SNS-006
TEL-004069,2026-07-05T08:05:25,makueni section,Section F — Kisumu Terminal Link,478.1,4056.3,31.0,Open,SNS-006
TEL-000552,2026-05-02T17:15:28,SITE-004,Section B — Nairobi-Nakuru Spur,271.3,3654.7,38.4,Open,SNS-006
TEL-001228,2026-05-14T20:39:49,SITE-004,Section E — Makueni Branch,408.0,2037.6,22.3,Closed,SNS-011
TEL-000746,2026-05-05T22:23:01,SITE-005,Section D — Sinendet Lateral,534.5,2632.1,31.1,Open,SNS-010
TEL-001398,2026-05-17T14:34:06,SITE-003,Section A — Mombasa-Nairobi Main,327.1,1982.3,35.6,Closed,SNS-006
TEL-004026,2026-07-04T12:52:48,SITE-002,Section F — Kisumu Terminal Link,433.5,3528.2,29.3,Open,SNS-004
TEL-003554,2026-06-25T06:07:41,SITE-004,Section C — Nakuru-Eldoret Extension,243.3,2500.0,20.6,Closed,SNS-010
TEL-001311,2026-05-16T03:41:42,SITE-002,Section D — Sinendet Lateral,327.1,2167.9,24.5,Closed,SNS-006
TEL-000565,2026-05-02T21:24:59,SITE-005,Section C — Nakuru-Eldoret Extension,374.7,2144.2,31.6,Partially Open,SNS-006
TEL-001233,2026-05-14T22:53:56,SITE-002,Section D — Sinendet Lateral,282.1,2734.9,23.2,Open,SNS-013
TEL-001827,2026-05-25T03:31:00,SITE-004,Section D — Sinendet Lateral,502.1,4512.7,23.4,Partially Open,SNS-001
TEL-003769,2026-06-29T06:07:31,SITE-006,Section F — Kisumu Terminal Link,534.0,4249.9,36.6,Closed,SNS-013
TEL-001337,2026-05-16T19:00:10,SITE-002,Section B — Nairobi-Nakuru Spur,363.3,2501.5,24.6,Open,SNS-007
TEL-002434,2026-06-05T07:32:34,SITE-001,Section C — Nakuru-Eldoret Extension,434.2,2726.6,27.3,Open,SNS-007
TEL-000472,2026-05-01T04:57:18,SITE-002,Section F — Kisumu Terminal Link,299.0,3924.5,30.4,Partially Open,SNS-011
TEL-000246,2026-04-27T06:28:21,SITE-001,Section C — Nakuru-Eldoret Extension,368.0,3691.3,33.9,Open,SNS-006
TEL-001531,2026-05-20T00:59:25,SITE-004,Section C — Nakuru-Eldoret Extension,431.2,2361.3,28.3,Closed,SNS-011
TEL-002383,2026-06-04T10:10:42,SITE-001,Section A — Mombasa-Nairobi Main,218.3,,24.2,Open,SNS-001
TEL-004626,2026-07-14T23:24:49,SITE-004,Section A — Mombasa-Nairobi Main,411.1,3609.8,38.8,Open,SNS-010
TEL-004437,2026-07-12T00:35:59,SITE-005,Section A — Mombasa-Nairobi Main,367.8,3033.6,27.0,Open,SNS-001
TEL-001964,2026-05-27T19:47:34,Nakuru dep,Section B — Nairobi-Nakuru Spur,391.8,2284.3,37.7,Closed,SNS-014
TEL-000614,2026-05-03T15:14:02,SITE-002,Section A — Mombasa-Nairobi Main,538.7,3191.2,28.2,Open,SNS-011
TEL-003593,2026-06-25T22:40:29,SITE-004,Section A — Mombasa-Nairobi Main,544.2,3035.7,21.3,Open,SNS-010
TEL-003998,2026-07-04T00:14:55,SITE-006,Section B — Nairobi-Nakuru Spur,412.9,1000.0,35.5,Partially Open,SNS-005
TEL-003720,2026-06-28T07:29:26,SITE-004,Section E — Makueni Branch,500.5,3730.5,28.5,Open,SNS-006
TEL-003384,2026-06-22T00:27:36,SITE-002,Section C — Nakuru-Eldoret Extension,426.0,2074.4,26.6,Partially Open,SNS-013
TEL-001563,2026-05-20T12:11:51,SITE-003,Section F — Kisumu Terminal Link,415.5,1504.4,26.9,Open,SNS-005
TEL-000843,2026-05-07T16:50:38,SITE-003,Section D — Sinendet Lateral,401.9,2841.8,26.8,Open,SNS-003
TEL-001701,2026-05-22T20:25:24,SITE-003,Section E — Makueni Branch,403.7,4519.0,18.6,Closed,SNS-011
TEL-000194,2026-04-26T10:12:40,SITE-004,Section B — Nairobi-Nakuru Spur,458.7,2391.7,39.8,Partially Open,SNS-004
TEL-003645,2026-06-27T02:33:03,SITE-005,Section F — Kisumu Terminal Link,,3328.4,31.6,Closed,SNS-002
TEL-004673,2026-07-15T16:32:25,SITE-006,Section C — Nakuru-Eldoret Extension,391.3,3478.8,26.5,Open,SNS-009
TEL-003441,2026-06-23T04:30:00,SITE-006,Section E — Makueni Branch,377.1,4426.3,21.4,Closed,SNS-008
TEL-000658,2026-05-04T07:23:04,SITE-001,Section E — Makueni Branch,376.2,3263.5,32.5,Open,SNS-006
TEL-002431,2026-06-05T07:00:42,SITE-004,Section E — Makueni Branch,452.9,1696.7,22.1,Partially Open,SNS-006
TEL-003367,2026-06-21T16:31:01,SITE-004,Section D — Sinendet Lateral,261.6,3692.2,33.0,Closed,SNS-011
TEL-003335,2026-06-21T05:07:47,SITE-007,Section A — Mombasa-Nairobi Main,480.0,3457.9,28.8,Open,SNS-008
TEL-004940,2026-07-20T15:03:56,SITE-006,Section C — Nakuru-Eldoret Extension,463.4,2875.9,32.9,Open,SNS-003
TEL-003580,2026-06-25T17:16:21,SITE-006,Section E — Makueni Branch,330.5,2478.8,33.5,Closed,SNS-007
TEL-002505,2026-06-06T18:39:41,SITE-003,Section F — Kisumu Terminal Link,375.3,2401.4,32.6,Open,SNS-007
TEL-004582,2026-07-14T10:17:52,Nakuru  Depot,Section B — Nairobi-Nakuru Spur,308.5,3058.0,20.2,Closed,SNS-001
TEL-002265,2026-06-02T03:48:17,SITE-001,Section E — Makueni Branch,417.7,1086.1,28.5,Open,SNS-012
TEL-003330,2026-06-21T03:21:06,SITE-006,Section D — Sinendet Lateral,394.9,3354.9,25.8,Closed,SNS-014
TEL-002708,2026-06-10T13:01:16,SITE-007,Section D — Sinendet Lateral,301.9,3428.8,25.0,Open,SNS-001
TEL-003163,2026-06-18T04:32:22,SITE-006,Section E — Makueni Branch,393.6,3790.6,25.8,Open,SNS-003
TEL-000154,2026-04-25T17:07:24,SITE-007,Section A — Mombasa-Nairobi Main,361.3,2972.0,38.3,Open,SNS-007
TEL-003004,2026-06-15T04:28:30,SITE-007,Section A — Mombasa-Nairobi Main,381.0,2722.0,28.0,Open,SNS-013
TEL-001881,2026-05-26T02:35:14,SITE-005,Section A — Mombasa-Nairobi Main,274.1,3033.1,29.7,Closed,SNS-002
TEL-001608,2026-05-21T07:58:46,SITE-005,Section A — Mombasa-Nairobi Main,,3188.0,28.1,Closed,SNS-002
TEL-003173,2026-06-18T09:35:01,SITE-004,Section E — Makueni Branch,417.9,3619.7,38.5,Closed,SNS-014
TEL-004718,2026-07-16T09:05:05,SITE-003,Section F — Kisumu Terminal Link,600.0,3775.1,22.8,Partially Open,SNS-005
TEL-000613,2026-05-03T15:11:54,SITE-002,Section F — Kisumu Terminal Link,486.4,2799.9,35.0,Closed,SNS-002
TEL-000774,2026-05-06T13:04:05,SITE-005,Section F — Kisumu Terminal Link,328.6,1987.9,,Partially Open,SNS-011
TEL-001450,2026-05-18T12:46:10,SITE-001,Section D — Sinendet Lateral,387.2,3205.9,24.3,Closed,SNS-010
TEL-003404,2026-06-22T11:11:27,ELD Terminal,Section C — Nakuru-Eldoret Extension,388.2,2218.6,28.3,Closed,SNS-009
TEL-000167,2026-04-25T21:04:58,MOMBASA,Section D — Sinendet Lateral,375.5,2732.6,22.8,Partially Open,SNS-014
TEL-004217,2026-07-08T05:17:38,SITE-003,Section E — Makueni Branch,331.4,3103.7,36.3,Open,SNS-013
TEL-004931,2026-07-20T08:44:46,SITE-001,Section B — Nairobi-Nakuru Spur,367.0,4430.6,34.9,Open,SNS-001
TEL-002766,2026-06-11T08:43:46,SITE-003,Section B — Nairobi-Nakuru Spur,373.4,3902.1,33.4,Partially Open,SNS-009
TEL-001068,2026-05-11T23:09:03,SITE-006,Section A — Mombasa-Nairobi Main,327.0,2988.8,38.8,Open,SNS-010
TEL-004554,2026-07-14T02:41:01,SITE-003,Section A — Mombasa-Nairobi Main,415.4,2077.3,,Open,SNS-011
TEL-004285,2026-07-09T05:27:02,SITE-002,Section E — Makueni Branch,413.0,2403.9,38.0,Open,SNS-002
TEL-001524,2026-05-19T21:49:14,SITE-007,Section C — Nakuru-Eldoret Extension,362.4,2528.1,22.8,Closed,SNS-002
TEL-003636,2026-06-26T23:06:32,SITE-006,Section C — Nakuru-Eldoret Extension,370.1,2136.0,33.9,Open,SNS-010
TEL-001097,2026-05-12T10:29:40,sinendet pump station,Section C — Nakuru-Eldoret Extension,200.1,3244.0,26.2,Open,SNS-004
TEL-000611,2026-05-03T14:17:03,SITE-005,Section F — Kisumu Terminal Link,511.3,3154.5,34.1,Partially Open,SNS-002
TEL-000556,2026-05-02T18:12:26,SITE-003,Section F — Kisumu Terminal Link,443.1,2745.0,19.5,Partially Open,SNS-006
TEL-001098,2026-05-12T10:46:21,SITE-002,Section F — Kisumu Terminal Link,278.8,2956.7,30.2,Open,SNS-006
TEL-004110,2026-07-06T02:19:46,SITE-005,Section E — Makueni Branch,409.6,1040.6,40.3,Partially Open,SNS-005
TEL-003358,2026-06-21T14:22:24,SITE-001,Section C — Nakuru-Eldoret Extension,282.0,4883.4,32.1,Partially Open,SNS-008
TEL-001879,2026-05-26T02:01:10,SITE-002,Section F — Kisumu Terminal Link,453.7,2847.2,30.4,Partially Open,SNS-010
TEL-000032,2026-04-23T14:58:01,SITE-003,Section E — Makueni Branch,427.7,2242.1,26.1,Closed,SNS-009
TEL-000212,2026-04-26T16:50:30,SITE-003,Section B — Nairobi-Nakuru Spur,455.8,2156.6,28.0,Closed,SNS-008
TEL-002461,2026-06-05T20:15:44,SITE-007,Section B — Nairobi-Nakuru Spur,526.9,2287.9,36.2,Open,SNS-003
TEL-001022,2026-05-11T03:28:41,SITE-001,Section F — Kisumu Terminal Link,361.4,4635.1,24.2,Closed,SNS-006
TEL-003343,2026-06-21T08:35:54,SITE-002,Section C — Nakuru-Eldoret Extension,401.5,2066.8,24.6,Open,SNS-011
TEL-004190,2026-07-07T17:06:44,SITE-005,Section E — Makueni Branch,417.6,2975.3,28.6,Partially Open,SNS-010
TEL-001932,2026-05-27T05:36:14,SITE-003,Section A — Mombasa-Nairobi Main,850,3023.4,20.5,Open,SNS-008
TEL-000637,2026-05-04T00:18:28,SITE-005,Section D — Sinendet Lateral,412.4,4252.1,15.0,Partially Open,SNS-003
TEL-000572,2026-05-03T00:35:10,SITE-004,Section E — Makueni Branch,366.0,2662.9,31.7,Open,SNS-002
TEL-001143,2026-05-13T10:53:50,SITE-001,Section C — Nakuru-Eldoret Extension,520.9,3888.6,29.0,Partially Open,SNS-012
TEL-001038,2026-05-11T10:21:20,SITE-007,Section C — Nakuru-Eldoret Extension,456.5,2406.7,30.2,Open,SNS-013
TEL-000013,2026-04-23T08:24:05,SITE-005,Section B — Nairobi-Nakuru Spur,319.9,3207.6,20.5,Closed,SNS-010
TEL-003578,2026-06-25T16:25:01,SITE-005,Section C — Nakuru-Eldoret Extension,505.2,2697.6,30.4,Closed,SNS-012
TEL-001832,2026-05-25T04:38:35,KISUMU,Section E — Makueni Branch,297.8,2998.0,28.9,Open,SNS-001
TEL-001643,2026-05-22T00:06:25,SITE-005,Section E — Makueni Branch,265.0,4355.4,34.1,Partially Open,SNS-006
TEL-000099,2026-04-24T15:30:36,kisumu terminal,Section E — Makueni Branch,426.2,1205.8,23.1,Open,SNS-013
TEL-003084,2026-06-16T23:56:04,SITE-001,Section D — Sinendet Lateral,332.1,2513.6,33.9,Open,SNS-002
TEL-004426,2026-07-11T22:00:18,SITE-007,Section E — Makueni Branch,321.9,4240.0,28.2,Open,SNS-011
TEL-002347,2026-06-03T16:26:45,nairobi terminal,Section F — Kisumu Terminal Link,501.7,3980.5,28.3,Open,SNS-004
TEL-001778,2026-05-24T02:13:09,SITE-007,Section B — Nairobi-Nakuru Spur,370.4,2120.2,40.1,Open,SNS-012
TEL-001304,2026-05-16T01:57:10,SITE-004,Section C — Nakuru-Eldoret Extension,370.4,3435.3,25.7,Open,SNS-010
TEL-003890,2026-07-01T17:22:39,SITE-005,Section A — Mombasa-Nairobi Main,477.3,2665.8,25.1,Closed,SNS-014
TEL-000719,2026-05-05T10:06:29,SITE-004,Section E — Makueni Branch,428.4,2191.1,21.0,Closed,SNS-011
TEL-001359,2026-05-17T02:16:48,SITE-006,Section E — Makueni Branch,295.3,3642.0,37.9,Closed,SNS-001
TEL-001432,2026-05-18T05:44:05,SITE-004,Section C — Nakuru-Eldoret Extension,452.7,2010.7,30.2,Closed,SNS-011
TEL-000358,2026-04-29T08:11:13,SITE-007,Section B — Nairobi-Nakuru Spur,469.8,2654.1,33.1,Partially Open,SNS-012
TEL-000494,2026-05-01T15:58:50,SITE-006,Section C — Nakuru-Eldoret Extension,305.4,2040.0,21.0,Partially Open,SNS-006
TEL-000705,2026-05-05T02:49:10,SITE-004,Section F — Kisumu Terminal Link,483.9,2571.7,34.2,Open,SNS-008
TEL-001441,2026-05-18T10:45:27,SITE-007,Section B — Nairobi-Nakuru Spur,446.6,2407.4,31.0,Closed,SNS-008
TEL-000139,2026-04-25T06:27:15,makueni section,Section F — Kisumu Terminal Link,375.8,2917.5,39.1,Open,SNS-010
TEL-003937,2026-07-02T15:46:30,SITE-002,Section A — Mombasa-Nairobi Main,497.6,3080.1,31.6,Open,SNS-014
TEL-002040,2026-05-29T05:17:21,SITE-007,Section F — Kisumu Terminal Link,406.3,4154.6,33.1,Closed,SNS-010
TEL-001952,2026-05-27T15:21:12,Mombasa term,Section A — Mombasa-Nairobi Main,585.7,3615.3,30.2,Open,SNS-009
TEL-001473,2026-05-18T22:37:17,SITE-007,Section F — Kisumu Terminal Link,254.0,1705.0,28.7,Closed,SNS-011
TEL-000474,2026-05-01T05:18:36,SITE-003,Section D — Sinendet Lateral,406.9,3300.8,25.1,Partially Open,SNS-008
TEL-000082,2026-04-24T07:28:50,SITE-002,Section A — Mombasa-Nairobi Main,353.3,2049.3,33.3,Closed,SNS-008
TEL-002947,2026-06-14T06:05:24,Kipevu terminal,Section A — Mombasa-Nairobi Main,536.2,2783.9,34.4,Partially Open,SNS-008
TEL-000861,2026-05-08T01:47:14,SITE-002,Section D — Sinendet Lateral,500.9,3833.6,38.0,Partially Open,SNS-002
TEL-000663,2026-05-04T08:13:03,SITE-003,Section B — Nairobi-Nakuru Spur,501.8,2090.2,21.7,Closed,SNS-011
TEL-001419,2026-05-18T00:06:49,SITE-002,Section A — Mombasa-Nairobi Main,403.6,3556.0,25.3,Closed,SNS-008
TEL-001507,2026-05-19T11:53:13,SITE-002,Section D — Sinendet Lateral,-27.1,4771.3,23.4,Closed,SNS-008
TEL-003774,2026-06-29T08:44:11,SITE-007,Section D — Sinendet Lateral,464.0,3230.7,26.4,Open,SNS-002
