incident_id,site,latitude,longitude,incident_date,incident_type,severity,compliance_score,description,root_cause,response_time_hours,status
INC-02785,SITE-006,0.071614,35.440911,2025-01-07,Leak,Low,-5.0,Back modern get group let risk civil sing each foreign.,Corrosion,11.1,Closed
INC-03217,SITE-001,-1.271332,36.804155,2025-07-10,Near Miss,Low,89.5,Prepare professional must difficult benefit work.,Corrosion,4.0,Open
INC-02219,SITE-006,0.032421,35.480994,2024-09-15,Leak,HIGH,59.2,Media positive clearly ahead sea opportunity mind news.,Valve Failure,6.2,Under Investigation
INC-03979,SITE-006,0.053313,35.466498,2025-04-10,Leak,High,57.5,Compare soldier election laugh ahead sea second employee possible close.,Operator Error,4.7,Closed
INC-01056,SITE-001,-1.305806,36.799588,2024-01-14,Near Miss,Low,95.9,Full our your special Democrat continue home loss church.,Valve Failure,7.0,Open
INC-00922,SITE-003,-2.268535,37.874371,2025-05-05,Spill , High,64.1,Apply society fund drop trouble.,Operator Error,21.9,Open
INC-02501,SITE-006,0.061914,35.462485,2024-10-30,Near Miss,Critical,-0.5,Plan morning tend level place step stay method anyone catch.,Material Fatigue,4.4,Closed
INC-01364,SITE-006,0.066555,35.476894,23/12/2025,Leak,High,66.0,Account foot by seven history appear only their program wife.,,10.1,Closed
INC-00601,SITE-005,0.543111,35.286646,16/11/2024,Fire,Low,87.4,Professional matter city color war report sort song mouth teacher particularly.,Material Fatigue,3.1,Closed
INC-01428,SITE-003,-2.305712,37.87319,12-Oct-2023,Equipment Failure,High,61.6,Dark middle again defense behavior decade look age reach significant result.,Corrosion,4.0,Closed
INC-01773,SITE-006,0.057739,35.427406,2023-08-06,Leak,high,45.8,Hope manager what data.,Third-party Damage,7.6,Closed
INC-03204,SITE-004,-0.324368,36.107126,2023-11-17T00:00:00Z,Equipment Failure,Medium,78.0,Success traditional task bank safe animal tell list quickly group.,Third-party Damage,7.7,Closed
INC-05894,SITE-002,-4.020031,39.64693,2026-02-28,,Low,94.5,Increase figure real structure door ever issue region special evidence.,Operator Error,14.5,Closed
INC-05652,SITE-001,-1.266584,36.846975,05-Sep-2023,Near Miss,High,72.3,Together expect PM among everyone rise.,Corrosion,2.6,Under Investigation
INC-00399,SITE-004,-0.316221,36.10704,2025-06-13,Spill,Lo,86.1,Nearly water politics business tonight now skill drop information.,Corrosion,3.5,Under Investigation
INC-02639,SITE-006,0.027588,35.430003,2024-06-19,Leak,High,56.4,Marriage above yard degree pass similar.,Sensor Malfunction,3.2,Under Investigation
INC-00117,SITE-006,0.023761,35.433327,2025-02-11,Spill,,77.6,Cultural civil write safe go stock newspaper word control size detail hospital difference know least yourself throughout.,Material Fatigue,11.2,Under Investigation
INC-05955,SITE-002,-4.069563,39.694919,2024-10-22,Spill ,Low,90.6,Be light range enjoy worry between different operation culture south modern feeling try case.,Corrosion,4.9,Under Investigation
INC-02779,SITE-002,-4.037967,39.690517,2026-07-19,Equipment Failure,Medium,74.6,Wall listen do include continue story quality quickly fact today surface seat party team collection.,Third-party Damage,5.2,Closed
INC-00139,SITE-006,0.055024,35.438938,2025-08-07,Near Miss,High,51.0,Pass traditional away close future support drug.,Operator Error,5.3,Under Investigation
INC-00188,SITE-001,-1.307665,36.837343,2024-09-19,Spill,High,59.7,Raise pressure world production within more whole eye my every speak.,Corrosion,2.0,Closed
INC-01740,SITE-003,-2.269058,37.831358,12/09/2024,Leak,,74.1,Pm name catch voice American.,Corrosion,3.0,Open
INC-03501,SITE-003,-2.319481,37.858318,2024-09-08,Spill,High,57.5,Mention century five lead air goal me sell.,Material Fatigue,3.1,Closed
INC-01122,SITE-001,-1.271508,36.79406,2025-07-22,Equipment Failure, medium,82.6,Report school meeting window out thing quickly reduce.,Valve Failure,6.6,Open
INC-02452,SITE-003,-2.30977,37.836811,2024-05-30,Equipment Failure,High,69.5,Draw community difficult left door respond.,Operator Error,4.3,Open
INC-03667,SITE-004,-0.288985,36.064652,01/19/2024,Fire,HIGH,41.6,Also choose soldier others car particularly memory local upon.,Sensor Malfunction,6.4,Under Investigation
INC-04164,SITE-006,0.070986,35.423759,2024-07-28,Leak,Critical,73.0,Television production understand financial government degree whatever almost.,Valve Failure,22.9,Open
INC-00701,SITE-003,-2.311353,37.866676,2024-09-28,Near Miss,High,104.0,Step room history us between stuff firm kind speech.,Sensor Malfunction,4.0,Under Investigation
INC-03070,SITE-003,-2.266398,37.867675,2026-01-02T00:00:00Z,SPILL,HIGH,71.9,Father dinner set part hand center discuss size toward few pressure rest this magazine today.,Corrosion,12.0,Closed
INC-05816,SITE-002,-4.019363,39.64908,2024-05-31,Equipment Failure,Lo,89.1,Option already throughout evidence size themselves field.,Operator Error,3.4,Closed
INC-05014,SITE-002,-4.075977,39.686765,2024-01-13,Near Miss,High,69.6,System particularly throw teacher often military about learn fall ground.,Third-party Damage,4.1,Under Investigation
INC-05096,SITE-005,0.536579,35.285622,2023-10-20T00:00:00Z,Leak,Low,96.4,Early space compare social nice until team account.,Material Fatigue,1.5,Closed
INC-01453,SITE-001,-1.310979,36.799488,2025-07-25,,Low,91.3,Trouble receive edge just computer town figure.,Third-party Damage,4.8,Open
INC-03448,SITE-003,-2.268629,37.871667,2024-02-27,Spill,Critical,63.0,Later sign professional history green policy live run.,Operator Error,6.8,Under Investigation
INC-05065,SITE-006,0.016702,35.466032,2025-10-11,Spill,High,59.3,Simple report since capital.,,5.1,Under Investigation
INC-05396,SITE-006,0.024713,35.461108,2024-06-19,Leak,High,55.6,Medical after almost without community out cold.,Valve Failure,8.4,Under Investigation
INC-03939,SITE-007,-0.122045,34.737286,2024-07-17,Near Miss,Medium,77.3,News size college huge me she story control nor answer always business garden will.,Third-party Damage,5.2,Closed
INC-02637,SITE-007,-0.123634,34.74353,2023-09-25,Equipment Failure,Critical,53.3,House really at degree customer pretty television suggest beyond tree address character source sit.,Operator Error,7.1,Under Investigation
INC-01949,SITE-004,-0.324097,36.05132,2025-02-06, fire,Low,93.2,Morning happen amount positive main nor.,,1.4,Open
INC-01503,SITE-006,0.019331,35.426458,2024-10-03,Leak,Critical,28.3,Level draw anything tax.,Sensor Malfunction,6.8,Open
INC-02782,SITE-006,0.029335,35.474527,2025-12-11,Leak,Critical,30.3,Newspaper magazine establish policy exactly language star economic door ability adult information better indeed.,Third-party Damage,3.2,Closed
INC-01187,SITE-003,-2.262191,37.822531,2026-02-07,Leak,High,57.1,Agency many open financial behind.,Material Fatigue,2.6,Closed
INC-00733,SITE-001,-1.275342,36.798987,2025-02-14,Leak, Low,93.4,Pm usually not only protect play chair writer.,Valve Failure,15.8,Open
INC-05202,SITE-003,-2.315147,37.866309,2026-07-28,,high,67.0,Usually wrong yourself growth red campaign my consider cover finally water tough drug.,Material Fatigue,6.2,Open
INC-01388,SITE-007,-0.087546,34.733408,2025-10-30,Near Miss,Critical,65.7,Ten do record far admit.,Valve Failure,11.2,Under Investigation
INC-05914,SITE-004,-0.286429,36.106722,2023-07-25,Fire,Low,85.5,Task fast fast line apply to industry prevent unit herself full new.,Material Fatigue,18.4,Under Investigation
INC-04377,SITE-006,0.017089,35.43601,2023-11-08,Fire,Medium,-0.5,Foot civil second receive friend level civil effort tend hope skin student.,,9.6,Under Investigation
INC-05561,SITE-002,-4.061561,39.653183,07/20/2024,Leak,Low,93.3,Finish door require eye participant imagine say board use already people.,,12.7,Open
INC-03319,SITE-005,0.501715,35.256279,2025-05-03,Fire,High,63.1,Address short energy policy role official many south build short now.,Valve Failure,0.9,Under Investigation
INC-01221,SITE-004,-0.332095,36.105467,2024-09-18,near miss,Critical,34.7,Could political thing radio mind six toward.,Material Fatigue,23.0,Under Investigation
INC-05212,SITE-003,-2.261987,37.822291,2024-08-22,Leak,Critical,31.5,Ready race box expert past figure reality notice term laugh executive challenge.,Sensor Malfunction,13.8,Open
INC-00811,SITE-006,0.057022,35.468627,2026-09-20,LEAK,Medium,84.3,Then number focus agree future office Mr recently.,Material Fatigue,11.8,Under Investigation
INC-01378,SITE-002,-4.026983,39.655415,13-Aug-2023,Leak,Medium,82.1,Word drug than tell meet focus improve.,Material Fatigue,6.5,Closed
INC-01719,SITE-001,-1.266306,36.810483,2025-02-21,Leak,Medium,73.4,Whose choose rise education program third.,Third-party Damage,1.2,Under Investigation
INC-05803,SITE-004,-0.314308,36.06255,2025-08-12,leak,High,69.6,Economic ask movement bad director hair writer health.,Third-party Damage,4.5,Closed
INC-03862,SITE-003,-2.266398,37.874552,2025-10-13,Equipment Failure,Low,80.6,Him personal contain conference there exist simply we safe white talk physical.,Corrosion,7.7,Open
INC-04972,SITE-007,-0.1181,34.787018,2024-12-06,Near Miss,Low,80.8,Understand job hear fly future social that this animal let car nothing finish until house.,,6.6,Open
INC-03740,SITE-005,0.530889,35.279019,2024-12-17,Near Miss,Low,85.5,Guess himself strong clearly music cover blood significant senior structure against north class report.,,8.8,Under Investigation
INC-03234,SITE-005,0.540249,35.252213,2023-08-31,Near Miss,Low,84.8,What stay thousand talk assume color girl family gas speech design set.,Corrosion,8.8,Under Investigation
INC-03328,SITE-005,0.5287,35.281176,2023-10-28,Near Miss,Critical,28.3,Modern end market.,,6.8,Closed
INC-01370,SITE-001,-1.315823,36.849133,2025-08-11,Leak,HIGH,65.8,Edge investment minute something make international sell make once hold go amount remember ground animal foreign effort color.,Sensor Malfunction,4.9,Closed
INC-00925,SITE-005,0.502667,35.250206,04/05/2026,Near Miss,Medium,79.9,Quickly dark Republican I.,,10.1,Under Investigation
INC-02203,SITE-006,0.029283,35.475709,04/03/2025,Leak,Hi,53.0,Onto usually much yes Mr play vote.,Valve Failure,3.3,Closed
INC-04800,SITE-005,0.499199,35.293457,2025-04-23,Equipment Failure,Medium,80.5,Common together industry.,,15.6,Closed
INC-03809,SITE-002,-4.021365,39.656545,10/12/2025,Equipment Failure,Medium,68.9,Head most population simply perform chance class mother.,Material Fatigue,7.2,Open
INC-00692,SITE-003,-2.312172,37.864633,2024-07-02,Leak,High,60.6,Surface include national leg table eat adult whatever attention.,Operator Error,2.8,Open
INC-01837,SITE-002,-4.032577,39.684206,2023-11-12,Fire,Medium,70.8,Recent drop strong ago difference local raise significant month performance likely past.,Operator Error,24.0,Open
INC-04740,SITE-005,0.546579,35.240691,18-May-2026,Spill,CRITICAL,33.1,Interest let friend teacher wrong thank knowledge national girl different event discuss future nearly political little every teacher begin.,Operator Error,4.3,Under Investigation
INC-01978,SITE-004,-0.277627,36.067575,2023-08-28,Near Miss,Low,90.8,Fact room local despite economy dark idea attorney piece picture now.,Third-party Damage,8.0,Open
INC-01170,SITE-002,-4.065165,39.649092,2024-06-15,FIRE,Medium,71.7,Notice policy half get future blue security side.,Operator Error,11.5,Closed
INC-02550,SITE-002,-4.06764,39.696893,2026-04-21,,Medium,61.4,Design Mrs effect space part series bad.,Sensor Malfunction,5.4,Open
INC-01625,SITE-001,-1.310089,36.851949,2025-12-20,,Medium,77.8,Him kid form such wind various improve however.,Operator Error,8.2,Open
INC-04666,SITE-003,-2.305288,37.836667,09/24/2025,Fire,Critical,61.6,Lot during recent school guy cost respond assume group.,Sensor Malfunction,4.1,Closed
INC-01756,SITE-004,-0.319752,36.0966,02/27/2025,Equipment Failure,Low,79.7,Style maybe happy little region throughout sell.,Third-party Damage,15.5,Under Investigation
INC-02424,SITE-002,-4.025534,39.687083,12/05/2024,Leak, Low,88.2,Late around magazine pressure Democrat church offer.,Third-party Damage,8.0,Under Investigation
INC-00333,SITE-001,-1.279969,36.810652,2026-03-15,Equipment Failure,,85.4,Natural four Mr bill sound.,Corrosion,5.1,Closed
INC-00610,SITE-005,0.495386,35.249058,2025-09-09,Near Miss,High,57.6,Thing network should throughout phone clearly movement senior hospital turn production economy oil design.,Sensor Malfunction,22.8,Closed
INC-01560,SITE-003,-2.306317,37.826522,2025-06-15,Equipment Failure,Medium,69.4,Us thing shake drug among sing than firm public model yourself cover yeah nearly reveal month set exist vote.,Operator Error,29.0,Closed
INC-00236,SITE-007,-0.07687,34.781573,2024-12-17,Equipment Failure,High,67.8,Right store or product government.,Third-party Damage,2.8,Under Investigation
INC-02148,SITE-006,0.06062,35.476278,2024-12-02,Spill,High,150.0,View week hear their we enough teach during suggest activity.,,10.5,Open
INC-00728,SITE-001,-1.302366,36.836562,2024-08-24,Equipment Failure,Crit,50.0,Past laugh approach appear from apply fall through light behavior economic create.,Third-party Damage,2.0,Under Investigation
INC-04522,SITE-006,0.066042,35.475229,2025-07-06,Leak,Medium,65.9,Perhaps cost relationship value although word though seven to bag.,Material Fatigue,7.3,Under Investigation
INC-02481,SITE-007,-0.122321,34.735828,2026-01-26,Near Miss,Low,90.2,Perform new understand physical tax traditional region feeling your create show for wish face wear look machine.,Third-party Damage,13.7,Open
INC-02267,SITE-004,-0.280405,36.069257,2026-07-06T00:00:00Z,Equipment Failure,Low,89.4,With own into quite raise material need bill prevent.,Corrosion,3.1,Closed
INC-04079,SITE-005,0.527006,35.241977,2024-07-22,Fire,Medium,79.0,Suggest foot certain receive identify probably change floor lead.,Sensor Malfunction,21.2,Open
INC-02316,SITE-002,-4.075256,39.656958,2024-03-20,Near Miss,Critical,61.7,Early evening war lose industry according me white forget.,Material Fatigue,7.0,Open
INC-00041,SITE-007,-0.127155,34.732605,2024-03-15,Equipment Failure,Low,91.9,Community race least when left strategy smile environment glass attention technology nor car forward it theory natural.,Corrosion,13.1,Open
INC-03698,SITE-002,-4.065541,39.652964,2023-12-09,Equipment Failure,High,53.6,Effort education act per particularly series according store.,Material Fatigue,8.3,Open
INC-02462,SITE-001,-1.318587,36.845681,2024-06-07T00:00:00Z,Near Miss,Low,81.6,From great culture each.,Valve Failure,6.6,Open
INC-05411,SITE-002,-4.068054,39.693517,2026-03-26,Near Miss,MEDIUM,71.1,Out mind difficult leader of hold behind half during include note security agreement itself establish couple small live real.,Third-party Damage,5.6,Under Investigation
INC-03991,SITE-002,-4.065105,39.690672,2025-12-16,Leak,Medium,58.3,Offer training account reach event rise down you that.,Material Fatigue,3.3,Closed
INC-02720,SITE-007,-0.126357,34.740722,23-Aug-2023,Near Miss,Medium,70.5,Benefit against stand law major thank mission.,Material Fatigue,8.3,Under Investigation
INC-00779,SITE-001,-1.302923,36.802724,2026-06-14,Leak,Low,80.7,Window under exactly Republican forward raise writer forget.,Valve Failure,2.3,Open
INC-02397,SITE-006,0.06091,35.469453,2023-08-25,Near Miss,Critical,48.5,Begin have second relationship scene economic including next account art PM animal board simple.,Operator Error,6.6,Under Investigation
INC-00080,SITE-003,-2.315447,37.875279,2024-07-16,Spill,Critical,20.3,Plan toward anyone issue need church hour option on memory can.,Material Fatigue,4.6,Open
INC-01656,SITE-002,-4.024138,39.656177,2025-05-14,Equipment  Failure,Low,85.7,Involve each room yourself these control just tax face more exist.,Valve Failure,10.2,Closed
INC-03917,SITE-001,-1.2717,36.804606,2025-05-08,Equipment Failure, Critical,33.5,Contain thank whatever situation admit soldier author red third.,Valve Failure,1.5,Under Investigation
INC-01620,SITE-002,-4.063395,39.69442,2025-01-15,Near Miss,Low,92.3,Rich physical seven yet identify baby more into travel name spring.,Material Fatigue,3.3,Under Investigation
INC-04965,SITE-001,-1.308567,36.843841,01/11/2025,Leak,Medium,77.5,Prepare benefit event born save hit scientist.,Valve Failure,7.4,Closed
INC-04677,SITE-003,-2.278694,37.817461,2025-10-17,leak ,Critical,48.8,Reality strong quality hundred parent resource.,,18.7,Under Investigation
INC-05468,SITE-003,-2.2669,37.861057,2023-09-05,Equipment Failure,High,70.5,Drop player approach kind blue avoid across open.,Material Fatigue,7.9,Closed
INC-00769,SITE-004,-0.273283,36.098614,05/29/2026,Spill,medium,85.1,Class most feel political church generation far oil understand.,Third-party Damage,4.0,Open
INC-05681,SITE-007,-0.076568,34.739345,2026-01-15T00:00:00Z,Near Miss,Medium,51.6,Include even gun part dog subject administration institution share coach just market factor policy arrive couple fine.,Sensor Malfunction,5.8,Under Investigation
INC-03877,SITE-004,-0.285706,36.050314,09/19/2024,Near Miss,Low,76.0,Resource seven onto audience learn open better seven third finish real.,Third-party Damage,16.4,Closed
INC-01813,SITE-007,-0.083765,34.788563,2025-07-15T00:00:00Z,Leak,Critical,52.0,Significant truth field fall adult thank night avoid.,Operator Error,9.3,Closed
INC-02553,SITE-001,-1.306644,36.840934,2024-03-08,Equipment Failure,Medium,67.5,Buy rock perform leave to sit news debate.,Sensor Malfunction,8.0,Closed
INC-04474,SITE-003,-2.264748,37.830961,10/29/2025,Spill, Critical,48.7,Central modern arrive information how somebody anyone.,Valve Failure,12.4,Closed
INC-00986,SITE-006,0.055156,35.467061,2023-09-16,Leak,Critical,42.8,Pull young either see character anything.,Corrosion,11.7,Under Investigation
INC-04658,SITE-004,-0.273504,36.056247,2025-01-06,spill,low,90.3,First radio bill through number food human ahead argue cup not include.,Sensor Malfunction,5.2,Closed
INC-00449,SITE-003,-2.273922,37.868996,2024-07-29,Leak,High,86.3,Activity truth attorney cold several effect notice only.,Operator Error,3.6,Closed
INC-03938,SITE-003,-2.268916,37.830149,2025-02-07,Leak,Critical,37.1,Above somebody expect white ready sit relate hair thank explain site teacher know big girl culture.,Valve Failure,4.9,Open
INC-00957,SITE-002,-4.062264,39.69837,2023-11-26,Equipment Failure,low ,85.5,School student style plant five sort agency physical since.,Corrosion,13.7,Closed
INC-02190,SITE-002,-4.066964,39.658543,2024-05-12T00:00:00Z,Equipment Failure,Low,87.0,Choice all prevent huge hard fly throw history animal catch.,Valve Failure,12.0,Open
INC-05908,SITE-006,0.067059,35.476124,2026-06-25,Leak,Critical,34.8,Alone activity fill staff rise rather even fast.,Corrosion,1.7,Closed
INC-01901,SITE-006,0.021517,35.474984,2023-09-19,Leak,Critical,25.1,Modern need within indeed apply back international night fish involve lead bag also.,,7.5,Closed
INC-04626,SITE-005,0.538377,35.28732,2023-10-13,Near Miss,Low,-5.0,Community week arrive develop find student force yet interesting member cover moment special speak check recent.,Corrosion,3.5,Under Investigation
INC-01502,SITE-002,-4.063981,39.684972,2023-12-12,Spill,Medium,67.7,Everyone organization treatment however industry voice child pay.,Corrosion,19.1,Open
INC-02775,SITE-006,0.064218,35.436337,2023-10-29,Leak,HIGH,57.2,Student include share individual computer poor travel that while record eat detail.,Corrosion,6.5,Open
INC-04785,SITE-003,-2.318972,37.860089,2025-07-09,Leak,Medium,74.9,Point where run cause never nothing music real medical program evidence rule.,,9.5,Under Investigation
INC-05200,SITE-004,-0.277924,36.092313,2025-07-14,Spill,High,60.8,Concern their car recently relationship word light.,Material Fatigue,4.7,Under Investigation
INC-04760,SITE-001,-1.316701,36.808839,2024-10-27,Equipment Failure,Med,69.9,Investment participant choice similar agent something drug.,Sensor Malfunction,2.7,Closed
INC-04684,SITE-003,-2.273035,37.81909,2024-01-10,Spill,Medium,79.9,Drug lawyer much always impact various evening especially.,Material Fatigue,5.2,Under Investigation
INC-05343,SITE-005,0.498922,35.244521,2024-03-11,Spill ,Medium,77.3,Star matter style research scene draw continue color threat save pay figure.,Operator Error,3.3,Open
INC-02664,SITE-005,0.493694,35.285128,2026-03-26,Near Miss,Critical,30.5,Difficult involve long push fund able blood future building people letter.,Valve Failure,11.2,Closed
INC-02736,SITE-004,-0.319859,36.065236,13/01/2024,Equipment Failure,,79.0,Budget professor home collection culture man leader build soldier remember system structure this single after easy ball.,Material Fatigue,12.7,Closed
INC-00119,SITE-004,-0.316559,36.096069,2025-04-13T00:00:00Z,Fire,High,67.7,Left student career most perform type.,Sensor Malfunction,11.4,Closed
INC-04100,SITE-006,0.069727,35.439121,2024-08-01,Spill,High,61.1,Resource far team measure up evening may local executive range growth between training mean arrive.,Sensor Malfunction,5.8,Closed
INC-04140,SITE-002,-4.068327,39.697602,2025-05-06,Equipment Failure,Medium,84.6,Maybe occur cost sister fund put situation.,Corrosion,8.1,Closed
INC-01841,SITE-004,-0.286767,36.05935,2024-09-11, Leak,Medium,80.8,Become training image economic story voice budget rise four key.,Corrosion,6.6,Open
INC-00630,SITE-007,-0.130549,34.781957,2024-07-08,Near Miss,Medium,73.2,Morning many kind technology probably sort yard.,Third-party Damage,13.3,Open
INC-00583,SITE-006,0.057254,35.429791,07/02/2024,Spill,High,65.6,They place activity away avoid price mind occur will low others concern information next.,Third-party Damage,6.5,Open
INC-03283,SITE-005,0.531088,35.256801,2024-10-20,spill,Medium,74.0,Technology forward through seat involve accept would particular themselves him teach middle her.,Material Fatigue,11.8,Closed
INC-03263,SITE-005,0.543321,35.287633,2025-08-10,Near Miss,High,60.2,Poor policy along bed kind.,Corrosion,6.5,Closed
INC-00023,SITE-003,-2.27575,37.868455,06/20/2024,Spill,Low,81.0,Off night apply end turn.,,9.8,Under Investigation
INC-00145,SITE-007,-0.087043,34.778397,2024-05-05,Near Miss,Low,70.2,Southern resource loss history.,Sensor Malfunction,1.0,Under Investigation
INC-00148,SITE-002,-4.023969,39.691226,2023-10-24,Near Miss,High,68.8,Exactly person leader boy near production financial want turn later right trouble huge but control.,Valve Failure,4.4,Open
INC-02236,SITE-006,0.061803,35.467226,2024-02-24,Leak,Low,87.9,Partner appear out project degree nature respond form.,Material Fatigue,9.5,Open
INC-03542,SITE-003,-2.266948,37.829527,2025-07-22,Near Miss,High,40.7,Election action east particularly they list either others these respond miss.,Operator Error,2.5,Under Investigation
INC-04182,SITE-007,-0.085672,34.74904,2025-10-31,Equipment Failure,Medium,80.5,Begin cultural budget water.,Valve Failure,20.8,Closed
INC-05285,SITE-003,-2.302459,37.867897,2024-03-21,Leak,High,50.2,Maybe where with for.,,5.5,Open
INC-05573,SITE-004,-0.276615,36.106078,2025-07-24,Spill,Low,88.5,Ability table everything of road bit traditional fill.,Corrosion,5.2,Under Investigation
INC-04884,SITE-007,-0.114532,34.732996,2025-08-01,Near Miss,Critical,53.3,Southern exist whether less candidate theory current professional us range themselves place off large new quite see magazine.,Operator Error,16.2,Under Investigation
INC-00654,SITE-003,-2.261133,37.865798,2025-06-10,Near Miss,High,68.4,More most fund hard window six find term someone education fact example will.,Third-party Damage,3.9,Closed
INC-00472,SITE-005,0.545984,35.251205,2026-07-12,Near Miss, medium,74.7,Girl manager population special best rather head with growth bag happy build cold million.,Third-party Damage,1.0,Open
INC-02038,SITE-003,-2.277111,37.863249,2024-05-11,leak,Critical,33.7,Scientist detail effect thing decade music various million rate allow knowledge.,Third-party Damage,16.2,Closed
INC-05476,SITE-002,-4.03222,39.695209,2024-05-31,Equipment Failure,Lo,100.0,Anyone way direction once believe although tend question.,Material Fatigue,7.6,Closed
INC-05851,SITE-003,-2.301214,37.833258,2025-02-15,Leak,Low,89.1,New save outside training protect.,Corrosion,11.5,Under Investigation
INC-04497,SITE-002,-4.066942,39.657779,2025-03-27,Fire,Low,89.4,Responsibility sign station glass bill choice cost.,Valve Failure,4.5,Closed
INC-04714,SITE-005,0.487798,35.255899,2025-07-03,Leak,Medium,74.3,Assume nor both billion fast news fund ten gun since participant effort wall bad.,Corrosion,11.6,Under Investigation
INC-00282,SITE-004,-0.286235,36.093088,2024-05-27,Leak,Medium,78.9,Anyone card one above leader about full environment line.,Operator Error,11.9,Open
INC-04411,SITE-002,-4.025719,39.660194,2023-10-08,Equipment Failure, High,55.2,Project already decide despite charge drive three company.,,4.2,Open
INC-00641,SITE-006,0.020991,35.429999,2025-01-09,Leak,High,73.6,Describe which day special.,Third-party Damage,4.4,Open
INC-01540,SITE-006,0.059831,35.470779,01/10/2025,Leak,Medium,85.3,Account cultural and deep senior police light history different.,Material Fatigue,2.6,Open
INC-05467,SITE-004,-0.277507,36.103895,2024-07-23,Fire,Low,89.0,Food memory board poor fund win.,Third-party Damage,8.5,Under Investigation
INC-00468,SITE-006,0.029473,35.462515,2024-08-17,Spill,Low,86.2,Off someone goal deal lawyer we represent same ten off part get that certain fund back visit maybe.,Third-party Damage,12.6,Closed
INC-06024,SITE-005,0.533755,35.282956,2026-07-16,Equipment Failure,Medium,94.6,Everyone able little figure national yourself mean head less face lawyer same hit.,Valve Failure,12.1,Under Investigation
INC-00983,SITE-005,0.490728,35.283528,2026-07-28,Near Miss,Medium,96.7,Order keep onto no director believe might take capital traditional public assume meeting plan.,Third-party Damage,2.1,Open
INC-03120,SITE-001,-1.321438,36.806301,2025-09-03,Leak,,100.0,Hospital north your soldier benefit west type.,Sensor Malfunction,4.9,Closed
INC-02057,SITE-003,-2.312998,37.869528,2026-04-24,Leak,High,81.8,Language ready two if answer change reduce good teach up.,Operator Error,5.3,Closed
INC-02017,SITE-006,0.030232,35.429896,2026-03-20,Near Miss,High,84.7,Body ask start public cup somebody investment.,Valve Failure,1.6,Closed
INC-05207,SITE-002,-4.065379,39.656742,2025-02-10,Near Miss,Low,96.6,Card size husband country have point dark.,Material Fatigue,3.5,Closed
INC-02372,SITE-001,-1.315098,36.796412,2025-03-02,Leak,Low,82.8,Address case education nation carry simply color within purpose head value build arm body benefit both research already organization if.,Operator Error,1.6,Closed
INC-05667,SITE-003,-2.317913,37.821186,27/03/2024,Leak,HIGH,49.6,Return article our it increase enough account big western decision sea create.,,11.8,Closed
INC-03825,SITE-002,-4.029581,39.689244,2024-06-15,Near Miss,Low,80.5,Region book ability key everybody serve involve rate job whose laugh pick trade audience theory magazine so word safe nation.,Operator Error,4.9,Open
INC-00207,SITE-007,-0.114793,34.742185,2026-04-29,Equipment Failure,Low,98.9,But tonight American key agree employee stay.,Material Fatigue,7.3,Under Investigation
INC-03318,SITE-005,0.487689,35.249601,2024-01-06,Equipment Failure,Critical,27.1,One all bank still dinner article.,Corrosion,10.8,Under Investigation
INC-03271,SITE-007,-0.08539,34.779024,2025-06-28,Fire,Crit,51.7,Record writer listen grow ok conference detail still TV.,,14.5,Open
INC-03258,SITE-006,0.030238,35.436703,2023-11-12,Fire,Critical,46.0,Population air memory sign sometimes trade parent but indicate open century bank account near organization.,Valve Failure,1.6,Open
INC-03625,SITE-005,0.488854,35.243895,2025-10-15,Equipment Failure,,91.5,Collection state know list night ok adult company.,Valve Failure,4.4,Under Investigation
INC-02314,SITE-003,-2.302943,37.860607,2023-10-11,Equipment Failure,Critical,58.0,Lawyer interesting speech movie measure tell issue me only first science.,Operator Error,19.5,Under Investigation
INC-03220,SITE-004,-0.282847,36.050783,2024-06-18,Fire,Critical,39.8,Matter idea watch phone wrong foot realize generation fear amount.,Sensor Malfunction,3.9,Open
INC-02918,SITE-007,-0.127568,34.779374,04/03/2025,Equipment Failure,Medium,66.4,Team why film office true answer a else green line free compare security marriage organization.,Third-party Damage,9.4,Closed
INC-01785,SITE-006,0.020411,35.467475,2025-01-23,Equipment Failure,Medium,71.9,Notice physical today loss guess west officer single place.,Valve Failure,5.2,Closed
INC-01120,SITE-007,-0.073738,34.789974,2026-06-23,Fire,High,66.7,Law prevent air break difference draw thus program city.,Material Fatigue,6.6,Open
INC-06001,SITE-002,-4.065025,310.251643,2024-05-12,Fire,Medium,81.7,Senior clear father yard land easy hope.,Valve Failure,15.9,Open
INC-00721,SITE-003,-2.261482,37.874834,2025-09-04,Spill,Medium,77.8,Yes prove light concern sound easy Mr organization.,Operator Error,7.6,Under Investigation
INC-03432,SITE-003,-2.302658,37.826905,2024-11-27,Near Miss,Medium,76.1,Particular serious you really full born around concern interest first on.,Operator Error,12.1,Open
INC-05334,SITE-003,-2.314542,37.86304,2025-11-25,Spill,High,59.0,Amount industry be behavior teacher represent local others whose reveal effect.,Material Fatigue,3.0,Open
INC-01729,SITE-004,-0.330859,36.060631,2024-10-24,Leak,Low,89.5,Measure stop method former later foot language could rock young not.,Corrosion,24.7,Closed
INC-00075,SITE-007,-0.079339,34.772997,2025-10-19,Leak,Medium,63.2,Then feeling pay human could deal court off group tax.,Material Fatigue,28.3,Closed
INC-03807,SITE-006,0.05478,35.424835,2024-07-27,Spill,High,56.1,Remain smile laugh American.,Sensor Malfunction,3.8,Open
