reading_id,timestamp,site,pipeline_section,pressure_psi,flow_rate_bph,temperature_celsius,valve_status,sensor_id
TEL-002376,2026-06-04T20:13:29,SITE-003,Section D — Sinendet Lateral,353.7,4173.9,32.3,Open,SNS-004
TEL-002909,2026-06-14T03:23:37,SITE-007,Section B — Nairobi-Nakuru Spur,378.3,2946.6,34.3,Closed,SNS-008
TEL-000863,2026-05-08T08:14:04,SITE-006,Section C — Nakuru-Eldoret Extension,485.8,1809.9,30.3,Closed,SNS-003
TEL-003258,2026-06-19T21:31:23,Sinendet  Pump Station,Section E — Makueni Branch,436.5,2596.9,36.2,Open,SNS-002
TEL-000197,2026-04-26T14:38:50,SITE-005,Section F — Kisumu Terminal Link,314.2,2432.6,21.7,Open,SNS-012
TEL-001156,2026-05-13T22:34:25,SITE-004,Section B — Nairobi-Nakuru Spur,435.1,3838.9,15.0,Closed,SNS-012
TEL-003874,2026-07-01T08:41:38,SITE-007,Section F — Kisumu Terminal Link,473.7,3687.9,25.9,Partially Open,SNS-005
TEL-002948,2026-06-14T18:17:09,ELD Terminal,Section C — Nakuru-Eldoret Extension,409.3,3181.3,40.4,Open,SNS-013
TEL-003407,2026-06-22T16:32:43,SITE-002,Section A — Mombasa-Nairobi Main,505.6,1838.9,27.8,Closed,SNS-013
TEL-004320,2026-07-09T13:59:56,ELDORET,Section F — Kisumu Terminal Link,413.0,3251.6,19.4,Closed,SNS-005
TEL-003651,2026-06-27T08:27:04,SITE-002,Section C — Nakuru-Eldoret Extension,443.6,3026.6,38.5,Open,SNS-004
TEL-000468,2026-05-01T07:21:53,SITE-002,Section C — Nakuru-Eldoret Extension,379.4,2976.0,26.9,Closed,SNS-008
TEL-001519,2026-05-20T20:34:11,SITE-002,Section B — Nairobi-Nakuru Spur,411.8,2552.7,26.4,Open,SNS-001
TEL-004950,2026-07-20T22:53:56,SITE-007,Section B — Nairobi-Nakuru Spur,375.5,1663.0,27.7,Open,SNS-003
TEL-003034,2026-06-15T22:55:37,SITE-003,Section C — Nakuru-Eldoret Extension,394.6,4312.0,25.9,Closed,SNS-007
TEL-003931,2026-07-02T07:53:23,SITE-003,Section E — Makueni Branch,311.8,4475.0,22.9,Open,SNS-012
TEL-003795,2026-06-29T23:39:52,SITE-006,Section C — Nakuru-Eldoret Extension,465.0,2649.5,34.5,Open,SNS-011
TEL-004808,2026-07-18T10:05:50,SITE-002,Section C — Nakuru-Eldoret Extension,553.3,3695.9,19.3,Open,SNS-005
TEL-001549,2026-05-21T09:36:48,ELDORET,Section F — Kisumu Terminal Link,,2550.5,30.1,Open,SNS-004
TEL-001782,2026-05-25T00:28:59,SITE-002,Section E — Makueni Branch,439.5,2586.3,30.1,Open,SNS-007
TEL-004054,2026-07-04T09:30:05,SITE-005,Section D — Sinendet Lateral,414.5,2032.7,26.4,Partially Open,SNS-008
TEL-002298,2026-06-03T12:50:20,SITE-005,Section B — Nairobi-Nakuru Spur,485.0,4453.1,25.5,Partially Open,SNS-014
TEL-003169,2026-06-18T06:52:58,SITE-004,Section E — Makueni Branch,413.6,4216.2,45.0,Closed,SNS-007
TEL-002033,2026-05-29T16:25:41,SITE-002,Section B — Nairobi-Nakuru Spur,600.0,2662.4,41.4,Closed,SNS-008
TEL-001123,2026-05-13T04:14:58,SITE-003,Section D — Sinendet Lateral,361.5,4430.0,26.5,Open,SNS-004
TEL-000978,2026-05-10T15:33:52,SITE-006,Section F — Kisumu Terminal Link,376.6,3095.7,32.7,Closed,SNS-008
TEL-002098,2026-05-30T15:21:45,SITE-002,Section B — Nairobi-Nakuru Spur,500.6,2511.2,35.4,Open,SNS-013
TEL-002253,2026-06-02T18:18:53,SITE-005,Section F — Kisumu Terminal Link,370.8,2704.0,21.1,Closed,SNS-014
TEL-004161,2026-07-06T08:30:38,SITE-006,Section E — Makueni Branch,421.9,3095.0,37.3,Partially Open,SNS-006
TEL-004307,2026-07-09T07:29:47,Sinendet PS,Section D — Sinendet Lateral,350.5,3564.8,30.6,Open,SNS-007
TEL-000799,2026-05-07T08:55:29,SITE-005,Section C — Nakuru-Eldoret Extension,414.5,4676.0,31.6,Open,SNS-008
TEL-001874,2026-05-26T08:02:11,Eldoret  Terminal,Section D — Sinendet Lateral,489.8,2493.0,28.6,Partially Open,SNS-008
TEL-003774,2026-06-29T15:49:46,SITE-004,Section C — Nakuru-Eldoret Extension,402.8,2908.1,30.2,Partially Open,SNS-010
TEL-000678,2026-05-05T04:11:13,Mombasa  Terminal,Section A — Mombasa-Nairobi Main,518.8,3235.6,30.6,Open,SNS-006
TEL-000700,2026-05-05T10:10:45,Sinendet  Pump Station,Section B — Nairobi-Nakuru Spur,506.5,3429.4,27.5,Open,SNS-004
TEL-004499,2026-07-12T20:30:13,MAKUENI,Section E — Makueni Branch,368.6,2649.5,39.2,Open,SNS-007
TEL-001759,2026-05-24T16:40:24,SITE-005,Section F — Kisumu Terminal Link,414.3,3634.8,23.5,Closed,SNS-007
TEL-000871,2026-05-08T12:24:38,SITE-002,Section A — Mombasa-Nairobi Main,280.4,2808.7,34.1,Open,SNS-012
TEL-004104,2026-07-05T07:45:53,SITE-002,Section D — Sinendet Lateral,566.5,3694.8,31.7,Closed,SNS-005
TEL-002269,2026-06-03T01:42:16,SITE-007,Section C — Nakuru-Eldoret Extension,472.5,4152.6,24.8,Partially Open,SNS-014
TEL-002886,2026-06-13T19:15:26,SITE-003,Section C — Nakuru-Eldoret Extension,500.0,2945.1,22.8,Partially Open,SNS-002
TEL-002402,2026-06-05T04:57:58,SITE-006,Section D — Sinendet Lateral,385.2,1669.4,27.5,Closed,SNS-004
TEL-002114,2026-05-30T21:37:13,SITE-002,Section D — Sinendet Lateral,424.3,2101.2,35.1,Open,SNS-011
TEL-004439,2026-07-11T19:06:38,SITE-005,Section B — Nairobi-Nakuru Spur,372.5,2728.5,31.0,Open,SNS-001
TEL-003186,2026-06-18T11:54:08,SITE-005,Section A — Mombasa-Nairobi Main,334.9,1977.3,29.3,Partially Open,SNS-009
TEL-000738,2026-05-06T02:51:34,SITE-002,Section A — Mombasa-Nairobi Main,445.3,3420.5,31.4,Open,SNS-012
TEL-000440,2026-04-30T21:00:59,SITE-001,Section D — Sinendet Lateral,450.2,3112.9,29.7,Closed,SNS-002
TEL-003476,2026-06-24T04:31:47,nakuru depot,Section B — Nairobi-Nakuru Spur,413.6,3711.0,35.6,Open,SNS-012
TEL-002920,2026-06-14T09:16:20,SITE-003,Section A — Mombasa-Nairobi Main,436.5,4304.2,33.4,Partially Open,SNS-007
TEL-004658,2026-07-15T17:24:38,SITE-001,Section B — Nairobi-Nakuru Spur,377.6,2131.8,28.7,Partially Open,SNS-014
TEL-000489,2026-05-01T17:19:01,SITE-002,Section B — Nairobi-Nakuru Spur,451.9,2096.5,32.2,Closed,SNS-007
TEL-004755,2026-07-17T09:15:29,SITE-003,Section B — Nairobi-Nakuru Spur,404.3,3363.5,34.0,Open,SNS-009
TEL-004184,2026-07-06T22:30:39,Kisumu term,Section B — Nairobi-Nakuru Spur,383.5,3149.7,24.8,Closed,SNS-004
TEL-001443,2026-05-19T14:00:33,SITE-004,Section D — Sinendet Lateral,342.1,2133.6,34.8,Partially Open,SNS-004
TEL-004956,2026-07-21T02:12:23,SITE-005,Section C — Nakuru-Eldoret Extension,339.2,2420.5,33.4,Open,SNS-011
TEL-003121,2026-06-17T11:56:06,SITE-003,Section C — Nakuru-Eldoret Extension,391.8,3425.8,39.2,Closed,SNS-001
TEL-002921,2026-06-14T09:20:03,Sinendet  Pump Station,Section E — Makueni Branch,361.2,1828.0,29.8,Open,SNS-010
TEL-004610,2026-07-14T20:00:20,SITE-007,Section A — Mombasa-Nairobi Main,284.0,1977.1,42.9,Closed,SNS-002
TEL-001040,2026-05-11T15:30:26,SITE-003,Section B — Nairobi-Nakuru Spur,303.3,2652.6,32.4,Open,SNS-008
TEL-000962,2026-05-10T04:33:44,SITE-006,Section D — Sinendet Lateral,339.7,4561.6,23.6,Open,SNS-001
TEL-000851,2026-05-08T02:14:05,SITE-004,Section F — Kisumu Terminal Link,303.2,2590.2,23.1,Partially Open,SNS-013
TEL-001842,2026-05-25T21:17:34,SITE-001,Section E — Makueni Branch,486.8,1000.0,24.6,Open,SNS-007
TEL-001074,2026-05-12T05:37:13,SITE-004,Section D — Sinendet Lateral,600.0,3213.8,27.5,Partially Open,SNS-013
TEL-000622,2026-05-04T07:26:17,Nakuru dep,Section C — Nakuru-Eldoret Extension,466.7,3654.8,33.0,Closed,SNS-014
TEL-000027,2026-04-23T12:50:45,SITE-004,Section D — Sinendet Lateral,414.9,2477.8,,Open,SNS-002
TEL-001299,2026-05-16T08:42:04,ELDORET,Section A — Mombasa-Nairobi Main,368.0,2306.7,36.1,Closed,SNS-013
TEL-000324,2026-04-28T18:51:18,SITE-001,Section D — Sinendet Lateral,362.3,2163.0,20.8,Partially Open,SNS-013
TEL-003513,2026-06-24T16:47:00,SITE-005,Section D — Sinendet Lateral,369.9,4184.1,40.7,Closed,SNS-004
TEL-004889,2026-07-19T18:48:29,SITE-002,Section D — Sinendet Lateral,343.6,3629.9,27.0,Open,SNS-004
TEL-000488,2026-05-01T17:13:01,SITE-005,Section D — Sinendet Lateral,433.3,3046.3,31.5,Closed,SNS-012
TEL-003643,2026-06-27T05:22:06,SITE-005,Section E — Makueni Branch,360.0,3648.5,29.6,Open,SNS-003
TEL-003518,2026-06-24T18:51:50,Eldoret term,Section E — Makueni Branch,416.7,3069.7,29.9,Partially Open,SNS-012
TEL-003151,2026-06-17T23:47:59,SITE-005,Section F — Kisumu Terminal Link,276.2,3551.8,18.7,Closed,SNS-013
TEL-000595,2026-05-03T18:07:49,SITE-006,Section E — Makueni Branch,373.0,3502.5,28.3,Open,SNS-009
TEL-001992,2026-05-28T22:15:42,SITE-007,Section C — Nakuru-Eldoret Extension,406.1,3608.8,20.5,Partially Open,SNS-008
TEL-000230,2026-04-27T01:39:08,SITE-003,Section F — Kisumu Terminal Link,451.3,2517.0,24.2,Open,SNS-014
TEL-001649,2026-05-22T20:04:51,SITE-007,Section C — Nakuru-Eldoret Extension,536.1,2891.9,40.2,Open,SNS-005
TEL-003908,2026-07-01T22:39:44,Nakuru dep,Section A — Mombasa-Nairobi Main,449.4,2296.5,32.2,Open,SNS-004
TEL-004569,2026-07-14T08:03:40,Makueni PS,Section E — Makueni Branch,372.2,3073.7,23.9,Partially Open,SNS-011
TEL-003891,2026-07-01T16:05:28,SITE-002,Section D — Sinendet Lateral,556.9,2475.4,32.6,Open,SNS-011
TEL-000010,2026-04-23T05:09:45,SITE-007,Section D — Sinendet Lateral,485.8,3724.7,25.8,Closed,SNS-013
TEL-003065,2026-06-16T12:03:34,SITE-005,Section D — Sinendet Lateral,393.1,2529.3,30.7,Open,SNS-012
TEL-000980,2026-05-10T15:52:27,SITE-007,Section C — Nakuru-Eldoret Extension,370.7,3590.3,31.2,Partially Open,SNS-003
TEL-001157,2026-05-13T23:19:06,SITE-001,Section A — Mombasa-Nairobi Main,328.4,2100.5,,Open,SNS-011
TEL-003459,2026-06-23T21:28:11,Nairobi  Terminal,Section F — Kisumu Terminal Link,433.2,2732.9,29.8,Open,SNS-001
TEL-001349,2026-05-17T08:21:04,SITE-003,Section E — Makueni Branch,361.6,3294.4,27.3,Open,SNS-009
TEL-004924,2026-07-20T09:06:06,KSM Terminal,Section B — Nairobi-Nakuru Spur,511.5,2090.9,15.6,Open,SNS-002
TEL-002729,2026-06-11T01:16:24,Eldoret term,Section D — Sinendet Lateral,349.0,3826.5,36.2,Partially Open,SNS-013
TEL-004112,2026-07-05T08:40:57,SITE-004,Section A — Mombasa-Nairobi Main,370.4,3500.6,23.2,Closed,SNS-005
TEL-001387,2026-05-18T06:14:54,SITE-004,Section A — Mombasa-Nairobi Main,392.1,2606.3,42.3,Partially Open,SNS-007
TEL-000821,2026-05-07T17:16:55,SITE-007,Section D — Sinendet Lateral,470.5,2559.1,22.5,Open,SNS-014
TEL-004864,2026-07-19T04:44:15,SITE-005,Section C — Nakuru-Eldoret Extension,307.7,3841.2,35.3,Closed,SNS-010
TEL-002594,2026-06-08T16:27:12,SITE-003,Section C — Nakuru-Eldoret Extension,342.7,2427.8,29.2,Open,SNS-008
TEL-003343,2026-06-21T13:33:53,makueni section,Section C — Nakuru-Eldoret Extension,474.4,3142.2,32.2,Open,SNS-005
TEL-000136,2026-04-25T13:05:17,SITE-003,Section C — Nakuru-Eldoret Extension,458.2,4580.4,35.3,Closed,SNS-002
TEL-003444,2026-06-23T13:15:27,SITE-005,Section D — Sinendet Lateral,435.8,4112.2,30.5,Partially Open,SNS-008
TEL-000994,2026-05-10T20:00:14,SITE-002,Section A — Mombasa-Nairobi Main,368.3,,19.3,Open,SNS-012
TEL-000990,2026-05-10T19:17:32,SITE-005,Section D — Sinendet Lateral,375.0,3625.9,38.1,Partially Open,SNS-004
TEL-004409,2026-07-11T05:24:54,SITE-002,Section E — Makueni Branch,315.3,3444.7,21.8,Closed,SNS-003
TEL-001752,2026-05-24T15:15:53,SITE-001,Section D — Sinendet Lateral,588.4,3661.1,40.6,Closed,SNS-002
TEL-001370,2026-05-17T17:44:11,SITE-001,Section E — Makueni Branch,473.1,3292.1,22.2,Partially Open,SNS-011
TEL-001716,2026-05-23T23:10:51,SITE-005,Section E — Makueni Branch,331.4,2922.1,34.4,Open,SNS-003
TEL-000100,2026-04-24T19:52:09,SITE-005,Section B — Nairobi-Nakuru Spur,431.4,3661.2,25.7,Closed,SNS-005
TEL-003175,2026-06-18T07:47:08,Kisumu term,Section C — Nakuru-Eldoret Extension,264.7,3515.4,36.8,Open,SNS-001
TEL-001986,2026-05-28T19:39:03,kisumu terminal,Section B — Nairobi-Nakuru Spur,413.5,1500.5,21.0,Partially Open,SNS-004
TEL-001237,2026-05-15T08:40:35,SITE-003,Section F — Kisumu Terminal Link,431.4,3752.6,19.9,Open,SNS-013
TEL-000084,2026-04-24T12:47:15,SITE-006,Section C — Nakuru-Eldoret Extension,403.1,1871.5,35.3,Closed,SNS-009
TEL-000570,2026-05-03T06:52:07,Sinendet  Pump Station,Section E — Makueni Branch,431.0,3173.8,31.8,Open,SNS-012
TEL-004322,2026-07-09T14:27:47,SITE-007,Section C — Nakuru-Eldoret Extension,391.1,2284.0,33.7,Open,SNS-010
TEL-002068,2026-05-30T04:28:00,SITE-006,Section F — Kisumu Terminal Link,295.3,3617.6,28.8,Open,SNS-009
TEL-003358,2026-06-21T21:14:36,SITE-005,Section D — Sinendet Lateral,437.4,3522.5,28.0,Partially Open,SNS-005
TEL-004799,2026-07-18T06:32:51,SITE-005,Section D — Sinendet Lateral,463.3,3819.0,38.6,Closed,SNS-008
TEL-000221,2026-04-26T23:00:36,SITE-005,Section D — Sinendet Lateral,351.9,3576.4,29.9,Closed,SNS-009
TEL-004000,2026-07-03T11:28:11,SITE-002,Section F — Kisumu Terminal Link,412.5,2716.3,29.6,Open,SNS-006
TEL-002830,2026-06-12T20:30:18,SITE-003,Section F — Kisumu Terminal Link,361.6,2818.9,40.2,Open,SNS-013
TEL-004939,2026-07-20T19:06:49,ELD Terminal,Section C — Nakuru-Eldoret Extension,413.9,1963.4,32.8,Closed,SNS-009
TEL-003653,2026-06-27T09:57:21,SITE-005,Section E — Makueni Branch,431.8,2579.4,33.0,Open,SNS-014
TEL-000826,2026-05-07T18:12:08,SITE-004,Section F — Kisumu Terminal Link,464.8,3053.9,29.5,Closed,SNS-013
TEL-004740,2026-07-17T04:48:45,SITE-007,Section D — Sinendet Lateral,420.0,2725.0,24.8,Partially Open,SNS-007
TEL-001595,2026-05-21T23:39:15,SITE-003,Section A — Mombasa-Nairobi Main,519.9,3102.7,26.0,Closed,SNS-002
TEL-000349,2026-04-29T05:23:17,SITE-002,Section E — Makueni Branch,538.6,2721.8,22.8,Open,SNS-014
TEL-001619,2026-05-22T11:14:32,SITE-006,Section D — Sinendet Lateral,422.6,1750.0,18.3,Partially Open,SNS-001
TEL-003287,2026-06-20T11:08:53,SITE-004,Section C — Nakuru-Eldoret Extension,330.2,2045.9,35.6,Closed,SNS-003
TEL-001793,2026-05-25T04:02:54,Eldoret term,Section F — Kisumu Terminal Link,473.9,2992.9,22.8,Open,SNS-013
TEL-004568,2026-07-14T07:57:20,SITE-004,Section A — Mombasa-Nairobi Main,308.4,2772.1,42.2,Open,SNS-010
TEL-000243,2026-04-27T05:37:12,SITE-001,Section B — Nairobi-Nakuru Spur,454.8,1643.4,44.3,Open,SNS-013
TEL-003415,2026-06-22T22:23:01,SITE-003,Section A — Mombasa-Nairobi Main,510.1,1530.4,35.4,Open,SNS-010
TEL-000220,2026-04-26T22:58:36,makueni pipeline,Section D — Sinendet Lateral,498.6,2574.0,26.0,Closed,SNS-014
TEL-000776,2026-05-06T21:29:40,SITE-007,Section E — Makueni Branch,384.2,1965.4,28.3,Open,SNS-009
TEL-001031,2026-05-11T12:36:43,SITE-004,Section F — Kisumu Terminal Link,285.5,3071.1,29.7,Closed,SNS-007
TEL-000947,2026-05-09T21:46:47,SITE-001,Section A — Mombasa-Nairobi Main,316.8,3090.3,26.3,Open,SNS-003
TEL-001770,2026-05-24T20:19:03,SITE-001,Section A — Mombasa-Nairobi Main,337.2,3848.3,29.0,Closed,SNS-011
TEL-003335,2026-06-21T09:50:47,SITE-001,Section E — Makueni Branch,600.0,2755.0,40.6,Open,SNS-011
TEL-001751,2026-05-24T14:46:02,SITE-007,Section C — Nakuru-Eldoret Extension,434.5,3070.5,15.6,Open,SNS-010
TEL-001305,2026-05-16T12:20:48,SITE-001,Section D — Sinendet Lateral,318.8,2305.9,23.3,Partially Open,SNS-012
TEL-002825,2026-06-12T18:39:23,Nakuru  Depot,Section C — Nakuru-Eldoret Extension,443.1,3466.1,34.0,Open,SNS-014
TEL-004313,2026-07-09T12:20:41,SITE-002,Section A — Mombasa-Nairobi Main,319.5,2231.0,34.1,Open,SNS-008
TEL-002639,2026-06-09T11:43:45,Thange section,Section F — Kisumu Terminal Link,506.1,4515.7,29.3,Partially Open,SNS-010
TEL-003147,2026-06-17T21:10:17,SITE-006,Section F — Kisumu Terminal Link,410.5,3166.4,31.3,Open,SNS-006
TEL-001261,2026-05-15T15:21:38,SITE-005,Section F — Kisumu Terminal Link,369.0,2560.4,35.3,Partially Open,SNS-013
TEL-004520,2026-07-13T11:22:11,SITE-003,Section E — Makueni Branch,381.8,2089.8,24.6,Closed,SNS-010
TEL-002044,2026-05-29T20:01:26,SITE-001,Section C — Nakuru-Eldoret Extension,400.3,3090.9,23.0,Closed,SNS-007
TEL-003784,2026-06-29T18:27:21,sinendet pump station,Section A — Mombasa-Nairobi Main,479.2,3493.2,30.6,Open,SNS-002
TEL-004640,2026-07-15T07:52:14,SITE-005,Section C — Nakuru-Eldoret Extension,265.3,3071.4,19.6,Closed,SNS-002
TEL-002458,2026-06-06T05:56:19,SITE-006,Section F — Kisumu Terminal Link,386.8,2681.5,30.4,Closed,SNS-011
TEL-002096,2026-05-30T15:01:13,SITE-004,Section F — Kisumu Terminal Link,327.9,2599.1,38.9,Closed,SNS-001
TEL-002903,2026-06-14T01:31:54,SITE-005,Section D — Sinendet Lateral,314.4,3708.9,45.0,Closed,SNS-009
TEL-001279,2026-05-16T01:34:17,SITE-005,Section A — Mombasa-Nairobi Main,344.0,2264.0,31.3,Closed,SNS-005
TEL-002621,2026-06-09T05:19:26,SITE-005,Section B — Nairobi-Nakuru Spur,533.9,3792.4,31.1,Open,SNS-006
TEL-002339,2026-06-04T04:21:29,SITE-007,Section D — Sinendet Lateral,333.0,3717.2,32.7,Open,SNS-004
TEL-002849,2026-06-13T04:18:01,SITE-002,Section A — Mombasa-Nairobi Main,470.2,2756.5,22.0,Open,SNS-001
TEL-002457,2026-06-06T05:45:24,SITE-002,Section B — Nairobi-Nakuru Spur,528.3,2732.4,32.2,Partially Open,SNS-001
TEL-003229,2026-06-19T03:31:12,SITE-001,Section B — Nairobi-Nakuru Spur,361.6,1853.9,31.9,Open,SNS-010
TEL-003652,2026-06-27T09:36:15,SITE-001,Section A — Mombasa-Nairobi Main,501.1,2915.9,30.6,Open,SNS-014
TEL-001792,2026-05-25T03:47:39,SITE-004,Section D — Sinendet Lateral,437.9,3966.1,35.9,Closed,SNS-013
TEL-002657,2026-06-09T20:06:38,SITE-006,Section E — Makueni Branch,297.8,2961.3,29.7,Open,SNS-011
TEL-003211,2026-06-18T19:34:42,SITE-007,Section A — Mombasa-Nairobi Main,227.1,2626.2,38.0,Partially Open,SNS-007
TEL-002828,2026-06-12T20:00:40,SITE-006,Section B — Nairobi-Nakuru Spur,467.9,2922.3,28.4,Open,SNS-014
TEL-000353,2026-04-29T06:07:28,Sinendet  Pump Station,Section F — Kisumu Terminal Link,357.6,2588.4,15.0,Closed,SNS-002
TEL-003709,2026-06-28T11:51:19,MSA Terminal,Section B — Nairobi-Nakuru Spur,395.4,,19.3,Closed,SNS-013
TEL-003812,2026-06-30T07:05:21,SITE-006,Section D — Sinendet Lateral,276.7,3821.8,37.8,Closed,SNS-009
TEL-000814,2026-05-07T14:42:44,Nakuru dep,Section D — Sinendet Lateral,511.1,1849.2,30.5,Open,SNS-001
TEL-004962,2026-07-21T04:04:04,SITE-006,Section F — Kisumu Terminal Link,335.7,4703.5,20.7,Partially Open,SNS-011
TEL-000235,2026-04-27T03:19:24,Kisumu term,Section D — Sinendet Lateral,364.8,3341.7,34.5,Closed,SNS-008
TEL-001113,2026-05-12T21:32:58,SITE-005,Section A — Mombasa-Nairobi Main,486.7,2296.7,35.3,Open,SNS-004
TEL-000533,2026-05-02T12:07:03,SITE-002,Section E — Makueni Branch,1150,2571.1,29.5,Open,SNS-010
TEL-001472,2026-05-19T23:07:01,SITE-002,Section C — Nakuru-Eldoret Extension,562.5,2699.5,16.0,Open,SNS-008
TEL-000924,2026-05-09T11:52:48,SITE-002,Section C — Nakuru-Eldoret Extension,363.2,2533.0,33.0,Closed,SNS-010
TEL-001610,2026-05-22T03:48:58,SITE-002,Section A — Mombasa-Nairobi Main,465.3,4111.7,25.2,Open,SNS-005
TEL-002156,2026-05-31T18:18:47,SITE-001,Section B — Nairobi-Nakuru Spur,380.2,2470.2,22.1,Open,SNS-010
TEL-001274,2026-05-16T00:03:55,SITE-002,Section F — Kisumu Terminal Link,396.4,3915.7,21.3,Closed,SNS-003
TEL-002550,2026-06-07T19:53:51,SITE-002,Section B — Nairobi-Nakuru Spur,355.9,2586.5,26.7,Partially Open,SNS-012
TEL-001814,2026-05-25T11:24:26,SITE-007,Section B — Nairobi-Nakuru Spur,456.6,4287.6,30.5,Closed,SNS-014
TEL-004465,2026-07-12T09:44:19,SITE-004,Section D — Sinendet Lateral,432.3,2725.5,32.9,Open,SNS-009
TEL-004020,2026-07-03T18:11:46,SITE-002,Section E — Makueni Branch,470.2,2808.8,28.5,Partially Open,SNS-006
TEL-000097,2026-04-24T18:37:44,SITE-003,Section D — Sinendet Lateral,345.1,3113.5,26.2,Open,SNS-013
TEL-000374,2026-04-29T14:54:04,Mombasa  Terminal,Section E — Makueni Branch,424.7,3014.0,28.9,Partially Open,SNS-001
TEL-001371,2026-05-17T17:50:16,SITE-006,Section D — Sinendet Lateral,386.2,3426.9,24.5,Partially Open,SNS-010
TEL-000332,2026-04-29T00:19:09,SITE-007,Section C — Nakuru-Eldoret Extension,421.1,3238.0,29.9,Closed,SNS-006
TEL-004214,2026-07-07T11:31:15,SITE-005,Section D — Sinendet Lateral,600.0,4390.2,31.9,Closed,SNS-001
TEL-000819,2026-05-07T16:49:53,SITE-003,Section D — Sinendet Lateral,200.0,2098.2,22.5,Open,SNS-014
TEL-002617,2026-06-09T04:04:55,SITE-001,Section F — Kisumu Terminal Link,416.8,3914.1,24.6,Closed,SNS-013
TEL-000708,2026-05-05T15:41:05,SITE-004,Section B — Nairobi-Nakuru Spur,336.6,2013.9,20.9,Open,SNS-013
TEL-001905,2026-05-26T23:12:36,SITE-001,Section C — Nakuru-Eldoret Extension,297.3,3211.5,23.1,Open,SNS-005
TEL-000149,2026-04-25T21:49:26,SITE-006,Section C — Nakuru-Eldoret Extension,332.8,3564.8,40.1,Open,SNS-003
TEL-004823,2026-07-18T15:19:24,SITE-007,Section C — Nakuru-Eldoret Extension,440.7,2048.6,37.2,Closed,SNS-004
TEL-002406,2026-06-05T06:42:34,SITE-005,Section D — Sinendet Lateral,359.8,2451.5,25.9,Partially Open,SNS-005
TEL-003067,2026-06-16T12:41:21,SITE-007,Section E — Makueni Branch,402.7,3328.3,42.3,Closed,SNS-001
TEL-003725,2026-06-28T17:08:59,NAKURU,Section B — Nairobi-Nakuru Spur,307.1,2505.3,36.0,Open,SNS-005
TEL-001936,2026-05-27T16:17:24,SITE-006,Section C — Nakuru-Eldoret Extension,486.0,3831.9,32.9,Open,SNS-008
TEL-004291,2026-07-08T21:22:40,SITE-005,Section B — Nairobi-Nakuru Spur,457.9,1252.7,28.0,Partially Open,SNS-008
TEL-004644,2026-07-15T09:55:21,SITE-002,Section A — Mombasa-Nairobi Main,424.1,2048.5,25.5,Partially Open,SNS-013
TEL-002747,2026-06-11T11:59:11,SITE-003,Section D — Sinendet Lateral,430.5,2263.3,35.0,Open,SNS-008
TEL-000214,2026-04-26T21:09:28,SITE-006,Section D — Sinendet Lateral,403.7,2229.9,32.1,Partially Open,SNS-009
TEL-002824,2026-06-12T17:41:51,SITE-001,Section D — Sinendet Lateral,465.8,2479.0,35.7,Open,SNS-002
TEL-004136,2026-07-05T18:45:32,KSM Terminal,Section A — Mombasa-Nairobi Main,473.9,3169.4,31.0,Open,SNS-007
TEL-004992,2026-07-21T20:19:00,SITE-007,Section C — Nakuru-Eldoret Extension,239.5,2899.6,34.3,Closed,SNS-006
TEL-001135,2026-05-13T11:24:30,SITE-004,Section E — Makueni Branch,423.7,3921.3,37.0,Closed,SNS-001
TEL-002503,2026-06-06T22:47:14,SITE-006,Section B — Nairobi-Nakuru Spur,515.1,4534.6,30.4,Open,SNS-006
TEL-001927,2026-05-27T10:16:07,MAKUENI,Section A — Mombasa-Nairobi Main,407.2,2154.4,39.4,Partially Open,SNS-005
TEL-004158,2026-07-06T08:05:18,SITE-006,Section B — Nairobi-Nakuru Spur,521.2,3721.8,28.2,Closed,SNS-014
TEL-000271,2026-04-27T18:47:54,SITE-001,Section C — Nakuru-Eldoret Extension,352.2,3836.9,30.1,Open,SNS-012
TEL-000294,2026-04-28T07:47:41,SITE-002,Section A — Mombasa-Nairobi Main,281.6,2052.3,19.3,Closed,SNS-003
TEL-003450,2026-06-23T14:53:38,ELD Terminal,Section C — Nakuru-Eldoret Extension,303.0,1807.7,33.7,Open,SNS-014
TEL-003346,2026-06-21T15:31:28,NKR Depot,Section A — Mombasa-Nairobi Main,254.3,1630.9,22.3,Open,SNS-009
TEL-002454,2026-06-06T03:44:28,SITE-005,Section B — Nairobi-Nakuru Spur,334.7,3737.7,27.6,Open,SNS-013
TEL-000093,2026-04-24T17:08:54,SITE-006,Section E — Makueni Branch,335.4,2447.4,24.4,Open,SNS-003
TEL-001227,2026-05-15T03:08:55,SITE-002,Section B — Nairobi-Nakuru Spur,399.3,2338.8,40.8,Closed,SNS-009
TEL-001424,2026-05-19T04:29:18,SITE-006,Section C — Nakuru-Eldoret Extension,380.5,2590.8,30.7,Closed,SNS-001
TEL-004265,2026-07-08T11:57:39,SITE-001,Section B — Nairobi-Nakuru Spur,291.8,3634.5,25.0,Open,SNS-006
TEL-004303,2026-07-09T03:30:14,SITE-004,Section D — Sinendet Lateral,391.7,3260.8,34.3,Open,SNS-008
TEL-001769,2026-05-24T20:00:08,SITE-005,Section B — Nairobi-Nakuru Spur,452.1,2928.2,31.3,Partially Open,SNS-002
