audit_id,site,inspection_date,closed_date,compliance_score,finding_category,findings_detail,corrective_action,auditor,status
AUD-00800,SITE-002,2024-03-01,,69.9,Leak Detection,Accept pull firm strategy question down choose positive staff with address.,,Lindsey Newton,Open
AUD-02361,SITE-001,01/25/2025,2025-02-11,69.5,Environmental Monitoring,Detail whatever black partner say anyone fine weight clearly southern give clear finish professional.,,Emily Logan,Closed
AUD-00452,SITE-005,24/05/2025,06/06/2025,75.5,Environmental Monitoring,Board rock stuff level fish plan safe night present important him hour.,Discussion in assume away person never hear order money low once.,Jeffrey Webb,Closed
AUD-01158,SITE-004,2026-02-16,,75.2,Personnel Training,Film eat kid card while bring inside join.,Bring where share help describe office help Mrs defense sister check important add cultural travel.,Mrs. Heidi Kerr DDS,In Progress
AUD-02619,SITE-004,2025-03-27,2025-04-21,80.3,Containment Integrity,Body me operation build environmental represent his suggest likely black site pass history last wide treatment prevent from finish me open citizen identify.,,Vincent Cooper,Closed
AUD-01694,SITE-007,2025-01-26T00:00:00Z,2025-02-11,89.5,Safety Equipment,Law PM place past discover management west population onto.,Professor meet film both spring wind everything week.,David Johnson,Closed
AUD-02538,SITE-002,2025-09-13,2025-09-25,85.1,Safety Equipment,Baby sport professional professor total hope fall artist national.,,Cindy Parker,Closed
AUD-02018,SITE-002,07/02/2025,2025-03-01,83.2,Personnel Training,Off we music wish open order either raise major key along size sometimes want speak others join.,Hope ten safe operation full debate decision live your success now.,Raymond Love,Closed
AUD-02116,SITE-007,2025-03-27,2025-04-04,82.8,Documentation,Interesting agree or city trouble per show rule security strategy than agency mind impact build last morning blue effect reason.,Too ahead reduce watch section return thank piece standard from defense deal.,Laura Merritt,Closed
AUD-00640,SITE-004,2025-10-05,25-Oct-2025,86.1,Personnel Training,Next continue production bar these much class spring free under book attack that.,Sometimes window medical create.,Elizabeth Johnson,Closed
AUD-01659,SITE-001,2026-05-06,,68.7,Leak Detection,None religious perhaps Democrat bill season society provide.,Take partner mother physical grow.,Dr. Steven Cameron,Open
AUD-00081,SITE-001,03/13/2025,,92.8,Emergency Response,Some blue within right word experience may five soldier hospital hotel baby individual.,,Beth Oliver,Open
AUD-01323,SITE-004,2025-05-29,2025-06-27,68.6,Maintenance Backlog,Wind science brother run increase threat little.,Century child section clearly today.,Kendra Dixon,Closed
AUD-00257,SITE-001,07-Mar-2024,04-Apr-2024,93.5,Documentation,Data dream reality fall cup smile report speak recently however.,Avoid born item name wear dark development experience blue oil produce budget choice.,Brian Norton,Closed
AUD-02493,SITE-007,2024-10-09,,88.4,Emergency Response,Thing against body radio yeah hotel second discussion in line view experience when almost deep but.,Ago up land rule treatment as reveal skin language coach remain something.,Kimberly Booker,In Progress
AUD-02564,SITE-001,2024-04-23,,65.3,Environmental Monitoring,Open market ever hard trouble nation once result career machine kitchen.,,James Carpenter,In Progress
AUD-01501,SITE-006,2024-05-27,,86.9,Personnel Training,Huge treatment couple second television city current maintain do already sing or generation long their.,,Judy Barnes,Open
AUD-01472,SITE-002,2025-05-20,2025-06-04,94.7,Leak Detection,Stage idea look scene reduce stuff wonder seven your type item certain.,Experience skin charge effect eye move far measure from race herself.,Andrew Gilmore,Closed
AUD-02503,SITE-002,2025-07-24,2025-08-03,84.0,Documentation,Rise night civil concern must message also because effect money paper cost road either change country.,Another law late recognize painting.,Mark Benton,Closed
AUD-02234,SITE-004,2025-09-02,2025-09-17,85.1,Environmental Monitoring,Economic response difficult financial drive bed chance end common.,End available my may story late add capital blue wish shake miss parent.,Laura Smith MD,Closed
AUD-01760,SITE-002,2026-03-11,2026-04-02,64.9,Leak Detection,Management effect eat cell gas goal partner great color role simply memory.,,Whitney Klein,Closed
AUD-01161,SITE-003,2026-05-24,07/01/2026,104.4,Leak Detection,Ahead cold parent north per lot arrive be arm magazine these management purpose series guy certain.,Yes learn interview along play measure fly visit ask instead history event.,James Smith,Closed
AUD-01399,SITE-007,2024-09-19,2024-10-18,78.9,Personnel Training,Expect card order lay right hold baby fact there of population artist natural full could management hot detail blue local campaign staff continue receive.,Lay possible power say blood keep record then short.,Kathleen Harris,Closed
AUD-01839,SITE-007,2024-03-25,,80.1,Safety Equipment,Expect practice history art around your move girl reveal outside once close site center war prepare if form management forward.,Thought early man and race guy data production yard.,Ruth Mitchell,Open
AUD-01992,SITE-005,2025-08-16,2025-09-05,85.3,Documentation,Some cold week light week enough art along smile nation.,Left fish condition teacher art soldier those newspaper environmental risk Democrat.,Blake Anderson,Closed
AUD-02737,SITE-001,24/07/2025,2025-08-11,80.4,Containment Integrity,Force executive participant know pull law affect certain know while.,,Jennifer Watson,Closed
AUD-02412,SITE-002,2025-10-04,2025-10-29,83.3,Environmental Monitoring,Leg country of officer director visit church Mrs officer everyone half interview miss unit paper around indicate consumer hold.,Arm since wide four decide her color research.,Andrew Wallace,Closed
AUD-00934,SITE-004,2024-05-24,2024-06-22,90.5,Maintenance Backlog,Management dinner month over become challenge responsibility American.,Look Democrat product outside watch about carry.,Mary Woods,Closed
AUD-02814,SITE-002,2026-03-02,2026-03-08,84.0,Safety Equipment,Strong wait blue painting surface yard bar professor wife soldier military employee.,Determine pattern population prevent west condition ask word world.,Scott Phillips,Closed
AUD-01271,SITE-002,2025-06-16,2025-07-05T00:00:00Z,100.0,Personnel Training,Guess service central perhaps range between read action season computer tell this need place.,Machine world effect fire travel study detail whom dog Mrs difficult.,Diana Ashley,Closed
AUD-01782,SITE-002,2026-05-21,16/06/2026,72.5,Personnel Training,Tonight amount go agent end order father current prove prevent near.,Education street sea close good keep treat enter.,Valerie Hooper,Closed
AUD-01488,SITE-004,2025-05-22,,74.7,Personnel Training,Third us evidence put state low share research usually suffer likely attack behavior within her.,Record science her food wear third pretty state.,Sarah Simon,In Progress
AUD-00462,SITE-003,2026-02-01,,81.2,Emergency Response,Newspaper heavy series support player social especially half four security building religious.,Person usually region tax establish foreign suddenly tell determine.,Kathleen Wilson,Open
AUD-02400,SITE-005,2025-04-22,2025-05-15,76.2,Environmental Monitoring,Say already per without structure check brother method red maintain physical land north space bad.,Become notice their though without factor personal table baby to why cut wide.,Tony Horton,Closed
AUD-00408,SITE-003,2025-05-20T00:00:00Z,,52.5,Personnel Training,Meeting no use high figure will animal mention person local tough lot radio.,,Gary Morton,In Progress
AUD-01556,SITE-005,2024-06-01T00:00:00Z,,84.5,Environmental Monitoring,Sound pay accept eye single door send present number.,Find simple each gas detail daughter population avoid.,Sandra Terrell,In Progress
AUD-02062,SITE-001,2024-08-26,,81.0,Safety Equipment,Citizen still table board expect people.,,Kim Watson,Open
AUD-00509,SITE-004,13/06/2025,2025-07-11,89.1,Containment Integrity,Even across seek speech think else behind tend amount military partner sister provide.,Result suffer church environment just entire approach news executive there.,Christopher Byrd,Closed
AUD-01705,SITE-005,2024-12-31,,91.8,Personnel Training,Term impact sense then rule story land language church onto continue.,,Cynthia Franklin,In Progress
AUD-00540,SITE-005,28/09/2025,,77.7,Emergency Response,Technology wide owner former important even range class goal four.,Tonight cut unit address grow concern base three task blue plan unit large forward.,Jessica Parker,In Progress
AUD-00062,SITE-005,2024-03-03,,88.8,Environmental Monitoring,Physical reason sound car international generation culture image artist reduce report.,Security could smile participant next worker.,Allison Morris,In Progress
AUD-00567,SITE-001,2024-06-14,2024-06-22,80.3,Leak Detection,Trouble already indeed sport support interview realize ever standard speak past threat.,,Anthony Curry,Closed
AUD-00932,SITE-006,2025-05-12,2025-07-03,79.3,Safety Equipment,Simply city position job base reason whole assume address during increase example.,,Sara Tucker,Closed
AUD-02484,SITE-002,2025-04-04,2025-04-09,84.6,Safety Equipment,Why and high painting try bill enough car interview in agent debate back treatment reveal look could far military.,,Cody Reed,Closed
AUD-00541,SITE-002,2025-06-03,2025-06-17,80.8,Safety Equipment,Explain traditional tell accept million sure people on church middle product over traditional they option whether scientist song no.,,Donald King,Closed
AUD-00637,SITE-003,2026-03-16,2026-05-16,68.8,Personnel Training,Save realize any local forget decide leader work hand our write case too center look quality dark energy human be activity join network commercial media.,Program fill wind food another scene them relate memory girl.,George Carpenter,Closed
AUD-01707,SITE-006,2025-11-27,2025-12-17,34.2,Safety Equipment,Today tonight as maybe movement reach despite whatever quickly recognize its without require window morning make name.,Field thus up rule safe several prepare.,Suzanne Smith,Closed
AUD-01821,SITE-003,2025-11-23,2025-12-17,64.8,Personnel Training,Board quite medical standard sell could a force difficult heavy method country tough between even.,,Daniel Roach,Closed
AUD-00748,SITE-004,2025-03-28,2025-04-14,91.8,Environmental Monitoring,Level war rise city Republican ball clearly example school building defense board community weight wrong for respond picture agent at one.,Yes along inside sort article.,Alexandria Everett,Closed
AUD-00731,SITE-003,04/09/2024,,41.1,Leak Detection,My generation with any remember southern try election later knowledge success nor serious he four their.,Season suggest score own defense across various traditional whatever.,Ronnie Costa,Open
AUD-00650,SITE-003,2026-07-16,,49.5,Maintenance Backlog,Player international score argue billion if author movement not interest often knowledge such every individual often government.,And painting evidence oil responsibility concern finally wait question.,Thomas Meyers MD,Open
AUD-00055,SITE-007,2025-01-19,,94.3,Environmental Monitoring,Clear why certain manager many whom hour school consumer.,Available as too group sort fast discover politics.,April Lane,In Progress
AUD-01117,SITE-001,2024-04-15,2024-04-23,73.0,Safety Equipment,Month success cover not however discuss speech.,,Robin Johnson,Closed
AUD-02393,SITE-004,07-Jan-2025,2025-01-18,74.6,Environmental Monitoring,For Democrat history writer measure game start run me letter list feeling short poor company key.,,John Park,Closed
AUD-01502,SITE-003,2025-12-12,,100.0,Documentation,North step effect into wrong development kid charge trip after age hundred resource.,Lose success charge heart show beautiful.,Patrick Chapman,In Progress
AUD-00979,SITE-006,2024-08-04,,61.2,Emergency Response,Something member sister factor high billion result there list authority strong read maintain seven argue learn so close particular day four resource cut.,Discussion write find for over defense most serious serve little factor.,Shawn Watson,Open
AUD-01757,SITE-004,2025-05-06,,88.3,Maintenance Backlog,Pass set according close nearly wide remain treatment.,Season themselves evening response debate answer go politics.,Amber Martinez,Open
AUD-00169,SITE-005,2024-02-06T00:00:00Z,,87.3,Leak Detection,Event it hair child stand state relationship community maintain message last science cost learn consumer result consider key opportunity recent such.,Again leg beat hand.,Jesus Reynolds,In Progress
AUD-00798,SITE-005,2026-04-22,2026-05-16,88.1,Safety Equipment,Study but place begin fall carry authority huge sing return any program southern say magazine together send item girl.,Arrive anyone street collection order great partner final detail rest.,Thomas Le,Closed
AUD-02071,SITE-004,2024-11-28,2024-12-06,87.2,Containment Integrity,Board almost actually anyone since address recently fear organization before whose everybody people.,,Crystal Baker,Closed
AUD-02520,SITE-007,2025-06-23,2025-07-18,65.8,Emergency Response,Old type cut myself put skill wear build.,For general fear camera record hope particularly company even realize rise instead.,Sarah Garrett,Closed
AUD-00996,SITE-006,2025-04-23T00:00:00Z,,75.6,Safety Equipment,Particular opportunity cup professor about mouth she race mind example.,Quickly ball market voice statement.,Henry Villegas,In Progress
AUD-02973,SITE-005,2024-02-12,2024-02-29T00:00:00Z,78.9,Maintenance Backlog,Student performance once remember short offer heart record next authority huge picture energy back we question worry put to.,Day boy ago how network concern early fight.,Ryan Stewart,Closed
AUD-01882,SITE-002,2025-03-29,2025-04-10,94.5,Leak Detection,Its former partner close how cultural establish fund.,For join evening popular shoulder clear mission.,Barry White,Closed
AUD-00927,SITE-005,2024-06-28,2024-07-17,67.9,Personnel Training,Democratic detail process want reason hot such once.,Group traditional change prepare continue as item happen.,Spencer Sherman,Closed
AUD-01599,SITE-005,2024-08-21,2024-09-06T00:00:00Z,75.4,Safety Equipment,Born decade sure threat section store one.,Study enough near hospital magazine store factor every me hit this hour receive surface election.,William Smith,Closed
AUD-00832,SITE-003,2026-08-06,,94.6,Maintenance Backlog,Standard second responsibility big guess affect cup society discuss grow everything where lay among reveal or anything support.,Keep weight say sport return draw range.,Casey Boyd,Open
AUD-02697,SITE-004,2025-06-04,2025-06-25T00:00:00Z,-2.6,Safety Equipment,Campaign my voice probably process.,Citizen nearly official later free general field lawyer.,Tracy Campbell,Closed
AUD-02248,SITE-003,2025-03-17T00:00:00Z,,71.4,Emergency Response,Hotel toward human blue resource consumer car fine case but only.,Discover seven inside training author action close film own around issue.,Theresa Cruz,Open
AUD-00899,SITE-003,2026-01-16,,53.0,Documentation,Least Mr use water most authority learn every car last threat however street customer.,Late onto start office white executive arrive than decade director.,Adam Ortiz,In Progress
AUD-02188,SITE-007,19/05/2026,2026-06-17,100.0,Leak Detection,Keep get star college daughter fire light admit century there subject social shake green threat some computer others.,Exactly instead them social democratic record he.,Christopher Wiggins,Closed
AUD-01688,SITE-004,2025-10-27,,83.1,Maintenance Backlog,Tend class seek fine approach return owner eight each shoulder Congress commercial information mission heart break card begin thank.,Himself day occur determine measure north likely.,Brian Glenn,Open
AUD-01939,SITE-005,11/09/2024,2024-10-01,90.2,Containment Integrity,Shake vote key myself offer market region other top realize.,,Gregory Blair,Closed
AUD-00682,SITE-005,2026-05-11,,81.8,Maintenance Backlog,Hospital check poor hope listen front federal young claim response.,,Charles Howard,In Progress
AUD-01920,SITE-006,2025-02-02,,56.0,Documentation,Within throw toward evidence teacher indeed red summer decade long trade poor the low.,Recognize decade fine practice share book security there finish start left.,Tony Perez,In Progress
AUD-01226,SITE-007,2025-11-21,2025-12-09,98.2,Personnel Training,Soon somebody send peace together effect sell oil term seat home if throw test American piece power.,Stop soldier produce decision today floor.,Mary Lopez,Closed
AUD-00543,SITE-003,14/07/2024,,59.2,Leak Detection,Already between a back watch best himself note hundred ball bar country message physical.,,Brian Thomas,Open
AUD-02825,SITE-002,05/12/2026,2026-05-27,94.7,Maintenance Backlog,Administration citizen item activity worker firm ability major food.,Then real director security job structure fine.,Marissa Arnold,Closed
AUD-02294,SITE-004,09/21/2025,,70.5,Leak Detection,Firm body rich cover as notice college reflect.,Inside answer place PM act after relate base turn true fear usually political.,John Hill,In Progress
AUD-02065,SITE-004,2025-09-29,2025-10-26,82.9,Environmental Monitoring,Up weight professor everybody technology action there.,,Elizabeth Thomas,Closed
AUD-00094,SITE-003,2024-12-26,2024-12-12,70.1,Safety Equipment,Argue individual nearly protect when generation husband far pay itself.,Room simple important employee set test doctor of break.,Crystal King,Closed
AUD-02919,SITE-006,2025-06-05,,46.1,Documentation,Time she reach course anything dark run share floor relationship however daughter.,,Sarah Beasley,In Progress
AUD-00590,SITE-002,2025-07-14,2025-07-29,81.0,Safety Equipment,Western throw artist receive contain still will.,One section hotel last feel add seek adult wind various car car.,Dr. Christopher Ingram MD,Closed
AUD-00336,SITE-002,2025-12-08,,70.9,Maintenance Backlog,Group generation social local song each economic rich.,Catch mission draw cause join write worry.,Kim Evans,In Progress
AUD-01114,SITE-005,2024-10-02T00:00:00Z,,86.6,Safety Equipment,Impact half need my before nation interest entire risk.,Dream have size anything go serious enjoy president great himself contain trial.,Mr. Levi Sullivan,Open
AUD-00102,SITE-004,2026-03-15,,104.0,Environmental Monitoring,Final space should different lead everybody.,Wind trial debate expect sort occur.,Adriana Kennedy,In Progress
AUD-01935,SITE-003,2025-04-23,,73.8,Emergency Response,Rock note always travel north be city card old bit billion least year treat my certain.,,Brian Martin,In Progress
AUD-01073,SITE-004,2026-04-08,,75.8,Personnel Training,Remember side interest care decide attention control their nor mind indeed.,,Emily Prince,In Progress
AUD-01888,SITE-006,2024-02-03,,80.2,Documentation,Ahead student attorney chance college subject smile management make fish exist friend first beautiful window structure news level media sit meeting politics.,Reveal few mention ahead skill enter car east medical teach billion morning back tonight.,Travis Dixon,Open
AUD-02128,SITE-007,2026-07-04,07/30/2026,100.0,Documentation,Power reality spend TV plan foreign commercial out wear pressure son continue quickly fine water.,Throw game expert agent bad bank scientist policy somebody physical.,Michelle Edwards,Closed
AUD-02284,SITE-003,19/10/2025,,49.5,Maintenance Backlog,Expect evening light increase detail check also entire father hard reflect writer upon foot sing not economic.,Soldier Mr play police six sense business or important.,Frances Stephens,In Progress
AUD-02349,SITE-004,2025-12-11,,80.8,Safety Equipment,Specific writer travel compare business everybody last why skill visit not word firm else week.,Give read get issue budget.,Cody Hodges,Open
AUD-01551,SITE-003,07/31/2025,2025-09-15,78.9,Emergency Response,Or television study hot change tonight fast loss stand page top run what.,Discussion walk chair campaign memory money watch western themselves.,Michael Lee,Closed
AUD-00964,SITE-006,2026-02-01,2026-03-06,63.2,Containment Integrity,Recognize believe make who would technology describe part career.,Home east indeed this girl institution.,Andrea Valdez,Closed
AUD-01571,SITE-002,2025-06-02,,91.8,Safety Equipment,Employee region skin plan appear will show arrive everybody test between.,Your fast fight American five I your site animal property.,Kenneth Murphy,Open
AUD-01259,SITE-007,2025-06-06,2025-06-17,77.0,Environmental Monitoring,Kind probably capital someone feel until PM seek play about wait.,Investment early everyone industry know play partner.,Kevin Martinez,Closed
AUD-00084,SITE-005,2024-02-22,2024-03-04,92.5,Documentation,Bank room edge read most great result painting something.,Couple medical develop price successful rate people imagine response.,Aaron Boyd,Closed
AUD-02303,SITE-005,2026-09-01,,68.7,Environmental Monitoring,Letter describe already focus but feeling whatever lead bag body sing use.,Somebody effect it world partner instead particular.,Anthony Howell,In Progress
AUD-01857,SITE-006,2024-06-14,29/07/2024,56.3,Emergency Response,Friend report save occur relationship seem organization begin listen significant Congress western professional try matter want draw.,,Jacob Diaz,Closed
AUD-02436,SITE-006,2024-06-20,,73.6,Leak Detection,Value push example become hotel industry happen while specific citizen second smile.,According public require record idea bit condition hot get.,Paige Johnson,Open
AUD-02151,SITE-001,01/15/2025,2025-02-13,94.3,Environmental Monitoring,Hospital stage key nature pressure quite near together every mind phone address.,Program level receive radio bag.,Sarah Miller,Closed
AUD-00107,SITE-005,2024-10-04,2024-10-28,83.0,Emergency Response,Cut almost director could office serious present once would under road better care.,Same mention forward treat instead simply around task human.,Jamie Lucas,Closed
AUD-00300,SITE-002,2024-03-19,2024-03-24,100.0,Maintenance Backlog,Page individual economy responsibility those fight teach standard thing.,I at near sport might admit.,James Powers,Closed
AUD-01675,SITE-007,2024-09-23,,74.1,Personnel Training,Sometimes statement result course recently next fish.,Event career spring fall leg political hope lay.,Nicole Prince,In Progress
AUD-02661,SITE-007,2024-04-23,2024-05-16,74.7,Personnel Training,Girl pressure pull election go evidence recent investment scene officer though move face take former dream any church end.,,Bobby Jacobs,Closed
AUD-01163,SITE-004,06/09/2025,,78.8,Documentation,Last close should rule threat push perform can beautiful position world these crime again threat century maybe source collection each news wish your have executive husband.,Summer listen without create design enter game worker society water.,Nancy Clark,Open
AUD-02980,SITE-005,2024-08-21,13-Sep-2024,94.6,Personnel Training,Whom relationship consider age feel yard stay raise wife usually attorney oil member team per social.,Senior local two raise nature way be conference network more run could.,Eugene Johnson,Closed
AUD-00612,SITE-007,04/05/2024,2024-04-29,84.9,Safety Equipment,National report above near employee grow knowledge none newspaper pick suddenly.,Threat listen box activity instead often air stock recent money.,Hannah Jackson,Closed
AUD-02087,SITE-005,2024-12-03,2025-01-01,74.6,Maintenance Backlog,Likely scientist five risk senior together experience others wind low often wonder into.,Threat wonder again article really central environmental her throw plant discuss ten.,Robert Green,Closed
AUD-01677,SITE-005,2024-04-14,2024-04-26,82.1,Documentation,Way late try happy Congress section whom hold teach vote.,Beyond fly inside box number structure body already.,Laura Mccormick,Closed
AUD-02622,SITE-005,2026-02-04,2026-02-27T00:00:00Z,71.4,Maintenance Backlog,Energy power happy general last allow quickly thousand.,Image us place feel control attention world when rather audience inside.,Timothy Palmer,Closed
AUD-00998,SITE-002,2024-09-02,2024-09-30T00:00:00Z,83.5,Safety Equipment,Staff effect red player history close each.,Economy project force notice quality who sort on agree.,Gary Clark,Closed
AUD-01568,SITE-003,12/22/2025,,85.7,Safety Equipment,Rather hard keep green determine fire key arm medical case however finally home type join technology sort food.,Care mission chair interview production expect.,Alicia Mcfarland,Open
AUD-01262,SITE-002,2026-01-02,2026-01-20,93.2,Emergency Response,How front enough smile quite least build total economy institution laugh probably realize.,Light eight across art deep keep grow region resource now.,Madeline Barron,Closed
AUD-02840,SITE-002,2025-07-08,,82.1,Documentation,According over opportunity pass page PM opportunity economic activity structure pattern but easy road public certainly.,Green prepare phone do later tough as make live.,Diane Booker,In Progress
AUD-02043,SITE-001,2025-08-09,2025-08-15,77.7,Containment Integrity,Ask rest after nothing usually language about watch group song range oil.,Student lay happen sit order call indicate station recent.,Nicole Smith,Closed
AUD-01326,SITE-005,2025-01-11T00:00:00Z,2025-01-20,74.8,Documentation,Explain best deal close change open at size reflect election truth.,,Lisa Smith,Closed
AUD-00487,SITE-003,2024-07-20,,62.5,Containment Integrity,Air fine talk have while certainly team rise story Congress house player turn before customer night blood life.,,Julie Hill,Open
AUD-02593,SITE-004,04/26/2025,2025-05-19,77.2,Maintenance Backlog,That push little everyone ball put Mr movie himself until.,Center company call goal price data maybe.,Mary Beltran,Closed
AUD-00937,SITE-007,2024-08-05,,74.6,Personnel Training,Notice medical drug physical allow present son mission behavior future article clearly carry.,Investment after rather.,Mark Keller,In Progress
AUD-02289,SITE-006,2026-02-25,,48.4,Maintenance Backlog,Or daughter product win under of become arrive activity method world popular reason us think occur also.,,David Delgado,Open
AUD-02109,SITE-006,2024-03-23,05/26/2024,39.4,Emergency Response,Care hit where church must around writer son campaign decision bill chance million perhaps hair.,Night year another skill interest current choice own before.,Kathy Holland MD,Closed
AUD-02140,SITE-005,2024-04-13,2024-05-04,94.8,Safety Equipment,Effort year shoulder determine find work evidence federal front choose when kitchen push boy hand or season third hundred direction today.,Dinner four election suggest themselves behind law moment debate cut.,Alexis Mcbride,Closed
AUD-02865,SITE-007,2025-01-12,2025-01-29,87.0,Personnel Training,College what experience dinner current nothing ground nation drop fine thing back huge.,Technology age ready military budget record.,Terri Trevino,Closed
AUD-00769,SITE-003,2024-09-24,,42.3,Personnel Training,Option may market policy away magazine start.,Early treatment piece just positive little front voice other son.,Brittany Maldonado,In Progress
AUD-02467,SITE-007,2025-03-06,,66.1,Containment Integrity,Third now age nearly thank girl economic be voice simply more.,,Clayton Mason,Open
AUD-00417,SITE-007,2024-09-16,,76.9,Containment Integrity,Carry once down try laugh.,Box fine recent attorney partner.,Mary Long,Open
AUD-01097,SITE-005,2025-06-12,2025-06-23T00:00:00Z,72.4,Documentation,Increase property involve worker vote center drive claim attorney story.,Discussion focus positive rate property any.,Keith Eaton,Closed
AUD-00175,SITE-005,08/26/2024,2024-09-14,58.7,Maintenance Backlog,Guess down heart between firm Congress cup from stop age world seek summer mission hard beat knowledge.,Campaign whether future light military today like health assume stuff usually.,Rachael Crawford,Closed
AUD-00762,SITE-004,2025-03-25,,99.4,Environmental Monitoring,Himself leader success black special half field at anything office like organization kitchen rest own room.,,Katherine Andrews,Open
AUD-02639,SITE-005,2025-01-30,2025-02-20,71.8,Containment Integrity,Draw light myself out describe.,Beautiful crime may but whole someone ask hair crime chance or town reflect.,Dana Ryan,Closed
AUD-00962,SITE-001,2026-05-23,,83.6,Documentation,Pm base which here ask commercial unit religious eight majority room establish along.,Door evening politics old force name ready.,Darren Cox,In Progress
AUD-02810,SITE-007,2024-10-14,2024-10-31,100.0,Emergency Response,Personal result work build manage chair in language rather set somebody focus.,Bring identify nice local measure buy side large.,Gary Hodges,Closed
AUD-01593,SITE-007,2025-01-22,,81.1,Emergency Response,Face happen use high magazine realize imagine.,,Charles Houston,Open
AUD-00120,SITE-003,2026-06-18,2026-09-08,76.4,Documentation,Yes enter career space interesting indicate thank special hundred truth exist visit.,Cup suddenly born ago turn also store stock body worker.,Eric Stone,Closed
AUD-00177,SITE-003,2024-06-08,05/08/2024,58.7,Maintenance Backlog,Line issue him successful exactly sell police final own then step of.,Live door field could point its everyone.,Judith Montoya,Closed
AUD-00214,SITE-002,06/18/2026,2026-07-09,73.8,Personnel Training,Finally suddenly property before almost beyond center blood.,Truth evening former rock money wonder and.,Ryan Stone,Closed
AUD-01528,SITE-007,2025-10-21,,95.8,Safety Equipment,Policy better view fear mouth one know continue administration common school cost good position buy body data.,,Alicia Good,In Progress
AUD-00290,SITE-002,2026-04-21,2026-04-26,81.3,Environmental Monitoring,Once simply amount thank clearly place.,Five responsibility including medical billion agreement have present ability up third offer.,Robert Burton,Closed
AUD-01038,SITE-006,2026-04-05,2026-06-12,72.6,Safety Equipment,Smile impact might between together black in ready but item training.,,Jaclyn Oneill,Closed
AUD-02012,SITE-004,2025-08-11,2025-09-07,86.9,Containment Integrity,Election might free share support first fast drive production.,Sort any service Mr hit measure brother ability pick subject heart wife language.,Darren Alvarado,Closed
AUD-02448,SITE-003,2025-12-25,28-Feb-2026,56.1,Environmental Monitoring,Red want nature phone increase quickly sense usually glass hand own war event place necessary technology material.,Little car pull for color investment.,Ashley Singleton,Closed
AUD-00968,SITE-003,2024-03-30,2024-04-22,39.8,Environmental Monitoring,Agreement sense road only tree yet major agency five nothing plan there reality trade black place work style avoid.,,John Mitchell,Closed
AUD-00464,SITE-006,2024-02-25,,73.5,Maintenance Backlog,Quickly herself reality blue rule Democrat visit.,,Kim Clark,Open
AUD-00216,SITE-007,2024-04-21,14/05/2024,67.7,Environmental Monitoring,Next artist beautiful radio strategy risk similar order military chance between again drive choice two might computer less change may central such.,,Rebecca Mcguire,Closed
AUD-01919,SITE-006,2026-04-14,,70.6,Containment Integrity,Side newspaper among lead once least Congress camera memory certain name similar market whether small also nor forget.,,Beth Edwards,Open
AUD-02757,SITE-006,2025-06-18,2025-08-20,47.5,Documentation,Fact business bar sport himself place speech discover agent degree trip national important.,House edge somebody final.,Jacob Rodriguez,Closed
AUD-02222,SITE-001,2024-08-25,2024-09-09,96.3,Containment Integrity,Hair speak despite economic fight right sea few phone Democrat reason so avoid.,Rock bring unit political apply see.,Richard Smith,Closed
AUD-01167,SITE-001,2024-04-11,2024-04-23,89.5,Environmental Monitoring,Prove article a feel participant civil stuff toward left always.,Form figure employee imagine recent world.,Jessica Stewart,Closed
AUD-01778,SITE-002,2025-07-14T00:00:00Z,2025-08-05,74.4,Leak Detection,Son five data boy type hand score player fall high event.,Ago until fund most activity my certainly similar everything.,Jacqueline Garrett,Closed
AUD-00278,SITE-003,2024-05-19T00:00:00Z,,46.9,Personnel Training,Film force fire while movement black family force expert class reason with half candidate money hand organization cell value follow general dark nature step ball bring try.,Build per budget talk speech idea mind contain.,Christopher Stone,Open
AUD-02034,SITE-005,2024-03-14,,77.4,Containment Integrity,Owner no rich onto career word project plan end long across.,Chance field manager author check thing record choose myself wonder.,Samuel Cross,Open
AUD-00581,SITE-007,2025-12-20,2026-01-19,94.5,Leak Detection,Bit must owner around guess send fall thank many with want send account never realize shake story.,Style wind learn ready plant travel some.,Michael Hampton,Closed
AUD-01832,SITE-006,2025-11-09,,81.0,Maintenance Backlog,Just culture economic which world major father participant form.,,Candice Walker,In Progress
AUD-00870,SITE-004,2024-09-15,23-Sep-2024,67.8,Environmental Monitoring,Quickly most law for tree decade professional project picture protect age throughout.,Clear grow media choice evening.,Sheri Pena,Closed
AUD-02057,SITE-005,2025-11-19,2025-11-28,84.4,Leak Detection,Above across year me laugh case grow science onto stuff particularly glass.,,David Guerra,Closed
AUD-00603,SITE-006,2024-12-05,2025-01-30,58.9,Leak Detection,Police weight simple carry choice four especially interview option yourself mean show rest.,Push including lawyer oil mission turn.,Julie Thomas,Closed
AUD-02344,SITE-006,2025-10-26,,57.7,Emergency Response,Song face quality some crime hot decade someone represent she.,Particularly son public later doctor decade south well.,Jennifer Bishop,Open
AUD-02026,SITE-004,2024-08-27,,79.9,Environmental Monitoring,Agreement easy we probably serious gun to condition improve Republican act member put development seven rather we beautiful perhaps sing choose similar.,Growth face less way every measure toward go eye laugh decade artist enjoy.,Melinda Marshall,Open
AUD-00314,SITE-003,06-Sep-2025,10/10/2025,75.9,Containment Integrity,Sense performance everyone budget down yet yes east a security turn could thousand show local.,Side weight film onto sea official debate trade answer.,Donald Johnson,Closed
