session_id,beneficiary_id,cohort_id,session_date,attendance_status,session_type,facilitator
SES-0011974,BEN-00505,COHORT-SC-026,2026-05-15,Present,Mentorship,Hassan Auma
SES-0011975,BEN-00505,COHORT-SC-026,19/05/2026,Present,Workshop,Brian Were
SES-0011976,BEN-00505,COHORT-SC-026,2026-05-26,Present,Mentorship,Harrison Mugo
SES-0011977,BEN-00505,COHORT-SC-026,2026-06-02,Present,Group Discussion,Brian Were
SES-0011978,BEN-00505,COHORT-SC-026,2026-06-09,Present,Mentorship,Cynthia Adhiambo
SES-0011979,BEN-00505,COHORT-SC-026,16/06/2026,Present,Mentorship,Gladys Chebet
SES-0011980,BEN-00505,COHORT-SC-026,2026-06-23,Absent,Skills Lab,Yvonne Gichuki
SES-0011981,BEN-00505,COHORT-SC-026,2026-06-30,Present,Mentorship,Rose Otieno
SES-0011982,BEN-00505,COHORT-SC-026,2026-07-07,Absent,Mentorship,Nancy Chebet
SES-0011983,BEN-00505,COHORT-SC-026,2026-07-14,Present,Group Discussion,Seun Mutinda
SES-0011984,BEN-00505,COHORT-SC-026,2026-07-21,Present,Group Discussion,Raphael Auma
SES-0011985,BEN-00505,COHORT-SC-026,2026-07-28,Present,Group Discussion,Brian Njoroge
SES-0011986,BEN-00505,COHORT-SC-026,2026-08-04,Absent,Mentorship,Nicholas Mutinda
SES-0011987,BEN-00505,COHORT-SC-026,2026-08-11,Present,Group Discussion,Rose Ndung'u
SES-0011988,BEN-00505,COHORT-SC-026,2026-08-18,Present,Mentorship,Gladys Musyoka
SES-0011989,BEN-00506,COHORT-SC-026,2026-03-03,Present,Skills Lab,Rose Mutua
SES-0011990,BEN-00506,COHORT-SC-026,2026-03-10,Present,Mentorship,Hassan Nyambura
SES-0011991,BEN-00506,COHORT-SC-026,2026-03-17,Present,Mentorship,Lilian Musyoka
SES-0011992,BEN-00506,COHORT-SC-026,2026-04-06,Absent,Mentorship,Joseph Kiprotich
SES-0011993,BEN-00506,COHORT-SC-026,2026-03-31,Present,Skills Lab,Kendi Mugo
SES-0011994,BEN-00506,COHORT-SC-026,2026-04-07,Present,Workshop,Stephen Maina
SES-0011995,BEN-00506,COHORT-SC-026,2026-04-14,Present,Group Discussion,Violet Musyoka
SES-0011996,BEN-00506,COHORT-SC-026,2026-04-21,Present,Mentorship,Patrick Njoroge
SES-0011997,BEN-00506,COHORT-SC-026,2026-04-28,Present,Mentorship,Quinton Were
SES-0011998,BEN-00506,COHORT-SC-026,2026-05-05,Present,Group Discussion,Patrick Ochieng
SES-0011999,BEN-00506,COHORT-SC-026,2026-05-12,Present,Workshop,Uchenna Wangari
SES-0012000,BEN-00506,COHORT-SC-026,2026-05-19,Present,Workshop,Hassan Rotich
SES-0012001,BEN-00506,COHORT-SC-026,2026-05-26,Present,Group Discussion,Uchenna Kariuki
SES-0012002,BEN-00506,COHORT-SC-026,2026-06-02,Present,Workshop,Stephen Auma
SES-0012003,BEN-00506,COHORT-SC-026,2026-06-09,Present,Workshop,Seun Njoroge
SES-0012004,BEN-00506,COHORT-SC-026,2026-06-16,Present,Group Discussion,Seun Odongo
SES-0012005,BEN-00506,COHORT-SC-026,2026-06-23,Present,Workshop,Joseph Omondi
SES-0012006,BEN-00506,COHORT-SC-026,30/06/2026,Present,Skills Lab,Irene Wangari
SES-0012007,BEN-00506,COHORT-SC-026,07/07/2026,Present,Mentorship,Rose Ochieng
SES-0012008,BEN-00506,COHORT-SC-026,2026-07-14,Absent,Mentorship,Irene Musyoka
SES-0012009,BEN-00506,COHORT-SC-026,21/07/2026,Present,Workshop,Dennis Were
SES-0012010,BEN-00506,COHORT-SC-026,2026-07-28,0,Skills Lab,Queen Njoroge
SES-0012011,BEN-00506,COHORT-SC-026,2026-08-04,Present,Workshop,Kendi Gichuki
SES-0012012,BEN-00506,COHORT-SC-026,2026-08-11,Present,Group Discussion,Harrison Odongo
SES-0012013,BEN-00506,COHORT-SC-026,2026-08-18,Present,Group Discussion,Quinton Mutinda
SES-0012014,BEN-00507,COHORT-SC-026,2026-03-04,Present,Mentorship,Gladys Mwangi
SES-0012015,BEN-00507,COHORT-SC-026,2026-03-11,Absent,Skills Lab,Priscilla Kiplagat
SES-0012016,BEN-00507,COHORT-SC-026,18-Mar-2026,Present,Skills Lab,Amina Kiplagat
SES-0012017,BEN-00507,COHORT-SC-026,2026-03-25,1,Workshop,Francis Owino
SES-0012018,BEN-00507,COHORT-SC-026,2026-04-01,Absent,Group Discussion,James Mutinda
SES-0012019,BEN-00507,COHORT-SC-026,2026-04-08,Present,Workshop,Violet Rotich
SES-0012020,BEN-00507,COHORT-SC-026,2026-04-15,Present,Mentorship,Amina Njoroge
SES-0012021,BEN-00507,COHORT-SC-026,2026-04-22,Present,Mentorship,Francis Mwangi
SES-0012022,BEN-00507,COHORT-SC-026,2026-04-29,Present,Group Discussion,Olive Kiprotich
SES-0012023,BEN-00507,COHORT-SC-026,2026-05-06,Absent,Skills Lab,Queen Njoroge
SES-0012024,BEN-00507,COHORT-SC-026,2026-05-13,Present,Skills Lab,Stephen Achieng
SES-0012025,BEN-00507,COHORT-SC-026,2026-05-20,Present,Skills Lab,Cynthia Waweru
SES-0012026,BEN-00507,COHORT-SC-026,2026-05-27,Absent,Skills Lab,David Mugo
SES-0012027,BEN-00507,COHORT-SC-026,2026-06-03,Present,Mentorship,Dennis Mwangi
SES-0012028,BEN-00507,COHORT-SC-026,2026-06-10,Present,Group Discussion,Aisha Kiprotich
SES-0012029,BEN-00507,COHORT-SC-026,2026-06-17,Present,Mentorship,Kezia Mwangi
SES-0012030,BEN-00507,COHORT-SC-026,2026-06-24,Present,Skills Lab,Eunice Kamau
SES-0012031,BEN-00507,COHORT-SC-026,2026-07-01,Present,Workshop,Leonard Rotich
SES-0012032,BEN-00507,COHORT-SC-026,2026-07-08,Present,Workshop,Zipporah Omondi
SES-0012033,BEN-00507,COHORT-SC-026,2026-08-10,Present,Mentorship,Aisha Onyango
SES-0012034,BEN-00507,COHORT-SC-026,2026-07-22,Present,Skills Lab,Yvonne Adhiambo
SES-0012035,BEN-00507,COHORT-SC-026,29-Jul-2026,Present,Workshop,Nicholas Gichuki
SES-0012036,BEN-00507,COHORT-SC-026,2026-08-05,Present,Mentorship,Francis Kariuki
SES-0012037,BEN-00507,COHORT-SC-026,2026-08-12,Present,Mentorship,Caroline Njoroge
SES-0012038,BEN-00507,COHORT-SC-026,2026-08-19,Present,Group Discussion,Maurice Mutua
SES-0012039,BEN-00508,COHORT-SC-026,25-Feb-2026,Present,Mentorship,Violet Achieng
SES-0012040,BEN-00508,COHORT-SC-026,2026-03-04,Present,Skills Lab,Seun Adhiambo
SES-0012041,BEN-00508,COHORT-SC-026,2026-03-11,Present,Workshop,Mary Otieno
SES-0012042,BEN-00508,COHORT-SC-026,18/03/2026,Present,Workshop,Francis Auma
SES-0012043,BEN-00508,COHORT-SC-026,25/03/2026,Present,Group Discussion,Caroline Simiyu
SES-0012044,BEN-00508,COHORT-SC-026,2026-04-01,Present,Group Discussion,Raphael Kiprotich
SES-0012045,BEN-00508,COHORT-SC-026,08/04/2026,Present,Group Discussion,Joseph Mwangi
SES-0012046,BEN-00508,COHORT-SC-026,2026-04-15,Present,Skills Lab,Stephen Musyoka
SES-0012047,BEN-00508,COHORT-SC-026,2026-04-22,Present,Group Discussion,Olive Onyango
SES-0012048,BEN-00508,COHORT-SC-026,2026-04-29,Present,Skills Lab,Mary Rotich
SES-0012049,BEN-00508,COHORT-SC-026,2026-05-06,Absent,Mentorship,Kendi Otieno
SES-0012050,BEN-00508,COHORT-SC-026,2026-05-13,Present,Workshop,James Auma
SES-0012051,BEN-00508,COHORT-SC-026,2026-05-20,1,Group Discussion,Lilian Kariuki
SES-0012052,BEN-00508,COHORT-SC-026,2026-05-27,Present,Workshop,Kezia Simiyu
SES-0012053,BEN-00508,COHORT-SC-026,2026-06-03,Present,Skills Lab,Cynthia Kamau
SES-0012054,BEN-00508,COHORT-SC-026,2026-06-10,Absent,Mentorship,Raphael Maina
SES-0012055,BEN-00508,COHORT-SC-026,2026-06-17,Present,Mentorship,Nicholas Gichuki
SES-0012056,BEN-00508,COHORT-SC-026,2026-06-24,Present,Group Discussion,Zipporah Kiprotich
SES-0012057,BEN-00508,COHORT-SC-026,2026-07-01,Present,Group Discussion,Caroline Achieng
SES-0012058,BEN-00508,COHORT-SC-026,08-Jul-2026,Absent,Mentorship,Leonard Wanjiku
SES-0012059,BEN-00508,COHORT-SC-026,2026-07-15,Present,Group Discussion,Francis Chebet
SES-0012060,BEN-00508,COHORT-SC-026,2026-07-22,Present,Group Discussion,James Njenga
SES-0012061,BEN-00508,COHORT-SC-026,2026-07-29,Absent,Workshop,Dennis Onyango
SES-0012062,BEN-00508,COHORT-SC-026,2026-08-05,Present,Workshop,Kendi Wangari
SES-0012063,BEN-00508,COHORT-SC-026,2026-08-12,Present,Group Discussion,Stephen Mugo
SES-0012064,BEN-00508,COHORT-SC-026,2026-08-19,Present,Workshop,Brian Awino
SES-0012065,BEN-00509,COHORT-SC-026,2026-02-25,Absent,Skills Lab,Cynthia Wanjiku
SES-0012066,BEN-00509,COHORT-SC-026,2026-03-04,Present,Workshop,Harrison Njenga
SES-0012067,BEN-00509,COHORT-SC-026,2026-03-11,Present,Mentorship,Kezia Owino
SES-0012068,BEN-00509,COHORT-SC-026,2026-03-18,Present,Group Discussion,Boniface Wangari
SES-0012069,BEN-00509,COHORT-SC-026,2026-03-25,Present,Group Discussion,Quinton Kariuki
SES-0012070,BEN-00509,COHORT-SC-026,2026-04-01,Present,Skills Lab,Hassan Auma
SES-0012071,BEN-00509,COHORT-SC-026,2026-04-08,Present,Group Discussion,Uchenna Kiplagat
SES-0012072,BEN-00509,COHORT-SC-026,2026-04-15,Present,Group Discussion,Aisha Were
SES-0012073,BEN-00509,COHORT-SC-026,2026-04-22,Present,Group Discussion,Yvonne Simiyu
SES-0012074,BEN-00509,COHORT-SC-026,2026-04-29,Absent,Group Discussion,Xavier Otieno
SES-0012075,BEN-00509,COHORT-SC-026,2026-05-06,Present,Skills Lab,Esther Odongo
SES-0012076,BEN-00509,COHORT-SC-026,13/05/2026,Present,Workshop,Owen Gichuki
SES-0012077,BEN-00509,COHORT-SC-026,20/05/2026,present,Skills Lab,Seun Kariuki
SES-0012078,BEN-00509,COHORT-SC-026,2026-05-27,Present,Mentorship,Violet Kamau
SES-0012079,BEN-00509,COHORT-SC-026,2026-06-03,Present,Workshop,Zipporah Gichuki
SES-0012080,BEN-00509,COHORT-SC-026,2026-06-10,Present,Mentorship,Nicholas Njenga
SES-0012081,BEN-00509,COHORT-SC-026,2026-06-24,Absent,Workshop,Eunice Auma
SES-0012082,BEN-00509,COHORT-SC-026,2026-06-24,Present,Workshop,Yvonne Odongo
SES-0012083,BEN-00509,COHORT-SC-026,2026-07-01,Present,Skills Lab,James Rotich
SES-0012084,BEN-00509,COHORT-SC-026,2026-07-08,Present,Group Discussion,Patrick Kiplagat
SES-0012085,BEN-00509,COHORT-SC-026,2026-07-20,Present,Group Discussion,Zipporah Kiplagat
SES-0012086,BEN-00509,COHORT-SC-026,2026-07-22,Absent,Group Discussion,Zipporah Achieng
SES-0012087,BEN-00509,COHORT-SC-026,2026-07-29,Present,Mentorship,Uchenna Gichuki
SES-0012088,BEN-00509,COHORT-SC-026,2026-08-05,Present,Skills Lab,Rose Awino
SES-0012089,BEN-00509,COHORT-SC-026,2026-08-12,Present,Group Discussion,Xavier Ndung'u
SES-0012090,BEN-00509,COHORT-SC-026,2026-08-19,Present,Skills Lab,Joseph Githinji
SES-0012091,BEN-00510,COHORT-SC-026,2026-03-21,YES,Mentorship,Caroline Kiplagat
SES-0012092,BEN-00510,COHORT-SC-026,2026-03-28,Present,Skills Lab,Brian Kiprotich
SES-0012093,BEN-00510,COHORT-SC-026,2026-04-04,Present,Skills Lab,Seun Mutinda
SES-0012094,BEN-00510,COHORT-SC-026,2026-04-11,Present,Skills Lab,Priscilla Rotich
SES-0012095,BEN-00510,COHORT-SC-026,2026-04-18,Absent,Skills Lab,Leonard Maina
SES-0012096,BEN-00510,COHORT-SC-026,2026-04-25,Present,Workshop,Maurice Achieng
SES-0012097,BEN-00510,COHORT-SC-026,2026-05-04,Present,Mentorship,
SES-0012098,BEN-00510,COHORT-SC-026,2026-05-09,Present,Skills Lab,Stephen Githinji
SES-0012099,BEN-00510,COHORT-SC-026,2026-05-16,Present,Skills Lab,Hassan Otieno
SES-0012100,BEN-00510,COHORT-SC-026,2026-05-23,Present,Mentorship,Caroline Simiyu
SES-0012101,BEN-00510,COHORT-SC-026,2026-05-30,Present,Skills Lab,Patrick Njoroge
SES-0012102,BEN-00510,COHORT-SC-026,2026-06-06,Present,Skills Lab,Priscilla Nyambura
SES-0012103,BEN-00510,COHORT-SC-026,13-Jun-2026,Present,Group Discussion,Irene Waweru
SES-0012104,BEN-00510,COHORT-SC-026,2026-06-20,Absent,Mentorship,Felix Odongo
SES-0012105,BEN-00510,COHORT-SC-026,2026-06-27,Present,Mentorship,Maurice Kiprotich
SES-0012106,BEN-00510,COHORT-SC-026,2026-07-04,Absent,Skills Lab,Nancy Omondi
SES-0012107,BEN-00510,COHORT-SC-026,2026-07-11,0,Mentorship,James Waweru
SES-0012108,BEN-00510,COHORT-SC-026,2026-07-18,Absent,Mentorship,Hassan Were
SES-0012109,BEN-00510,COHORT-SC-026,2026-07-25,Present,Mentorship,Owen Wangari
SES-0012110,BEN-00510,COHORT-SC-026,2026-08-01,Present,Skills Lab,Olive Wanjiku
SES-0012111,BEN-00510,COHORT-SC-026,2026-08-08,Absent,Skills Lab,Brian Were
SES-0012112,BEN-00510,COHORT-SC-026,2026-08-15,Absent,Skills Lab,Felix Simiyu
SES-0012113,BEN-00511,COHORT-SC-026,2026-02-23,Present,Skills Lab,James Wangari
SES-0012114,BEN-00511,COHORT-SC-026,02/03/2026,Present,Group Discussion,Mary Wanjiku
SES-0012115,BEN-00511,COHORT-SC-026,2026-03-09,Present,Mentorship,Maurice Kamau
SES-0012116,BEN-00511,COHORT-SC-026,2026-03-16,Present,Skills Lab,David Njenga
SES-0012117,BEN-00511,COHORT-SC-026,2026-03-23,Present,Skills Lab,Nancy Kamau
SES-0012118,BEN-00511,COHORT-SC-026,2026-03-30,Present,Group Discussion,Esther Rotich
SES-0012119,BEN-00511,COHORT-SC-026,06-Apr-2026,Absent,Mentorship,Owen Wangari
SES-0012120,BEN-00511,COHORT-SC-026,2026-04-13,Present,Mentorship,Kezia Kiplagat
SES-0012121,BEN-00511,COHORT-SC-026,2026-04-20,Absent,Mentorship,Yvonne Rotich
SES-0012122,BEN-00511,COHORT-SC-026,2026-04-27,Present,Skills Lab,Kendi Adhiambo
SES-0012123,BEN-00511,COHORT-SC-026,2026-05-04,Present,Skills Lab,Uchenna Kiprotich
SES-0012124,BEN-00511,COHORT-SC-026,2026-05-11,Present,Mentorship,Xavier Njenga
SES-0012125,BEN-00511,COHORT-SC-026,2026-05-18,Present,Group Discussion,Dennis Kiprotich
SES-0012126,BEN-00511,COHORT-SC-026,2026-05-25,Present,Workshop,
SES-0012127,BEN-00511,COHORT-SC-026,2026-06-01,Present,Workshop,Tabitha Mugo
SES-0012128,BEN-00511,COHORT-SC-026,2026-06-08,Absent,Group Discussion,Zipporah Otieno
SES-0012129,BEN-00511,COHORT-SC-026,2026-06-15,Present,Workshop,Yvonne Gichuki
SES-0012130,BEN-00511,COHORT-SC-026,2026-06-22,Present,Workshop,Nicholas Achieng
SES-0012131,BEN-00511,COHORT-SC-026,2026-06-29,Present,Skills Lab,Olive Njoroge
SES-0012132,BEN-00511,COHORT-SC-026,2026-07-06,Present,Group Discussion,Joseph Nyambura
SES-0012133,BEN-00511,COHORT-SC-026,2026-07-13,Present,Skills Lab,Harrison Auma
SES-0012134,BEN-00511,COHORT-SC-026,2026-07-20,Absent,Skills Lab,Rose Omondi
SES-0012135,BEN-00511,COHORT-SC-026,2026-07-27,Present,Mentorship,Seun Onyango
SES-0012136,BEN-00511,COHORT-SC-026,03-Aug-2026,Present,Mentorship,Amina Wangari
SES-0012137,BEN-00511,COHORT-SC-026,2026-08-10,Present,Workshop,Hassan Simiyu
SES-0012138,BEN-00511,COHORT-SC-026,2026-08-17,Present,Workshop,Kezia Adhiambo
SES-0012139,BEN-00512,COHORT-SC-026,2026-03-24,Present,Mentorship,Patrick Chebet
SES-0012140,BEN-00512,COHORT-SC-026,2026-03-31,Present,Skills Lab,Eunice Were
SES-0012141,BEN-00512,COHORT-SC-026,2026-04-07,Present,Group Discussion,Brian Wanjiku
SES-0012142,BEN-00512,COHORT-SC-026,2026-04-14,NO,Workshop,Owen Chebet
SES-0012143,BEN-00512,COHORT-SC-026,21-Apr-2026,Present,Mentorship,Joseph Kamau
SES-0012144,BEN-00512,COHORT-SC-026,2026-04-28,Present,Group Discussion,Aisha Mwangi
SES-0012145,BEN-00512,COHORT-SC-026,2026-05-05,Present,Skills Lab,Violet Adhiambo
SES-0012146,BEN-00512,COHORT-SC-026,2026-05-12,Present,Mentorship,Seun Rotich
SES-0012147,BEN-00512,COHORT-SC-026,2026-05-19,Present,Mentorship,Queen Rotich
SES-0012148,BEN-00512,COHORT-SC-026,2026-05-26,Present,Mentorship,Raphael Kiplagat
SES-0012149,BEN-00512,COHORT-SC-026,2026-06-06,Absent,Workshop,Kendi Githinji
SES-0012150,BEN-00512,COHORT-SC-026,2026-06-09,Present,Workshop,Owen Were
SES-0012151,BEN-00512,COHORT-SC-026,2026-06-16,Absent,Mentorship,David Auma
SES-0012152,BEN-00512,COHORT-SC-026,2026-06-23,Present,Skills Lab,Quinton Njenga
SES-0012153,BEN-00512,COHORT-SC-026,2026-06-30,Present,Skills Lab,Wanjiku Wangari
SES-0012154,BEN-00512,COHORT-SC-026,07-Jul-2026,Present,Skills Lab,Nicholas Kamau
SES-0012155,BEN-00512,COHORT-SC-026,2026-07-14,Present,Workshop,Brian Waweru
SES-0012156,BEN-00512,COHORT-SC-026,2026-07-21,0,Mentorship,Eunice Nyambura
SES-0012157,BEN-00512,COHORT-SC-026,2026-07-28,Present,Group Discussion,Leonard Waweru
SES-0012158,BEN-00512,COHORT-SC-026,2026-08-04,Present,Skills Lab,Eunice Wangari
SES-0012159,BEN-00512,COHORT-SC-026,2026-08-11,Present,Workshop,Leonard Omondi
SES-0012160,BEN-00512,COHORT-SC-026,2026-08-18,Absent,Group Discussion,Raphael Wanjiku
SES-0012161,BEN-00513,COHORT-SC-026,20-Mar-2026,Present,Mentorship,Caroline Awino
SES-0012162,BEN-00513,COHORT-SC-026,2026-03-27,Absent,Skills Lab,Uchenna Wangari
SES-0012163,BEN-00513,COHORT-SC-026,03/04/2026,Present,Mentorship,Rose Kamau
SES-0012164,BEN-00513,COHORT-SC-026,2026-04-10,Present,Workshop,Hassan Owino
SES-0012165,BEN-00513,COHORT-SC-026,2026-05-15,Present,Workshop,Dennis Mutua
SES-0012166,BEN-00514,COHORT-SC-026,2026-03-19,Present,Workshop,Priscilla Kiplagat
SES-0012167,BEN-00514,COHORT-SC-026,2026-03-26,Absent,Skills Lab,Aisha Adhiambo
SES-0012168,BEN-00514,COHORT-SC-026,2026-04-02,Present,Group Discussion,Kendi Musyoka
SES-0012169,BEN-00514,COHORT-SC-026,2026-04-09,Present,Mentorship,Queen Ndung'u
SES-0012170,BEN-00514,COHORT-SC-026,2026-04-16,Present,Skills Lab,Leonard Ndung'u
SES-0012171,BEN-00514,COHORT-SC-026,2026-04-23,Absent,Mentorship,Tabitha Omondi
SES-0012172,BEN-00514,COHORT-SC-026,2026-04-30,Absent,Skills Lab,Dennis Adhiambo
SES-0012173,BEN-00514,COHORT-SC-026,2026-05-07,Present,Skills Lab,Olive Ochieng
SES-0012174,BEN-00514,COHORT-SC-026,2026-05-14,Absent,Group Discussion,Francis Musyoka
SES-0012175,BEN-00514,COHORT-SC-026,21/05/2026,Present,Mentorship,Aisha Mugo
SES-0012176,BEN-00514,COHORT-SC-026,2026-05-28,Present,Group Discussion,Tabitha Ochieng
SES-0012177,BEN-00514,COHORT-SC-026,2026-06-04,Present,Workshop,Seun Adhiambo
SES-0012178,BEN-00514,COHORT-SC-026,2026-06-11,Absent,Workshop,James Otieno
SES-0012179,BEN-00514,COHORT-SC-026,2026-07-04,Present,Mentorship,Irene Gichuki
SES-0012180,BEN-00514,COHORT-SC-026,2026-06-25,Absent,Skills Lab,Esther Rotich
SES-0012181,BEN-00514,COHORT-SC-026,2026-07-02,Absent,Skills Lab,Joseph Mwangi
SES-0012182,BEN-00514,COHORT-SC-026,2026-07-09,Absent,Workshop,Zipporah Rotich
SES-0012183,BEN-00514,COHORT-SC-026,2026-07-16,Present,Group Discussion,Stephen Odongo
SES-0012184,BEN-00514,COHORT-SC-026,2026-07-23,Present,Skills Lab,Maurice Chebet
SES-0012185,BEN-00514,COHORT-SC-026,2026-07-30,Present,Mentorship,Tabitha Chebet
SES-0012186,BEN-00514,COHORT-SC-026,06-Aug-2026,Present,Group Discussion,Eunice Ndung'u
SES-0012187,BEN-00514,COHORT-SC-026,2026-08-13,Present,Skills Lab,Irene Adhiambo
SES-0012188,BEN-00514,COHORT-SC-026,20/08/2026,Present,Group Discussion,Boniface Auma
SES-0012189,BEN-00515,COHORT-SC-026,2026-02-26,Present,Workshop,Olive Waweru
SES-0012190,BEN-00515,COHORT-SC-026,2026-03-05,Absent,Group Discussion,Nicholas Gichuki
SES-0012191,BEN-00515,COHORT-SC-026,2026-03-12,Present,Mentorship,Esther Ndung'u
SES-0012192,BEN-00515,COHORT-SC-026,2026-03-27,Present,Workshop,Xavier Mutua
SES-0012193,BEN-00515,COHORT-SC-026,2026-03-26,Absent,Skills Lab,Hassan Waweru
SES-0012194,BEN-00515,COHORT-SC-026,02/04/2026,Present,Mentorship,Raphael Nyambura
SES-0012195,BEN-00515,COHORT-SC-026,2026-04-09,Present,Group Discussion,Violet Ochieng
SES-0012196,BEN-00515,COHORT-SC-026,2026-04-16,Present,Mentorship,Leonard Musyoka
SES-0012197,BEN-00515,COHORT-SC-026,2026-04-27,Present,Skills Lab,Tabitha Mutua
SES-0012198,BEN-00515,COHORT-SC-026,2026-04-30,present,Workshop,Cynthia Wanjiku
SES-0012199,BEN-00515,COHORT-SC-026,2026-05-07,Absent,Workshop,Quinton Kiplagat
SES-0012200,BEN-00515,COHORT-SC-026,2026-05-14,Present,Mentorship,Maurice Waweru
SES-0012201,BEN-00515,COHORT-SC-026,21-May-2026,Present,Mentorship,Francis Maina
SES-0012202,BEN-00515,COHORT-SC-026,2026-05-28,present,Workshop,Nancy Mutinda
SES-0012203,BEN-00515,COHORT-SC-026,2026-06-04,Present,Mentorship,Caroline Musyoka
SES-0012204,BEN-00515,COHORT-SC-026,2026-06-11,Absent,Group Discussion,Zipporah Awino
SES-0012205,BEN-00515,COHORT-SC-026,2026-06-18,Absent,Skills Lab,Queen Kiprotich
SES-0012206,BEN-00515,COHORT-SC-026,2026-06-25,1,Skills Lab,
SES-0012207,BEN-00515,COHORT-SC-026,2026-07-02,Present,Group Discussion,Hassan Onyango
SES-0012208,BEN-00515,COHORT-SC-026,2026-07-09,Present,Workshop,Patrick Gichuki
SES-0012209,BEN-00515,COHORT-SC-026,16/07/2026,Present,Group Discussion,Aisha Mutinda
SES-0012210,BEN-00515,COHORT-SC-026,2026-07-23,Present,Group Discussion,Gladys Kariuki
SES-0012211,BEN-00515,COHORT-SC-026,2026-07-30,Absent,Skills Lab,Rose Musyoka
SES-0012212,BEN-00515,COHORT-SC-026,2026-08-06,Present,Group Discussion,Leonard Ochieng
SES-0012213,BEN-00515,COHORT-SC-026,2026-08-13,Present,Group Discussion,Amina Wangari
SES-0012214,BEN-00515,COHORT-SC-026,2026-08-20,Present,Mentorship,Tabitha Adhiambo
SES-0012215,BEN-00516,COHORT-SC-026,2026-02-24,Present,Workshop,James Kimani
SES-0012216,BEN-00516,COHORT-SC-026,2026-03-03,Present,Group Discussion,Queen Ndung'u
SES-0012217,BEN-00516,COHORT-SC-026,2026-03-29,Present,Group Discussion,Rose Musyoka
SES-0012218,BEN-00516,COHORT-SC-026,2026-04-06,Present,Skills Lab,Caroline Rotich
SES-0012219,BEN-00516,COHORT-SC-026,2026-04-21,Present,Workshop,Patrick Simiyu
SES-0012220,BEN-00516,COHORT-SC-026,2026-03-31,Present,Group Discussion,Mary Chebet
SES-0012221,BEN-00516,COHORT-SC-026,2026-04-07,Absent,Workshop,Nancy Mutinda
SES-0012222,BEN-00516,COHORT-SC-026,2026-04-14,Present,Workshop,Kezia Kimani
SES-0012223,BEN-00516,COHORT-SC-026,21/04/2026,Present,Mentorship,Lilian Mutua
SES-0012224,BEN-00516,COHORT-SC-026,2026-04-28,Present,Mentorship,Nicholas Njoroge
SES-0012225,BEN-00516,COHORT-SC-026,2026-05-05,Present,Group Discussion,James Njoroge
SES-0012226,BEN-00516,COHORT-SC-026,2026-05-12,Absent,Workshop,Uchenna Rotich
SES-0012227,BEN-00516,COHORT-SC-026,2026-05-19,Absent,Skills Lab,Yvonne Awino
SES-0012228,BEN-00516,COHORT-SC-026,2026-05-26,Present,Group Discussion,Violet Achieng
SES-0012229,BEN-00516,COHORT-SC-026,2026-06-02,Present,Workshop,Kezia Kamau
SES-0012230,BEN-00516,COHORT-SC-026,2026-06-09,Absent,Mentorship,Hassan Achieng
SES-0012231,BEN-00516,COHORT-SC-026,2026-06-16,Present,Workshop,Mary Auma
SES-0012232,BEN-00516,COHORT-SC-026,2026-06-23,YES,Skills Lab,Stephen Mutua
SES-0012233,BEN-00516,COHORT-SC-026,2026-06-30,Present,Mentorship,Violet Wanjiku
SES-0012234,BEN-00516,COHORT-SC-026,2026-07-07,Absent,Mentorship,Mary Nyambura
SES-0012235,BEN-00516,COHORT-SC-026,2026-07-14,Present,Group Discussion,Boniface Chebet
SES-0012236,BEN-00516,COHORT-SC-026,2026-07-21,Present,Group Discussion,Boniface Wangari
SES-0012237,BEN-00516,COHORT-SC-026,2026-07-28,Present,Skills Lab,
SES-0012238,BEN-00516,COHORT-SC-026,2026-08-04,Present,Mentorship,Rose Achieng
SES-0012239,BEN-00516,COHORT-SC-026,2026-08-11,Absent,Group Discussion,David Ndung'u
SES-0012240,BEN-00516,COHORT-SC-026,18-Aug-2026,Absent,Workshop,Xavier Mutinda
SES-0012241,BEN-00517,COHORT-SC-026,2026-03-22,Present,Workshop,Stephen Githinji
SES-0012242,BEN-00517,COHORT-SC-026,2026-03-29,Absent,Skills Lab,Nicholas Were
SES-0012243,BEN-00517,COHORT-SC-026,2026-04-05,Absent,Skills Lab,Brian Mwangi
SES-0012244,BEN-00517,COHORT-SC-026,2026-04-12,Absent,Group Discussion,Esther Onyango
SES-0012245,BEN-00517,COHORT-SC-026,2026-04-19,Present,Workshop,Tabitha Otieno
SES-0012246,BEN-00517,COHORT-SC-026,2026-04-26,Absent,Group Discussion,Francis Wangari
SES-0012247,BEN-00517,COHORT-SC-026,2026-05-03,NO,Mentorship,Francis Mutinda
SES-0012248,BEN-00517,COHORT-SC-026,2026-05-10,present,Skills Lab,Patrick Ochieng
SES-0012249,BEN-00517,COHORT-SC-026,2026-05-17,Present,Workshop,Hassan Owino
SES-0012250,BEN-00517,COHORT-SC-026,2026-05-24,Absent,Workshop,Leonard Onyango
SES-0012251,BEN-00517,COHORT-SC-026,2026-05-31,Present,Skills Lab,Felix Mutinda
SES-0012252,BEN-00517,COHORT-SC-026,2026-06-07,Absent,Mentorship,Quinton Achieng
SES-0012253,BEN-00517,COHORT-SC-026,2026-06-14,Absent,Mentorship,Kendi Mutua
SES-0012254,BEN-00517,COHORT-SC-026,2026-06-21,absent,Skills Lab,David Omondi
