program_id,pillar,name,county,start_date,end_date,target_capacity,status,description
PROG-828a29a3,Vocational,Vocational Excellence Machakos,Machakos,2023-10-14,,104,active,Iure rem quam id repellendus quia neque aliquid exercitationem aperiam voluptatibus vel architecto ut adipisci.
PROG-3d5ab23d,Vocational,Machakos Trade Skills Initiative,Machakos,2024-12-01,,121,active,Debitis consequatur odit quas vitae fugiat tempora ipsum totam fugiat aspernatur vitae soluta.
PROG-e7819a11,Vocational,Kajiado Technical Skills Training,Kajiado,2024-05-08,2026-02-28,241,completed,Officiis expedita debitis modi minus quas dolore a ad.
PROG-95ef02ad,Vocational,Vocational Excellence Kajiado,Kajiado,2025-02-26,,107,active,Iure quaerat incidunt fugit dolorem itaque culpa deleniti soluta quisquam adipisci.
PROG-1b7c4853,Vocational,Kajiado Technical Skills Training,Kajiado,2025-06-19,,243,active,Nostrum vel suscipit dolores architecto nisi ipsum perferendis sit doloribus aliquid ipsa molestiae.
PROG-89d68327,Vocational,Kajiado Technical Skills Training,Kajiado,2026-11-12,,209,planned,Consequuntur voluptatibus doloremque totam nemo neque quo repellendus.
PROG-373263ea,Vocational,Kajiado Trade Skills Initiative,Kajiado,2024-01-27,,221,active,Error corporis optio dolore error aperiam veniam sunt tenetur numquam.
PROG-f3678757,Vocational,Vocational Excellence Meru,Meru,2027-01-19,,246,planned,Nam aliquid exercitationem officia fugit minima possimus illum error delectus modi dolores dolorem.
PROG-f5f0c50b,Vocational,Meru Hands-On Skills Academy,Meru,2024-09-04,,296,active,Rem totam natus voluptas nam consequatur doloribus dignissimos officia.
PROG-961d8d5e,Vocational,Meru Artisan Development Program,Meru,2025-09-27,2026-07-03,296,completed,Sed at quam deleniti eaque perferendis nobis sit deleniti quis quam nam laboriosam sit.
PROG-ace82afc,Vocational,Meru Technical Skills Training,Meru,2024-07-07,,287,active,Esse tenetur distinctio deleniti qui quia quidem totam possimus provident id dolores.
PROG-85629e1e,Vocational,Nyeri Trade Skills Initiative,Nyeri,2025-04-04,2026-04-11,291,completed,Quod fugit modi facere ea maiores libero atque voluptatem iusto saepe totam.
PROG-8b381880,Vocational,Nyeri Hands-On Skills Academy,Nyeri,2025-08-25,,226,active,Est aliquid sint qui accusamus mollitia nesciunt quam eos deserunt dolorem necessitatibus.
PROG-28089117,Vocational,Nyeri Technical Skills Training,Nyeri,2025-12-21,,228,active,Libero omnis placeat ducimus reprehenderit vitae odit laudantium cumque recusandae.
PROG-11d48786,Vocational,Nyeri Hands-On Skills Academy,Nyeri,2025-10-23,,256,active,Consequuntur molestias delectus suscipit voluptatibus vero minima saepe asperiores.
PROG-eb1c24d8,Vocational,Nyeri Technical Skills Training,Nyeri,2023-12-25,2026-01-22,138,completed,Quisquam impedit sapiente doloremque provident ab magni.
PROG-b8b2bf06,Vocational,Kilifi Hands-On Skills Academy,Kilifi,2024-11-04,2025-06-07,215,completed,Aperiam odit ut totam omnis accusamus minus illum accusantium quam modi enim.
PROG-68d428ee,Vocational,Kilifi Trade Skills Initiative,Kilifi,2024-08-07,,260,active,Repellat perferendis rem tenetur autem atque corrupti deleniti minima repellendus eaque id fuga illo.
PROG-12660354,Vocational,Vocational Excellence Kilifi,Kilifi,2025-01-06,,212,active,Doloribus possimus error repudiandae aspernatur voluptatibus officiis adipisci illo fugiat labore odio praesentium assumenda sapiente.
PROG-7703bce9,Vocational,Kilifi Trade Skills Initiative,Kilifi,2026-02-21,2026-08-20,95,completed,Natus similique atque minus aliquam distinctio sint suscipit labore aliquid asperiores unde.
PROG-0cf61d24,Vocational,Vocational Excellence Kilifi,Kilifi,2025-09-13,,207,active,Natus adipisci ut et vero nesciunt quibusdam quae id aspernatur cum dolores rerum harum tempore.
PROG-58440103,Vocational,Kilifi Trade Skills Initiative,Kilifi,2027-01-23,,161,planned,Fugit qui ratione porro aspernatur quia exercitationem atque doloremque asperiores non nostrum.
PROG-9e35f4b7,Vocational,Kakamega Artisan Development Program,Kakamega,2025-04-21,,262,active,Id quo adipisci earum voluptatibus laudantium explicabo velit inventore perspiciatis optio assumenda nulla reiciendis quae aspernatur.
PROG-4d021f8b,Vocational,Kakamega Trade Skills Initiative,Kakamega,2026-04-07,,112,active,Fugit quos culpa harum facere at velit ipsam quis.
PROG-7bd3b262,Vocational,Kakamega Hands-On Skills Academy,Kakamega,2025-09-30,,221,active,Consequatur deleniti ipsum mollitia illum ad explicabo at.
PROG-71e8d7cd,Vocational,Kakamega Trade Skills Initiative,Kakamega,2024-09-15,,267,active,Quos sint accusamus impedit quod quam nam voluptatibus doloribus maxime placeat cumque eaque eaque corporis cumque.
PROG-b9945a45,Vocational,Kakamega Artisan Development Program,Kakamega,2024-07-21,,140,active,In laborum asperiores dolorum doloribus numquam nisi deserunt autem esse veniam.
PROG-0a0324fa,Vocational,Vocational Excellence Kakamega,Kakamega,2025-11-17,,275,active,Sapiente fugit similique ipsam inventore reprehenderit officiis nisi error nobis possimus laboriosam.
PROG-a56e19fd,Tech,Nairobi Digital Skills Bootcamp,Nairobi,2025-08-11,2026-06-29,182,completed,Vitae voluptas eos possimus laudantium nemo doloribus fugiat repellendus.
PROG-0dfc281b,Tech,Nairobi Tech Youth Initiative,Nairobi,2026-04-20,,234,active,Facilis ut dicta voluptatum debitis quisquam ad quas velit distinctio reiciendis rerum architecto.
PROG-5dd1e686,Tech,Nairobi Tech Youth Initiative,Nairobi,2024-10-13,,226,active,Perferendis consequuntur esse dolorum culpa incidunt fugiat ipsum nisi neque modi unde sit.
PROG-babac9c2,Tech,Nairobi Software Development Program,Nairobi,2024-12-23,,164,active,Molestiae ratione facere tempora modi odit assumenda quisquam omnis explicabo officia aliquid voluptates.
PROG-10beab49,Tech,Code Nairobi,Nairobi,2025-11-12,,106,active,Vitae ex recusandae autem atque dolore quia nam porro dolore fugiat iure perspiciatis.
PROG-286aec03,Tech,Nairobi ICT Skills Academy,Nairobi,2024-10-11,2025-09-12,144,completed,Corrupti voluptatum laboriosam eos ullam assumenda rerum quas expedita exercitationem quos maxime expedita atque.
PROG-4013e47a,Tech,Mombasa Software Development Program,Mombasa,2025-03-12,,240,active,Eum error repellat beatae sed officia perspiciatis cum voluptates doloribus cupiditate cum nam vero.
PROG-a32525f7,Tech,Mombasa Software Development Program,Mombasa,2025-03-09,,119,active,Reiciendis occaecati delectus omnis hic qui sunt ipsum inventore a.
PROG-5acee121,Tech,Mombasa Digital Skills Bootcamp,Mombasa,2024-07-02,,234,active,Dignissimos quibusdam repellat aperiam aut sit deleniti eveniet itaque ea.
PROG-e72db8da,Tech,Mombasa ICT Skills Academy,Mombasa,2024-03-08,,293,active,Minus odit nisi nostrum nesciunt expedita sapiente nulla repellendus provident error nostrum assumenda consequatur.
PROG-fa593e31,Tech,Mombasa Tech Youth Initiative,Mombasa,2025-10-12,2026-05-04,239,completed,Dolores blanditiis fuga consequuntur harum nisi nemo in laborum.
PROG-ab8ae865,Tech,Nakuru ICT Skills Academy,Nakuru,2024-06-02,2026-05-20,122,completed,Possimus officia voluptatum mollitia laudantium consequuntur et iste amet facere ab consequatur repellendus vitae magnam.
PROG-abe72372,Tech,Nakuru Tech Youth Initiative,Nakuru,2026-05-24,,125,active,Illum laudantium quae ipsam cumque natus recusandae dolore adipisci dolore enim quos natus quo.
PROG-324998e2,Tech,Code Nakuru,Nakuru,2024-04-12,,53,active,Mollitia beatae beatae quod reprehenderit facilis reprehenderit aliquam quaerat molestias voluptatibus aut rerum quibusdam.
PROG-d0d45b7a,Tech,Code Nakuru,Nakuru,2025-08-18,,61,active,Soluta adipisci ea similique assumenda sint blanditiis repellat distinctio qui porro.
PROG-08aa2569,Tech,Code Nakuru,Nakuru,2026-05-17,,228,active,Odio cumque consequuntur dignissimos dignissimos animi expedita eligendi molestiae eum provident enim eaque similique voluptates perspiciatis.
PROG-db4ffd29,Tech,Kisumu Digital Skills Bootcamp,Kisumu,2025-06-07,2026-04-08,273,completed,Consequatur quibusdam illum animi eius omnis praesentium consequatur.
PROG-dbcb96bd,Tech,Kisumu Software Development Program,Kisumu,2023-09-05,,172,active,Quae repudiandae quis perspiciatis laudantium neque eaque impedit iste.
PROG-915b15d8,Tech,Kisumu Digital Skills Bootcamp,Kisumu,2024-11-17,,114,active,Illo quibusdam possimus soluta iste laborum neque sit.
PROG-4432776f,Tech,Kisumu Digital Skills Bootcamp,Kisumu,2026-04-13,2026-10-10,152,completed,Quasi itaque optio facere aperiam modi dolor inventore.
PROG-56db292e,Tech,Eldoret Digital Skills Bootcamp,Eldoret,2023-11-07,,88,active,Libero eum eligendi molestias consectetur sequi ratione tempora quis aliquid.
PROG-0d758df2,Tech,Eldoret Digital Skills Bootcamp,Eldoret,2024-01-23,2025-05-28,113,completed,Quos itaque commodi similique ipsam a vero dicta porro consequatur officiis culpa ut earum omnis dolorum.
PROG-faff3389,Tech,Eldoret Software Development Program,Eldoret,2023-12-23,,205,active,Optio officiis amet numquam quas quidem inventore at atque distinctio aspernatur nisi.
PROG-9c31bb5a,Tech,Eldoret ICT Skills Academy,Eldoret,2025-04-25,2026-02-14,147,completed,Perspiciatis ab possimus repellendus voluptates in consequatur architecto fugit quas aut et sunt consequatur quo.
PROG-41f4f9c5,Tech,Eldoret ICT Skills Academy,Eldoret,2026-12-07,,159,planned,Odit perspiciatis architecto natus nostrum cum expedita distinctio quibusdam.
PROG-3f636f97,Tech,Kiambu ICT Skills Academy,Kiambu,2025-03-28,,295,active,Nulla ipsam dolor tempore consequuntur commodi quas expedita inventore ratione dolorum officia dolorum.
PROG-3efe6266,Tech,Kiambu Tech Youth Initiative,Kiambu,2025-09-19,,210,active,Nobis non quod porro sed omnis error maxime magni quibusdam eos amet tempore veritatis libero beatae.
PROG-0e8639f5,Tech,Kiambu Digital Skills Bootcamp,Kiambu,2024-03-27,,90,active,Odit architecto suscipit accusamus facere et harum saepe in molestias cupiditate iusto voluptates asperiores.
PROG-cd1d2009,Tech,Kiambu Digital Skills Bootcamp,Kiambu,2024-04-25,,90,active,Architecto ea aliquam aperiam ratione magni occaecati magnam impedit praesentium assumenda modi nulla eius est maiores.
PROG-5b970cc8,Tech,Kiambu ICT Skills Academy,Kiambu,2023-08-26,,170,active,Voluptate culpa eveniet nesciunt quis officiis officia est ipsa veritatis.
PROG-ce4fe570,Tech,Code Machakos,Machakos,2023-09-26,,229,active,Animi assumenda ipsa iste non est qui qui blanditiis provident.
PROG-055f2cd4,Tech,Machakos Tech Youth Initiative,Machakos,2026-01-20,,286,active,Cum veritatis minima quos quam cumque consectetur.
PROG-3c01c9e2,Tech,Machakos Tech Youth Initiative,Machakos,2024-05-20,2026-07-12,158,completed,Quasi blanditiis tempore ex inventore minima ea voluptate occaecati libero magni.
PROG-7509d57a,Tech,Machakos Tech Youth Initiative,Machakos,2023-12-19,,282,active,Libero necessitatibus facilis ducimus aut nemo quam dolorem.
PROG-5b244900,Tech,Machakos Digital Skills Bootcamp,Machakos,2024-05-22,2025-01-30,92,completed,A similique accusamus aliquid facilis ullam debitis vero alias rem quae omnis dolore dolorum totam.
PROG-8e0a016e,Tech,Kajiado Software Development Program,Kajiado,2025-04-24,2026-03-17,81,completed,Earum aspernatur fuga magnam temporibus debitis rem voluptatem veritatis architecto iure eligendi.
PROG-8c0627d6,Tech,Kajiado Software Development Program,Kajiado,2024-12-15,2026-06-06,291,completed,Eveniet mollitia ab dicta natus esse numquam iure nihil laudantium quo.
PROG-7470f836,Tech,Kajiado Software Development Program,Kajiado,2024-05-28,,162,active,Quasi molestias recusandae corrupti ut ad molestiae odio possimus ab.
PROG-d34f4cec,Tech,Kajiado Software Development Program,Kajiado,2023-11-14,,238,active,A omnis sed quas aut minus dolores laudantium animi voluptatum quae at.
PROG-520100dc,Tech,Kajiado Digital Skills Bootcamp,Kajiado,2024-07-19,,73,active,Tempore maxime praesentium fuga voluptate assumenda atque consequatur reprehenderit asperiores.
PROG-dfe287ef,Tech,Code Meru,Meru,2026-05-04,2026-10-31,197,completed,Aperiam optio consectetur eos sed unde hic rerum eveniet iste doloremque velit consequatur quo autem.
PROG-990634d9,Tech,Meru Software Development Program,Meru,2023-10-04,2024-09-27,182,completed,Cum iure illo modi vitae dignissimos est eaque.
PROG-5e55f4d1,Tech,Code Meru,Meru,2025-06-21,,96,active,At rem esse provident nobis dolor sequi corporis quae.
PROG-d64ed648,Tech,Meru Software Development Program,Meru,2025-04-14,,298,active,Id aliquid error reprehenderit cupiditate veritatis sequi nam mollitia atque aut recusandae.
PROG-5b5b04ab,Tech,Code Nyeri,Nyeri,2024-12-17,,132,active,Accusamus rerum voluptatem consectetur reprehenderit fuga occaecati officia neque.
PROG-f6c7609c,Tech,Nyeri Tech Youth Initiative,Nyeri,2025-07-10,,134,active,Totam asperiores voluptatum deserunt officia repellat at sed repellat commodi velit.
PROG-43b7f932,Tech,Nyeri Software Development Program,Nyeri,2024-10-18,2025-09-10,258,completed,Cumque nemo reprehenderit hic adipisci placeat cupiditate.
PROG-3a17d4bd,Tech,Nyeri Software Development Program,Nyeri,2025-10-10,,72,active,Tenetur eius ipsum corrupti nostrum nulla officia libero sunt laboriosam.
PROG-dc32c3e9,Tech,Kilifi Software Development Program,Kilifi,2024-05-08,,271,active,Eius consequatur dicta suscipit minima occaecati reiciendis recusandae.
PROG-7694a7c4,Tech,Kilifi ICT Skills Academy,Kilifi,2025-01-31,2025-07-30,168,completed,Quos facere molestias laborum totam magnam harum debitis eum dolor tempore quod.
PROG-4f7dd3ef,Tech,Kilifi ICT Skills Academy,Kilifi,2024-10-20,,142,active,Repellat iusto facere nesciunt doloremque cum dolorum dolores.
PROG-7156722f,Tech,Kilifi Software Development Program,Kilifi,2025-05-22,2026-04-27,244,completed,Repellendus totam animi voluptatum dolor sed reiciendis explicabo saepe sapiente debitis nihil rem possimus totam.
PROG-8abb3b37,Tech,Kilifi ICT Skills Academy,Kilifi,2023-10-15,,83,active,Provident explicabo necessitatibus consequuntur veniam saepe repellat.
PROG-ced96c40,Tech,Kakamega Digital Skills Bootcamp,Kakamega,2024-11-14,2026-01-16,57,completed,Molestiae cupiditate alias animi nobis accusantium labore ex nostrum rem exercitationem debitis rem sit.
PROG-edd8baa9,Tech,Kakamega Tech Youth Initiative,Kakamega,2026-05-16,,231,active,Accusantium nesciunt totam quo sed similique vero fuga.
PROG-2c35e0c6,Tech,Kakamega Digital Skills Bootcamp,Kakamega,2024-02-02,,191,active,Nesciunt excepturi eum voluptate quasi ipsa odit laborum et provident natus suscipit nostrum.
PROG-21c51332,Tech,Kakamega Digital Skills Bootcamp,Kakamega,2024-10-14,,168,active,Dolore nihil cupiditate esse porro consectetur quas veniam veniam hic voluptatibus vitae.
PROG-f2a7fde1,Tech,Kakamega Tech Youth Initiative,Kakamega,2026-04-19,,177,active,Delectus et repellat nostrum odit aut libero.
