disbursement_id,beneficiary_id,cohort_id,expected_date,actual_date,amount_kes,status,delay_days,payment_method
DISB-0004854,BEN-00456,COHORT-SC-002,2026-07-06,2026-08-04,4135,Delayed,29,Cash
DISB-0004855,BEN-00456,COHORT-SC-002,2026-08-06,2026-08-06,5648,Paid,0,M-Pesa
DISB-0004856,BEN-00457,COHORT-SC-002,2025-10-06,2025-10-15,7709,Delayed,9,M-Pesa
DISB-0004857,BEN-00457,COHORT-SC-002,2025-11-06,2025-11-06,3384,Paid,0,Bank Transfer
DISB-0004858,BEN-00457,COHORT-SC-002,2025-12-06,2025-12-06,5296,Paid,0,Cash
DISB-0004859,BEN-00457,COHORT-SC-002,2026-01-06,2026-01-06,4914,Pending,0,Bank Transfer
DISB-0004860,BEN-00457,COHORT-SC-002,2026-02-06,2026-02-06,5143,withheld,0,Cash
DISB-0004861,BEN-00457,COHORT-SC-002,2026-03-06,2026-03-06,5497,Paid,0,Cash
DISB-0004862,BEN-00457,COHORT-SC-002,2026-04-06,2026-04-06,7406,PAID,0,M-Pesa
DISB-0004863,BEN-00457,COHORT-SC-002,2026-05-06,2026-05-06,3632,Paid,0,Bank Transfer
DISB-0004864,BEN-00457,COHORT-SC-002,2026-06-06,2026-06-06,5699,Pending,0,Cash
DISB-0004865,BEN-00457,COHORT-SC-002,2026-07-06,2026-07-06,4273,Paid,0,Bank Transfer
DISB-0004866,BEN-00457,COHORT-SC-002,2026-08-06,2026-08-06,5705,Paid,0,Bank Transfer
DISB-0004867,BEN-00458,COHORT-SC-002,2025-10-06,2025-10-06,7447,Paid,0,M-Pesa
DISB-0004868,BEN-00458,COHORT-SC-002,2025-11-06,2025-11-06,4901,Paid,0,Cash
DISB-0004869,BEN-00458,COHORT-SC-002,2025-12-06,2025-12-06,7616,Paid,0,Cash
DISB-0004870,BEN-00458,COHORT-SC-002,2026-01-06,2026-01-06,4264,Pending,0,M-Pesa
DISB-0004871,BEN-00458,COHORT-SC-002,2026-02-06,2026-02-06,7282,Pending,0,Cash
DISB-0004872,BEN-00458,COHORT-SC-002,2026-03-06,2026-03-30,3669,Delayed,24,Cash
DISB-0004873,BEN-00459,COHORT-SC-002,2025-10-06,2025-10-06,4256,Paid,0,Bank Transfer
DISB-0004874,BEN-00459,COHORT-SC-002,2025-11-06,2025-11-06,6203,Pending,0,Bank Transfer
DISB-0004875,BEN-00459,COHORT-SC-002,2025-12-06,2025-12-06,4598,Paid,0,M-Pesa
DISB-0004876,BEN-00459,COHORT-SC-002,2026-01-06,2026-01-06,7750,Paid,0,M-Pesa
DISB-0004877,BEN-00459,COHORT-SC-002,2026-02-06,2026-02-19,4823,Delayed,13,Cash
DISB-0004878,BEN-00459,COHORT-SC-002,2026-03-06,2026-03-06,5354,Paid,0,Bank Transfer
DISB-0004879,BEN-00459,COHORT-SC-002,2026-04-06,2026-04-06,4140,withheld,0,M-Pesa
DISB-0004880,BEN-00459,COHORT-SC-002,2026-05-06,2026-05-06,6002,Paid,0,Cash
DISB-0004881,BEN-00459,COHORT-SC-002,2026-06-06,2026-06-06,4915,Pending,0,Bank Transfer
DISB-0004882,BEN-00459,COHORT-SC-002,2026-07-06,,3389,Withheld,0,Bank Transfer
DISB-0004883,BEN-00459,COHORT-SC-002,2026-08-06,2026-08-06,3140,Paid,0,Cash
DISB-0004884,BEN-00460,COHORT-SC-002,2025-10-06,2025-10-06,3938,Paid,0,M-Pesa
DISB-0004885,BEN-00460,COHORT-SC-002,2025-11-06,2025-11-06,3332,Paid,0,M-Pesa
DISB-0004886,BEN-00460,COHORT-SC-002,2025-12-06,,5595,Withheld,0,Cash
DISB-0004887,BEN-00460,COHORT-SC-002,2026-01-06,2026-01-06,5852,Paid,0,Bank Transfer
DISB-0004888,BEN-00460,COHORT-SC-002,2026-02-06,2026-02-06,5503,paid,0,Cash
DISB-0004889,BEN-00460,COHORT-SC-002,2026-03-06,2026-03-06,3703,Paid,0,Cash
DISB-0004890,BEN-00460,COHORT-SC-002,2026-04-06,2026-04-06,3080,Pending,0,Bank Transfer
DISB-0004891,BEN-00460,COHORT-SC-002,2026-05-06,2026-05-15,3741,Delayed,9,Cash
DISB-0004892,BEN-00460,COHORT-SC-002,2026-06-06,2026-06-06,5070,Paid,0,M-Pesa
DISB-0004893,BEN-00460,COHORT-SC-002,2026-07-06,2026-07-28,5308,Delayed,22,Cash
DISB-0004894,BEN-00460,COHORT-SC-002,2026-08-06,2026-08-06,7109,Paid,0,Bank Transfer
DISB-0004895,BEN-00461,COHORT-SC-002,2025-09-06,2025-09-06,3414,Paid,0,M-Pesa
DISB-0004896,BEN-00461,COHORT-SC-002,2025-10-06,,4961,Withheld,0,Bank Transfer
DISB-0004897,BEN-00461,COHORT-SC-002,2025-11-06,2025-11-06,7038,Paid,0,Bank Transfer
DISB-0004898,BEN-00461,COHORT-SC-002,2025-12-06,2025-12-06,6045,Paid,0,Cash
DISB-0004899,BEN-00461,COHORT-SC-002,2026-01-06,2026-01-06,7118,paid,0,M-Pesa
DISB-0004900,BEN-00461,COHORT-SC-002,2026-02-06,2026-02-06,4044,Paid,0,M-Pesa
DISB-0004901,BEN-00461,COHORT-SC-002,2026-03-06,2026-03-25,7361,Delayed,19,M-Pesa
DISB-0004902,BEN-00461,COHORT-SC-002,2026-04-06,2026-04-06,7919,Pending,0,Cash
DISB-0004903,BEN-00461,COHORT-SC-002,2026-05-06,2026-05-06,7194,Paid,0,M-Pesa
DISB-0004904,BEN-00461,COHORT-SC-002,2026-06-06,2026-06-06,3192,delayed,0,Bank Transfer
DISB-0004905,BEN-00461,COHORT-SC-002,2026-07-06,2026-07-06,7379,Paid,0,M-Pesa
DISB-0004906,BEN-00461,COHORT-SC-002,2026-08-06,2026-08-06,4038,Paid,0,Cash
DISB-0004907,BEN-00462,COHORT-SC-002,2025-09-06,2025-09-21,6947,Delayed,15,Bank Transfer
DISB-0004908,BEN-00462,COHORT-SC-002,2025-10-06,2025-10-06,7127,Paid,0,M-Pesa
DISB-0004909,BEN-00462,COHORT-SC-002,2025-11-06,2025-11-06,4872,Paid,0,M-Pesa
DISB-0004910,BEN-00462,COHORT-SC-002,2025-12-06,2025-12-06,7682,Paid,0,Cash
DISB-0004911,BEN-00462,COHORT-SC-002,2026-01-06,,3657,Withheld,0,Cash
DISB-0004912,BEN-00462,COHORT-SC-002,2026-02-06,2026-02-06,7191,Paid,0,M-Pesa
DISB-0004913,BEN-00462,COHORT-SC-002,2026-03-06,2026-03-06,3983,Paid,0,Cash
DISB-0004914,BEN-00463,COHORT-SC-002,2025-10-06,2025-10-06,4629,Paid,0,M-Pesa
DISB-0004915,BEN-00463,COHORT-SC-002,2025-11-06,2025-11-06,3812,Paid,0,Cash
DISB-0004916,BEN-00463,COHORT-SC-002,2025-12-06,2025-12-06,7488,Paid,0,Bank Transfer
DISB-0004917,BEN-00463,COHORT-SC-002,2026-01-06,2026-01-06,6550,Paid,0,Cash
DISB-0004918,BEN-00463,COHORT-SC-002,2026-02-06,2026-02-06,5962,Paid,0,Bank Transfer
DISB-0004919,BEN-00463,COHORT-SC-002,2026-03-06,2026-03-06,7700,Pending,0,Cash
DISB-0004920,BEN-00463,COHORT-SC-002,2026-04-06,2026-04-06,5029,Paid,0,Cash
DISB-0004921,BEN-00463,COHORT-SC-002,2026-05-06,2026-05-06,4173,Paid,0,Bank Transfer
DISB-0004922,BEN-00463,COHORT-SC-002,2026-06-06,2026-06-06,6390,Paid,0,Cash
DISB-0004923,BEN-00463,COHORT-SC-002,2026-07-06,2026-07-17,6777,Delayed,11,Cash
DISB-0004924,BEN-00463,COHORT-SC-002,2026-08-06,2026-08-06,6714,Paid,0,Cash
DISB-0004925,BEN-00464,COHORT-SC-002,2025-10-06,2025-10-06,4416,Paid,0,Cash
DISB-0004926,BEN-00464,COHORT-SC-002,2025-11-06,2025-11-30,7246,Delayed,24,M-Pesa
DISB-0004927,BEN-00464,COHORT-SC-002,2025-12-06,2025-12-06,4400,Paid,0,Bank Transfer
DISB-0004928,BEN-00464,COHORT-SC-002,2026-01-06,,6630,Withheld,0,Bank Transfer
DISB-0004929,BEN-00464,COHORT-SC-002,2026-02-06,2026-02-06,7722,Pending,0,Cash
DISB-0004930,BEN-00464,COHORT-SC-002,2026-03-06,2026-03-06,4855,Paid,0,Cash
DISB-0004931,BEN-00464,COHORT-SC-002,2026-04-06,2026-04-06,6163,Paid,0,Bank Transfer
DISB-0004932,BEN-00464,COHORT-SC-002,2026-05-06,2026-05-06,4557,Pending,0,Cash
DISB-0004933,BEN-00464,COHORT-SC-002,2026-06-06,2026-07-01,4977,Delayed,25,Bank Transfer
DISB-0004934,BEN-00464,COHORT-SC-002,2026-07-06,2026-07-06,6033,Paid,0,M-Pesa
DISB-0004935,BEN-00464,COHORT-SC-002,2026-08-06,2026-08-15,6037,Delayed,9,Cash
DISB-0004936,BEN-00465,COHORT-SC-002,2025-10-06,2025-10-06,5279,Paid,0,Cash
DISB-0004937,BEN-00465,COHORT-SC-002,2025-11-06,2025-11-06,4400,Paid,0,Bank Transfer
DISB-0004938,BEN-00465,COHORT-SC-002,2025-12-06,2025-12-06,6458,Paid,0,Bank Transfer
DISB-0004939,BEN-00465,COHORT-SC-002,2026-01-06,2026-01-06,5453,Paid,0,M-Pesa
DISB-0004940,BEN-00465,COHORT-SC-002,2026-02-06,2026-02-06,6301,Paid,0,M-Pesa
DISB-0004941,BEN-00465,COHORT-SC-002,2026-03-06,2026-03-06,7710,Paid,0,Bank Transfer
DISB-0004942,BEN-00465,COHORT-SC-002,2026-04-06,2026-04-29,5749,Delayed,23,M-Pesa
DISB-0004943,BEN-00465,COHORT-SC-002,2026-05-06,2026-05-06,4670,Paid,0,M-Pesa
DISB-0004944,BEN-00465,COHORT-SC-002,2026-06-06,2026-06-06,5816,Paid,0,Bank Transfer
DISB-0004945,BEN-00465,COHORT-SC-002,2026-07-06,2026-07-06,6068,Paid,0,M-Pesa
DISB-0004946,BEN-00465,COHORT-SC-002,2026-08-06,,7023,Withheld,0,Cash
DISB-0004947,BEN-00466,COHORT-SC-002,2025-10-06,2025-10-06,3730,Paid,0,Bank Transfer
DISB-0004948,BEN-00466,COHORT-SC-002,2025-11-06,2025-11-06,6778,Pending,0,Cash
DISB-0004949,BEN-00466,COHORT-SC-002,2025-12-06,,4820,Withheld,0,M-Pesa
DISB-0004950,BEN-00466,COHORT-SC-002,2026-01-06,,5072,Withheld,0,M-Pesa
DISB-0004951,BEN-00466,COHORT-SC-002,2026-02-06,2026-02-06,6315,Paid,0,M-Pesa
DISB-0004952,BEN-00466,COHORT-SC-002,2026-03-06,2026-03-06,5771,Paid,0,Cash
DISB-0004953,BEN-00466,COHORT-SC-002,2026-04-06,2026-04-06,3341,Paid,0,M-Pesa
DISB-0004954,BEN-00466,COHORT-SC-002,2026-05-06,2026-05-06,7618,delayed,0,M-Pesa
DISB-0004955,BEN-00466,COHORT-SC-002,2026-06-06,2026-06-06,5611,Paid,0,Bank Transfer
DISB-0004956,BEN-00466,COHORT-SC-002,2026-07-06,2026-07-19,3800,Delayed,13,M-Pesa
DISB-0004957,BEN-00466,COHORT-SC-002,2026-08-06,2026-08-06,3393,Paid,0,M-Pesa
DISB-0004958,BEN-00467,COHORT-SC-002,2025-10-06,2025-10-06,5028,Paid,0,M-Pesa
DISB-0004959,BEN-00467,COHORT-SC-002,2025-11-06,2025-11-06,6989,Paid,0,Cash
DISB-0004960,BEN-00467,COHORT-SC-002,2025-12-06,2025-12-06,4431,Pending,0,Cash
DISB-0004961,BEN-00467,COHORT-SC-002,2026-01-06,2026-01-06,4412,Paid,0,M-Pesa
DISB-0004962,BEN-00467,COHORT-SC-002,2026-02-06,2026-02-06,5246,Paid,0,Bank Transfer
DISB-0004963,BEN-00467,COHORT-SC-002,2026-03-06,2026-03-06,5353,Paid,0,Bank Transfer
DISB-0004964,BEN-00467,COHORT-SC-002,2026-04-06,2026-04-06,3400,Paid,0,Cash
DISB-0004965,BEN-00467,COHORT-SC-002,2026-05-06,2026-05-06,6603,Paid,0,Cash
DISB-0004966,BEN-00467,COHORT-SC-002,2026-06-06,2026-06-06,5917,Paid,0,M-Pesa
DISB-0004967,BEN-00467,COHORT-SC-002,2026-07-06,2026-07-06,6281,Paid,0,M-Pesa
DISB-0004968,BEN-00467,COHORT-SC-002,2026-08-06,2026-08-06,7658,Paid,0,Bank Transfer
DISB-0004969,BEN-00468,COHORT-SC-002,2025-09-06,2025-09-06,7154,Paid,0,M-Pesa
DISB-0004970,BEN-00468,COHORT-SC-002,2025-10-06,2025-10-06,6874,Paid,0,M-Pesa
DISB-0004971,BEN-00468,COHORT-SC-002,2025-11-06,2025-11-06,4994,Paid,0,Cash
DISB-0004972,BEN-00468,COHORT-SC-002,2025-12-06,2025-12-06,6742,PAID,0,Cash
DISB-0004973,BEN-00468,COHORT-SC-002,2026-01-06,2026-01-06,3081,Paid,0,Bank Transfer
DISB-0004974,BEN-00468,COHORT-SC-002,2026-02-06,,7708,Withheld,0,Cash
DISB-0004975,BEN-00468,COHORT-SC-002,2026-03-06,2026-03-06,6660,withheld,0,M-Pesa
DISB-0004976,BEN-00468,COHORT-SC-002,2026-04-06,2026-04-06,3719,Paid,0,Cash
DISB-0004977,BEN-00468,COHORT-SC-002,2026-05-06,2026-05-06,4526,PAID,0,Bank Transfer
DISB-0004978,BEN-00468,COHORT-SC-002,2026-06-06,2026-06-06,5068,Paid,0,M-Pesa
DISB-0004979,BEN-00468,COHORT-SC-002,2026-07-06,2026-07-06,7417,Paid,0,Bank Transfer
DISB-0004980,BEN-00468,COHORT-SC-002,2026-08-06,2026-08-06,6775,Paid,0,Cash
DISB-0004981,BEN-00469,COHORT-SC-002,2025-10-06,2025-10-06,3087,Paid,0,M-Pesa
DISB-0004982,BEN-00469,COHORT-SC-002,2025-11-06,2025-11-06,6892,Paid,0,M-Pesa
DISB-0004983,BEN-00469,COHORT-SC-002,2025-12-06,2025-12-06,7355,Paid,0,Cash
DISB-0004984,BEN-00469,COHORT-SC-002,2026-01-06,2026-01-06,3300,Paid,0,M-Pesa
DISB-0004985,BEN-00469,COHORT-SC-002,2026-02-06,2026-02-06,3438,Paid,0,M-Pesa
DISB-0004986,BEN-00469,COHORT-SC-002,2026-03-06,2026-03-13,6421,Delayed,7,Cash
DISB-0004987,BEN-00469,COHORT-SC-002,2026-04-06,2026-04-18,7875,Delayed,12,Cash
DISB-0004988,BEN-00469,COHORT-SC-002,2026-05-06,2026-05-06,4865,Paid,0,Cash
DISB-0004989,BEN-00469,COHORT-SC-002,2026-06-06,2026-06-06,3137,Paid,0,Bank Transfer
DISB-0004990,BEN-00469,COHORT-SC-002,2026-07-06,2026-07-06,6147,Paid,0,Bank Transfer
DISB-0004991,BEN-00469,COHORT-SC-002,2026-08-06,2026-08-06,7777,Paid,0,Cash
DISB-0004992,BEN-00470,COHORT-SC-002,2025-10-06,2025-10-06,4454,Pending,0,M-Pesa
DISB-0004993,BEN-00470,COHORT-SC-002,2025-11-06,2025-11-06,7948,Paid,0,M-Pesa
DISB-0004994,BEN-00470,COHORT-SC-002,2025-12-06,2025-12-06,5802,Paid,0,M-Pesa
DISB-0004995,BEN-00470,COHORT-SC-002,2026-01-06,2026-01-06,4440,Pending,0,Bank Transfer
DISB-0004996,BEN-00470,COHORT-SC-002,2026-02-06,2026-02-06,3131,Paid,0,Cash
DISB-0004997,BEN-00470,COHORT-SC-002,2026-03-06,2026-03-06,7433,Paid,0,Cash
DISB-0004998,BEN-00470,COHORT-SC-002,2026-04-06,2026-04-06,3187,Paid,0,M-Pesa
DISB-0004999,BEN-00470,COHORT-SC-002,2026-05-06,2026-05-06,4201,Paid,0,M-Pesa
DISB-0005000,BEN-00470,COHORT-SC-002,2026-06-06,2026-06-06,5824,Paid,0,Cash
DISB-0005001,BEN-00470,COHORT-SC-002,2026-07-06,2026-07-06,4749,Paid,0,Bank Transfer
DISB-0005002,BEN-00470,COHORT-SC-002,2026-08-06,2026-08-06,3258,Pending,0,Bank Transfer
DISB-0005003,BEN-00471,COHORT-SC-002,2025-10-06,2025-10-06,4673,Paid,0,Cash
DISB-0005004,BEN-00471,COHORT-SC-002,2025-11-06,2025-11-06,3369,Paid,0,M-Pesa
DISB-0005005,BEN-00471,COHORT-SC-002,2025-12-06,2025-12-06,3810,Pending,0,M-Pesa
DISB-0005006,BEN-00471,COHORT-SC-002,2026-01-06,2026-01-06,6779,Pending,0,Cash
DISB-0005007,BEN-00471,COHORT-SC-002,2026-02-06,2026-02-06,4325,Pending,0,Bank Transfer
DISB-0005008,BEN-00471,COHORT-SC-002,2026-03-06,2026-03-06,7682,Paid,0,Bank Transfer
DISB-0005009,BEN-00471,COHORT-SC-002,2026-04-06,2026-04-06,3444,Paid,0,Bank Transfer
DISB-0005010,BEN-00471,COHORT-SC-002,2026-05-06,2026-05-06,6019,Paid,0,M-Pesa
DISB-0005011,BEN-00471,COHORT-SC-002,2026-06-06,2026-06-06,5154,Paid,0,M-Pesa
DISB-0005012,BEN-00471,COHORT-SC-002,2026-07-06,2026-07-06,6743,Pending,0,Cash
DISB-0005013,BEN-00471,COHORT-SC-002,2026-08-06,2026-08-06,7062,Paid,0,Bank Transfer
DISB-0005014,BEN-00472,COHORT-SC-002,2025-09-06,2025-09-06,3193,Paid,0,Bank Transfer
DISB-0005015,BEN-00472,COHORT-SC-002,2025-10-06,2025-10-06,7560,Paid,0,M-Pesa
DISB-0005016,BEN-00472,COHORT-SC-002,2025-11-06,2025-11-06,4040,withheld,0,Bank Transfer
DISB-0005017,BEN-00472,COHORT-SC-002,2025-12-06,2025-12-06,5117,Pending,0,M-Pesa
DISB-0005018,BEN-00472,COHORT-SC-002,2026-01-06,2026-01-06,5286,Paid,0,M-Pesa
DISB-0005019,BEN-00472,COHORT-SC-002,2026-02-06,2026-02-06,4884,Paid,0,M-Pesa
DISB-0005020,BEN-00472,COHORT-SC-002,2026-03-06,2026-03-06,6119,Paid,0,Cash
DISB-0005021,BEN-00472,COHORT-SC-002,2026-04-06,2026-04-06,6335,Pending,0,M-Pesa
DISB-0005022,BEN-00472,COHORT-SC-002,2026-05-06,2026-05-06,7527,Pending,0,M-Pesa
DISB-0005023,BEN-00472,COHORT-SC-002,2026-06-06,2026-06-06,6922,Paid,0,Bank Transfer
DISB-0005024,BEN-00472,COHORT-SC-002,2026-07-06,2026-07-06,7013,Paid,0,Bank Transfer
DISB-0005025,BEN-00472,COHORT-SC-002,2026-08-06,2026-08-06,7842,Paid,0,Bank Transfer
DISB-0005026,BEN-00473,COHORT-SC-002,2025-09-06,2025-09-06,3546,delayed,0,Cash
DISB-0005027,BEN-00473,COHORT-SC-002,2025-10-06,2025-10-06,6920,Pending,0,Cash
DISB-0005028,BEN-00473,COHORT-SC-002,2025-11-06,2025-11-06,3047,Pending,0,M-Pesa
DISB-0005029,BEN-00473,COHORT-SC-002,2025-12-06,2025-12-06,6552,Paid,0,M-Pesa
DISB-0005030,BEN-00473,COHORT-SC-002,2026-01-06,2026-01-06,6316,Paid,0,M-Pesa
DISB-0005031,BEN-00473,COHORT-SC-002,2026-02-06,2026-02-06,3171,Paid,0,Bank Transfer
DISB-0005032,BEN-00473,COHORT-SC-002,2026-03-06,,6878,Withheld,0,M-Pesa
DISB-0005033,BEN-00473,COHORT-SC-002,2026-04-06,2026-04-06,7171,Paid,0,M-Pesa
DISB-0005034,BEN-00473,COHORT-SC-002,2026-05-06,2026-05-06,6040,Paid,0,Bank Transfer
DISB-0005035,BEN-00473,COHORT-SC-002,2026-06-06,2026-06-06,3824,Paid,0,M-Pesa
DISB-0005036,BEN-00473,COHORT-SC-002,2026-07-06,2026-07-06,7497,Paid,0,Bank Transfer
DISB-0005037,BEN-00473,COHORT-SC-002,2026-08-06,2026-08-06,4905,Pending,0,Cash
DISB-0005038,BEN-00474,COHORT-SC-002,2025-10-06,2025-11-04,6258,Delayed,29,M-Pesa
DISB-0005039,BEN-00474,COHORT-SC-002,2025-11-06,2025-11-06,3865,Paid,0,Cash
DISB-0005040,BEN-00474,COHORT-SC-002,2025-12-06,2025-12-06,6054,Paid,0,M-Pesa
DISB-0005041,BEN-00474,COHORT-SC-002,2026-01-06,2026-01-06,7146,Paid,0,M-Pesa
DISB-0005042,BEN-00474,COHORT-SC-002,2026-02-06,2026-02-06,4253,Paid,0,Bank Transfer
DISB-0005043,BEN-00474,COHORT-SC-002,2026-03-06,2026-03-06,6801,Paid,0,M-Pesa
DISB-0005044,BEN-00474,COHORT-SC-002,2026-04-06,2026-04-06,6635,Paid,0,Cash
DISB-0005045,BEN-00474,COHORT-SC-002,2026-05-06,2026-05-06,5051,Paid,0,Bank Transfer
DISB-0005046,BEN-00474,COHORT-SC-002,2026-06-06,2026-06-06,6512,PAID,0,M-Pesa
DISB-0005047,BEN-00474,COHORT-SC-002,2026-07-06,2026-07-06,6235,Paid,0,Cash
DISB-0005048,BEN-00474,COHORT-SC-002,2026-08-06,2026-08-06,4762,Pending,0,M-Pesa
DISB-0005049,BEN-00475,COHORT-SC-002,2025-10-06,2025-10-06,5571,Paid,0,Bank Transfer
DISB-0005050,BEN-00475,COHORT-SC-002,2025-11-06,2025-11-06,6219,Paid,0,Cash
DISB-0005051,BEN-00475,COHORT-SC-002,2025-12-06,2025-12-06,7135,Paid,0,Bank Transfer
DISB-0005052,BEN-00475,COHORT-SC-002,2026-01-06,2026-01-06,6987,Paid,0,Bank Transfer
DISB-0005053,BEN-00475,COHORT-SC-002,2026-02-06,2026-02-06,5959,Paid,0,M-Pesa
DISB-0005054,BEN-00475,COHORT-SC-002,2026-03-06,2026-03-06,3178,PAID,0,M-Pesa
DISB-0005055,BEN-00475,COHORT-SC-002,2026-04-06,2026-04-06,3591,Paid,0,Cash
DISB-0005056,BEN-00475,COHORT-SC-002,2026-05-06,2026-05-06,4135,Paid,0,Bank Transfer
DISB-0005057,BEN-00475,COHORT-SC-002,2026-06-06,2026-06-06,5861,Paid,0,Bank Transfer
DISB-0005058,BEN-00475,COHORT-SC-002,2026-07-06,2026-07-06,6039,Paid,0,M-Pesa
DISB-0005059,BEN-00475,COHORT-SC-002,2026-08-06,2026-08-06,5048,Pending,0,Bank Transfer
DISB-0005060,BEN-00476,COHORT-SC-002,2025-10-06,2025-10-06,4105,Paid,0,Cash
DISB-0005061,BEN-00476,COHORT-SC-002,2025-11-06,2025-11-06,7350,Paid,0,Bank Transfer
DISB-0005062,BEN-00476,COHORT-SC-002,2025-12-06,2025-12-06,6824,Paid,0,Bank Transfer
DISB-0005063,BEN-00476,COHORT-SC-002,2026-01-06,2026-01-06,6159,paid,0,M-Pesa
DISB-0005064,BEN-00476,COHORT-SC-002,2026-02-06,2026-02-06,5822,Paid,0,M-Pesa
DISB-0005065,BEN-00476,COHORT-SC-002,2026-03-06,2026-03-06,6738,Paid,0,M-Pesa
DISB-0005066,BEN-00476,COHORT-SC-002,2026-04-06,2026-04-06,4719,Paid,0,M-Pesa
DISB-0005067,BEN-00476,COHORT-SC-002,2026-05-06,2026-05-06,7582,Paid,0,M-Pesa
DISB-0005068,BEN-00476,COHORT-SC-002,2026-06-06,2026-06-06,5787,Paid,0,Bank Transfer
DISB-0005069,BEN-00476,COHORT-SC-002,2026-07-06,2026-07-06,3253,Paid,0,Bank Transfer
DISB-0005070,BEN-00476,COHORT-SC-002,2026-08-06,2026-08-06,7990,Paid,0,M-Pesa
DISB-0005071,BEN-00477,COHORT-SC-002,2025-10-06,,5695,delayed,0,Bank Transfer
DISB-0005072,BEN-00477,COHORT-SC-002,2025-11-06,2025-11-06,4949,Paid,0,Cash
DISB-0005073,BEN-00477,COHORT-SC-002,2025-12-06,2025-12-06,3377,delayed,0,M-Pesa
DISB-0005074,BEN-00477,COHORT-SC-002,2026-01-06,2026-01-06,6390,Paid,0,M-Pesa
DISB-0005075,BEN-00477,COHORT-SC-002,2026-02-06,2026-02-06,3237,Paid,0,Bank Transfer
DISB-0005076,BEN-00477,COHORT-SC-002,2026-03-06,,5668,Withheld,0,Bank Transfer
DISB-0005077,BEN-00477,COHORT-SC-002,2026-04-06,2026-04-06,6703,Paid,0,Cash
DISB-0005078,BEN-00477,COHORT-SC-002,2026-05-06,2026-05-06,7347,Paid,0,M-Pesa
DISB-0005079,BEN-00477,COHORT-SC-002,2026-06-06,2026-06-06,4520,Paid,0,Cash
DISB-0005080,BEN-00477,COHORT-SC-002,2026-07-06,2026-08-05,6448,Delayed,30,Cash
DISB-0005081,BEN-00477,COHORT-SC-002,2026-08-06,2026-08-06,4880,Paid,0,Bank Transfer
DISB-0005082,BEN-00478,COHORT-SC-002,2025-10-06,2025-10-06,4254,Paid,0,Bank Transfer
DISB-0005083,BEN-00478,COHORT-SC-002,2025-11-06,2025-11-06,7796,Paid,0,Bank Transfer
DISB-0005084,BEN-00478,COHORT-SC-002,2025-12-06,2025-12-06,3015,Paid,0,Cash
DISB-0005085,BEN-00478,COHORT-SC-002,2026-01-06,2026-01-06,7830,withheld,0,Cash
DISB-0005086,BEN-00478,COHORT-SC-002,2026-02-06,2026-02-06,3014,Paid,0,M-Pesa
DISB-0005087,BEN-00478,COHORT-SC-002,2026-03-06,2026-03-06,7963,Paid,0,M-Pesa
DISB-0005088,BEN-00478,COHORT-SC-002,2026-04-06,2026-04-06,7714,Pending,0,Bank Transfer
DISB-0005089,BEN-00478,COHORT-SC-002,2026-05-06,2026-05-18,7893,Delayed,12,Cash
DISB-0005090,BEN-00478,COHORT-SC-002,2026-06-06,2026-06-06,4399,Paid,0,Bank Transfer
DISB-0005091,BEN-00478,COHORT-SC-002,2026-07-06,2026-07-06,3893,Paid,0,Bank Transfer
DISB-0005092,BEN-00478,COHORT-SC-002,2026-08-06,2026-08-06,5140,Paid,0,Cash
DISB-0005093,BEN-00479,COHORT-SC-002,2025-09-06,2025-09-18,4019,Delayed,12,M-Pesa
DISB-0005094,BEN-00479,COHORT-SC-002,2025-10-06,2025-10-18,5786,Delayed,12,Bank Transfer
DISB-0005095,BEN-00479,COHORT-SC-002,2025-11-06,2025-11-06,7592,delayed,0,M-Pesa
DISB-0005096,BEN-00479,COHORT-SC-002,2025-12-06,2025-12-06,6995,Paid,0,Bank Transfer
DISB-0005097,BEN-00479,COHORT-SC-002,2026-01-06,2026-01-06,7863,Pending,0,Bank Transfer
DISB-0005098,BEN-00479,COHORT-SC-002,2026-02-06,2026-02-06,6016,Paid,0,Bank Transfer
DISB-0005099,BEN-00479,COHORT-SC-002,2026-03-06,2026-03-06,6882,PAID,0,M-Pesa
DISB-0005100,BEN-00479,COHORT-SC-002,2026-04-06,2026-04-06,4269,Paid,0,M-Pesa
DISB-0005101,BEN-00479,COHORT-SC-002,2026-05-06,2026-05-06,4888,Paid,0,M-Pesa
DISB-0005102,BEN-00479,COHORT-SC-002,2026-06-06,2026-06-06,6679,Pending,0,Cash
DISB-0005103,BEN-00479,COHORT-SC-002,2026-07-06,2026-07-06,4164,Pending,0,Bank Transfer
DISB-0005104,BEN-00479,COHORT-SC-002,2026-08-06,2026-08-06,4219,delayed,0,Cash
DISB-0005105,BEN-00480,COHORT-SC-002,2025-10-06,,4818,Withheld,0,Cash
DISB-0005106,BEN-00480,COHORT-SC-002,2025-11-06,,5169,Withheld,0,Cash
DISB-0005107,BEN-00480,COHORT-SC-002,2025-12-06,2025-12-06,3439,Pending,0,M-Pesa
DISB-0005108,BEN-00480,COHORT-SC-002,2026-01-06,2026-01-06,7291,Paid,0,Bank Transfer
DISB-0005109,BEN-00480,COHORT-SC-002,2026-02-06,2026-02-06,4328,Paid,0,Cash
DISB-0005110,BEN-00480,COHORT-SC-002,2026-03-06,2026-03-31,6852,Delayed,25,Bank Transfer
